DDR_A,DDR_R,DDR_N,DDR_D,DDR_C,DDR_Q,DDR_E,DDR_G,DDR_H,DDR_I,DDR_L,DDR_K,DDR_M,DDR_F,DDR_P,DDR_S,DDR_T,DDR_W,DDR_Y,DDR_V,
7.96,0.00,0.00,13.27,0.00,11.04,8.40,0.00,8.19,15.18,6.12,14.46,0.00,22.46,9.04,0.00,18.18,0.00,26.04,19.46,
0.00,8.42,6.08,6.18,0.00,0.00,0.00,3.45,0.00,5.42,4.10,0.00,0.00,0.00,0.00,4.73,0.00,0.00,0.00,0.00,
12.07,0.00,0.00,8.00,0.00,0.00,6.36,3.82,0.00,0.00,5.75,0.00,10.36,6.93,0.00,0.00,0.00,0.00,0.00,6.07,
0.00,0.00,13.13,5.43,6.67,12.71,9.83,0.00,12.04,9.13,0.00,12.04,11.04,11.21,22.04,20.21,0.00,17.04,11.04,14.54,
0.00,0.00,0.00,0.00,0.00,15.06,7.06,8.06,0.00,9.41,7.65,0.00,0.00,0.00,4.81,10.36,0.00,10.69,0.00,7.06,
0.00,15.06,13.29,4.36,0.00,0.00,0.00,0.00,0.00,8.06,8.59,6.13,0.00,4.67,11.76,0.00,0.00,0.00,7.53,0.00,
20.39,10.68,9.02,14.57,0.00,26.36,15.20,25.96,0.00,15.91,13.17,23.11,15.84,35.91,28.75,22.54,41.11,21.91,0.00,10.31,
12.07,6.07,5.69,5.54,0.00,0.00,7.79,7.79,0.00,6.93,10.36,0.00,0.00,6.62,0.00,6.07,8.93,0.00,0.00,0.00,
8.25,5.37,0.00,0.00,0.00,17.24,0.00,8.32,0.00,0.00,12.05,14.19,15.62,6.05,13.05,12.32,0.00,0.00,9.62,0.00,
0.00,3.82,0.00,0.00,0.00,8.00,9.38,0.00,5.69,0.00,0.00,0.00,0.00,6.08,4.08,11.08,5.69,6.15,0.00,0.00,
15.97,13.81,17.94,31.35,25.47,0.00,0.00,9.74,21.89,0.00,16.17,17.58,0.00,21.03,22.92,13.20,13.62,0.00,0.00,8.12,
0.00,6.18,0.00,0.00,0.00,4.55,0.00,6.18,4.73,0.00,7.45,9.09,9.09,4.50,5.10,0.00,0.00,0.00,0.00,0.00,
0.00,7.45,9.09,0.00,0.00,4.10,0.00,0.00,4.55,0.00,4.73,0.00,0.00,9.09,3.50,6.18,0.00,0.00,0.00,5.27,
3.30,0.00,5.27,0.00,0.00,5.27,9.09,0.00,0.00,0.00,0.00,6.18,0.00,4.73,0.00,4.10,0.00,0.00,7.45,7.45,
11.60,11.46,8.79,19.52,11.21,15.71,12.80,5.48,0.00,0.00,0.00,6.52,0.00,12.80,18.00,20.21,19.52,14.40,13.52,21.20,
13.61,0.00,10.77,6.63,0.00,14.09,15.55,25.76,31.03,7.43,10.41,17.03,0.00,11.59,0.00,24.24,15.55,19.39,0.00,10.53,
0.00,0.00,4.95,7.22,6.67,0.00,8.96,0.00,0.00,14.78,8.09,12.04,14.54,11.21,0.00,13.30,0.00,17.04,0.00,22.04,
5.19,6.31,7.65,7.65,0.00,0.00,0.00,11.76,0.00,0.00,9.41,13.29,0.00,7.81,8.59,10.81,0.00,0.00,9.41,9.31,
8.53,0.00,11.39,9.83,0.00,13.68,12.32,0.00,0.00,11.16,11.76,9.47,0.00,7.28,0.00,6.00,5.50,0.00,0.00,0.00,
16.53,28.16,21.58,11.48,0.00,0.00,10.97,13.41,15.76,0.00,6.48,0.00,0.00,17.70,22.85,4.61,18.65,24.24,27.39,18.48,
6.94,16.06,0.00,16.06,0.00,8.28,0.00,4.31,6.31,9.39,10.28,0.00,0.00,0.00,8.72,0.00,0.00,10.47,0.00,14.28,
9.54,11.60,0.00,9.54,8.12,16.09,0.00,12.80,0.00,0.00,8.04,0.00,11.46,9.88,0.00,7.77,10.21,16.64,14.40,0.00,
0.00,16.25,9.05,5.29,0.00,0.00,0.00,16.25,0.00,7.05,13.25,9.25,0.00,14.65,10.21,5.94,0.00,0.00,18.05,8.63,
11.22,11.26,21.03,23.51,0.00,0.00,13.39,0.00,16.55,0.00,6.39,25.90,23.64,23.64,37.03,20.97,0.00,19.79,22.67,30.05,
38.82,9.20,23.35,33.66,11.87,16.12,49.79,21.04,0.00,14.37,38.93,34.74,0.00,19.48,17.33,8.95,29.15,0.00,33.27,33.51,
2.67,7.45,0.00,0.00,0.00,0.00,0.00,6.50,4.73,0.00,6.50,0.00,0.00,5.27,0.00,4.55,0.00,0.00,0.00,0.00,
5.69,6.07,0.00,0.00,0.00,0.00,0.00,3.09,0.00,0.00,3.85,0.00,8.93,0.00,0.00,6.07,0.00,0.00,11.08,10.36,
34.93,0.00,11.74,0.00,0.00,20.98,12.88,29.30,0.00,14.07,13.50,9.82,10.78,10.03,7.64,15.67,21.67,0.00,0.00,11.85,
7.31,13.29,0.00,11.76,0.00,0.00,8.00,4.53,0.00,0.00,15.06,7.53,8.00,9.41,11.76,8.56,10.47,8.59,0.00,0.00,
7.19,11.12,29.11,12.85,25.34,27.73,13.25,54.64,36.70,49.77,15.64,30.51,26.25,21.44,32.92,44.14,17.53,0.00,0.00,20.40,
14.38,14.92,32.95,56.90,17.14,21.79,21.66,0.00,36.90,19.23,35.62,21.08,33.07,18.47,21.11,21.50,15.98,47.90,19.67,14.89,
15.46,7.76,17.58,14.35,6.87,13.58,0.00,12.04,12.80,18.96,7.83,0.00,0.00,0.00,14.00,12.04,8.79,0.00,0.00,0.00,
8.76,19.23,14.90,13.74,15.68,18.53,7.43,11.50,0.00,30.03,12.30,0.00,23.28,15.41,14.39,16.28,16.65,16.28,0.00,21.91,
0.00,13.58,0.00,6.29,5.83,18.96,17.58,24.04,0.00,18.46,11.60,11.52,0.00,0.00,12.96,0.00,10.12,0.00,7.92,9.84,
0.00,0.00,7.11,0.00,0.00,5.27,0.00,6.18,0.00,0.00,0.00,4.55,0.00,4.73,0.00,7.45,4.73,4.50,0.00,0.00,
4.79,11.33,13.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.23,11.33,0.00,0.00,7.73,4.36,7.07,0.00,6.67,6.36,
0.00,5.14,0.00,0.00,0.00,0.00,0.00,1.12,0.00,0.00,0.00,0.00,0.00,15.71,0.00,0.00,0.00,9.30,17.04,0.00,
11.05,0.00,7.05,0.00,0.00,0.00,0.00,5.29,9.05,0.00,9.94,0.00,0.00,0.00,13.25,0.00,3.47,0.00,13.25,14.65,
6.00,10.08,5.08,0.00,0.00,0.00,0.00,2.67,0.00,0.00,7.08,0.00,0.00,5.08,8.42,7.08,0.00,0.00,0.00,0.00,
7.38,16.51,13.74,12.57,0.00,24.88,23.33,19.86,0.00,22.02,12.49,0.00,0.00,0.00,22.44,21.29,25.11,0.00,11.61,29.69,
6.18,0.00,4.55,0.00,0.00,0.00,9.09,6.18,0.00,7.45,4.73,5.27,0.00,0.00,7.45,4.73,0.00,4.50,0.00,0.00,
38.64,17.56,21.85,43.83,0.00,24.53,11.06,18.15,77.93,21.01,11.38,19.67,51.63,82.28,24.16,19.84,36.02,0.00,59.36,16.99,
4.77,0.00,6.07,0.00,0.00,6.07,3.27,0.00,0.00,0.00,3.45,12.07,0.00,0.00,0.00,0.00,10.36,0.00,0.00,0.00,
7.04,8.72,15.19,8.12,0.00,0.00,9.58,13.19,0.00,0.00,21.48,8.40,0.00,13.42,0.00,11.58,0.00,0.00,8.50,10.48,
0.00,5.42,8.42,0.00,0.00,0.00,3.09,0.00,0.00,7.08,4.73,8.42,0.00,6.08,5.08,7.08,0.00,0.00,10.08,0.00,
0.00,10.36,4.77,0.00,0.00,0.00,0.00,6.07,6.93,12.07,0.00,0.00,0.00,9.38,8.93,12.07,6.92,0.00,7.79,6.36,
0.00,0.00,8.95,5.53,0.00,0.00,8.63,4.81,12.32,8.53,0.00,0.00,0.00,7.61,12.32,0.00,17.05,10.28,15.26,9.47,
0.00,5.08,8.42,6.08,0.00,0.00,10.08,10.08,0.00,0.00,5.42,7.08,0.00,0.00,8.42,4.00,0.00,5.42,6.08,0.00,
17.79,12.12,12.51,17.69,0.00,21.66,14.46,22.03,11.31,0.00,10.24,28.69,0.00,34.03,15.70,11.26,15.37,0.00,13.03,25.69,
16.25,5.06,0.00,0.00,0.00,0.00,0.00,8.25,9.90,0.00,9.65,0.00,0.00,6.95,6.00,5.72,0.00,0.00,12.95,0.00,
0.00,9.38,0.00,0.00,0.00,0.00,6.92,3.58,0.00,0.00,0.00,0.00,5.54,6.15,3.09,11.08,0.00,5.69,9.38,11.08,
4.94,13.25,0.00,3.60,0.00,0.00,8.95,0.00,9.25,0.00,0.00,0.00,0.00,0.00,14.65,9.39,0.00,0.00,0.00,9.65,
8.72,10.22,0.00,0.00,0.00,0.00,0.00,5.35,16.90,0.00,13.48,23.45,0.00,0.00,17.75,6.16,0.00,27.03,11.93,13.79,
14.65,26.34,19.39,14.03,0.00,8.19,10.19,0.00,0.00,0.00,7.63,10.26,18.48,31.03,22.00,14.06,0.00,0.00,10.90,22.85,
0.00,13.19,0.00,16.35,8.46,0.00,8.50,22.19,0.00,0.00,10.81,9.58,0.00,8.41,11.81,15.19,0.00,0.00,0.00,9.20,
22.04,8.41,6.38,0.00,0.00,0.00,0.00,10.26,0.00,15.71,6.32,0.00,8.29,0.00,11.04,13.30,8.26,0.00,11.54,0.00,
17.95,14.61,19.71,15.95,0.00,13.51,7.97,0.00,0.00,13.46,9.59,17.68,20.12,33.61,27.45,0.00,18.93,0.00,20.12,21.90,
0.00,6.94,0.00,10.21,0.00,0.00,8.95,5.73,17.05,0.00,17.05,0.00,0.00,11.16,13.68,7.17,12.32,9.47,0.00,8.95,
17.26,12.59,0.00,0.00,0.00,10.81,8.67,26.04,15.18,0.00,14.30,5.83,0.00,20.89,8.88,9.04,0.00,0.00,0.00,13.46,
12.42,14.92,40.69,56.90,17.14,21.79,21.66,0.00,36.90,16.03,35.19,21.14,64.07,18.47,12.83,21.50,16.20,47.90,19.67,25.70,
36.09,16.38,0.00,16.18,16.68,25.39,23.73,16.64,33.97,31.88,14.89,20.63,49.79,18.39,27.20,18.09,32.84,0.00,21.31,21.72,
0.00,0.00,8.42,6.08,0.00,0.00,0.00,0.00,0.00,0.00,6.08,0.00,0.00,0.00,2.90,4.18,0.00,0.00,3.82,6.18,
0.00,5.69,10.36,0.00,0.00,0.00,0.00,6.07,12.07,0.00,0.00,6.07,0.00,3.92,12.07,3.69,8.93,0.00,8.93,0.00,
0.00,4.73,9.09,0.00,0.00,9.09,5.27,5.27,0.00,0.00,0.00,0.00,0.00,6.18,0.00,4.55,5.10,6.18,4.73,0.00,
9.29,0.00,0.00,16.40,5.83,0.00,11.60,12.80,0.00,13.58,16.35,9.36,12.50,16.88,17.58,0.00,12.19,0.00,0.00,6.62,
2.35,0.00,0.00,0.00,0.00,0.00,0.00,7.75,0.00,5.25,17.24,3.89,18.23,0.00,0.00,15.14,6.38,0.00,0.00,0.00,
8.59,13.65,7.65,12.23,0.00,0.00,16.09,9.43,11.91,11.30,6.00,10.61,0.00,10.61,0.00,0.00,0.00,0.00,0.00,11.52,
14.09,0.00,11.91,11.43,0.00,8.10,16.48,25.76,31.03,11.66,8.70,17.59,0.00,11.59,0.00,20.42,9.43,19.39,18.48,27.39,
7.59,10.30,23.14,21.03,0.00,30.36,17.03,20.14,20.14,21.66,10.38,14.11,0.00,0.00,15.91,12.23,27.14,0.00,12.91,0.00,
7.36,17.57,0.00,17.35,0.00,42.26,37.19,12.25,43.46,0.00,19.02,0.00,0.00,51.42,18.12,31.45,37.53,33.39,0.00,17.79,
6.07,0.00,0.00,0.00,0.00,5.54,2.00,0.00,2.36,0.00,0.00,0.00,6.93,0.00,0.00,12.07,0.00,0.00,0.00,7.79,
14.75,10.17,16.57,38.54,34.18,32.67,22.11,9.72,29.93,22.02,21.29,10.33,14.89,18.62,0.00,7.64,15.57,0.00,0.00,17.20,
8.42,0.00,0.00,0.00,0.00,11.08,6.08,5.54,0.00,9.38,3.75,5.69,0.00,8.00,0.00,6.08,0.00,0.00,0.00,0.00,
27.60,20.63,18.14,33.54,13.61,26.66,23.37,23.66,54.64,37.01,14.54,10.66,32.37,22.60,21.54,16.16,26.50,48.84,35.36,22.28,
0.00,5.08,0.00,0.00,0.00,6.92,0.00,4.08,0.00,0.00,0.00,5.69,0.00,3.42,9.38,0.00,0.00,0.00,8.42,6.92,
8.42,5.08,0.00,7.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.42,5.08,4.18,5.27,10.08,0.00,5.42,7.08,
8.95,12.72,0.00,10.21,0.00,0.00,0.00,9.47,0.00,11.16,9.94,0.00,0.00,10.21,6.00,5.31,0.00,0.00,14.28,17.05,
8.93,8.93,0.00,0.00,0.00,0.00,6.92,0.00,0.00,0.00,5.08,6.93,6.36,0.00,6.07,6.36,0.00,0.00,7.79,8.42,
7.33,6.53,0.00,0.00,0.00,0.00,0.00,9.56,0.00,7.31,14.06,0.00,0.00,5.60,3.23,5.36,0.00,0.00,0.00,0.00,
0.00,11.33,5.79,3.85,0.00,0.00,6.67,0.00,6.53,0.00,7.79,0.00,0.00,8.67,11.33,13.07,9.87,0.00,0.00,9.87,
4.56,6.06,0.00,14.65,0.00,0.00,0.00,0.00,0.00,0.00,4.06,7.68,0.00,0.00,16.25,6.72,0.00,0.00,0.00,0.00,
5.83,0.00,0.00,16.40,5.83,0.00,11.60,12.80,0.00,13.58,10.64,9.36,0.00,16.88,17.58,12.19,0.00,0.00,0.00,12.72,
18.52,10.48,18.52,5.79,0.00,15.88,12.59,0.00,0.00,0.00,14.65,8.40,0.00,20.50,0.00,7.46,9.58,0.00,0.00,11.81,
7.83,8.96,0.00,7.57,0.00,0.00,4.94,8.29,22.04,13.54,10.70,15.71,0.00,0.00,0.00,0.00,0.00,17.04,0.00,0.00,
0.00,13.70,0.00,13.19,12.50,0.00,0.00,3.45,0.00,14.37,5.30,9.36,17.26,12.81,21.48,8.08,0.00,0.00,0.00,0.00,
24.96,19.46,26.97,23.29,0.00,12.44,20.99,53.48,0.00,25.81,10.91,21.17,63.34,35.88,17.37,17.23,26.30,69.48,60.81,0.00,
11.75,7.79,11.90,8.53,0.00,9.52,0.00,10.45,0.00,0.00,19.05,0.00,0.00,12.95,10.74,7.47,9.90,0.00,0.00,0.00,
13.22,21.17,13.58,14.94,0.00,47.25,8.80,17.18,27.36,21.34,10.73,19.79,0.00,25.66,19.02,39.63,18.31,0.00,26.45,22.82,
2.70,8.42,4.91,0.00,0.00,0.00,10.08,0.00,0.00,0.00,5.42,0.00,0.00,0.00,3.45,6.18,0.00,0.00,0.00,0.00,
14.35,0.00,0.00,22.19,5.83,0.00,8.79,12.80,0.00,12.72,5.79,9.36,0.00,24.04,17.58,10.16,10.56,0.00,16.40,0.00,
10.43,10.21,28.26,15.85,35.32,22.62,25.41,19.23,0.00,22.63,16.87,16.02,30.49,12.62,15.53,16.87,24.82,27.76,16.88,0.00,
9.50,10.52,4.65,16.59,0.00,6.48,10.87,0.00,10.61,16.50,5.25,0.00,0.00,0.00,17.57,0.00,21.04,0.00,0.00,11.91,
21.01,15.59,58.20,20.90,34.78,27.13,14.38,24.00,27.50,0.00,29.80,22.76,0.00,24.23,18.69,17.20,13.92,47.21,40.85,24.84,
0.00,8.15,0.00,11.05,0.00,7.45,0.00,9.25,0.00,0.00,12.95,9.79,0.00,14.19,4.72,9.72,0.00,0.00,0.00,19.05,
13.89,11.63,13.04,6.29,0.00,0.00,8.40,26.04,0.00,8.81,18.52,19.46,0.00,12.22,16.81,14.74,10.15,0.00,16.04,0.00,
5.27,6.18,0.00,0.00,0.00,9.09,0.00,7.45,4.55,6.18,0.00,0.00,0.00,0.00,2.57,0.00,0.00,0.00,0.00,0.00,
8.56,0.00,6.00,12.31,0.00,0.00,6.93,0.00,0.00,0.00,5.50,0.00,0.00,7.06,10.81,7.07,14.06,8.56,0.00,0.00,
0.00,0.00,15.44,11.04,0.00,14.35,4.00,12.80,0.00,15.44,0.00,18.00,0.00,0.00,19.52,4.67,12.24,0.00,0.00,10.12,
4.77,6.07,12.07,0.00,0.00,0.00,0.00,3.75,0.00,10.36,3.85,0.00,0.00,6.36,8.93,3.85,0.00,0.00,0.00,0.00,
25.88,24.78,30.66,16.21,0.00,13.80,10.95,14.66,40.08,54.40,35.44,23.25,23.31,18.22,45.15,23.64,50.98,21.15,8.73,44.92,
5.27,5.27,0.00,6.18,0.00,0.00,0.00,2.67,0.00,0.00,6.50,0.00,0.00,4.73,0.00,7.45,0.00,0.00,4.73,0.00,
9.09,2.90,0.00,0.00,0.00,4.55,0.00,4.73,0.00,6.18,9.09,0.00,0.00,5.27,7.45,5.27,0.00,0.00,7.45,0.00,
0.00,5.08,10.08,4.00,0.00,0.00,6.08,10.08,0.00,5.42,0.00,0.00,0.00,6.00,0.00,6.08,7.08,0.00,5.42,0.00,
25.93,11.97,15.67,14.00,14.75,32.89,43.02,14.75,17.48,20.57,17.44,36.57,0.00,26.89,23.18,20.25,16.57,0.00,0.00,41.11,
11.03,0.00,0.00,15.33,0.00,10.90,17.68,8.65,0.00,0.00,14.06,15.58,15.94,32.03,11.03,16.38,0.00,14.85,23.79,18.50,
15.14,0.00,5.16,11.14,0.00,18.23,16.59,6.11,11.52,12.57,11.86,10.57,0.00,0.00,0.00,0.00,15.62,0.00,20.05,0.00,
4.91,9.38,0.00,0.00,0.00,5.54,0.00,11.08,0.00,0.00,11.08,0.00,0.00,6.15,4.08,6.92,0.00,5.69,0.00,8.00,
16.05,19.62,12.62,16.55,0.00,6.00,6.23,31.02,21.82,16.05,10.11,15.64,0.00,0.00,36.12,15.14,26.82,0.00,0.00,35.13,
11.76,3.47,8.59,6.31,5.81,13.29,10.47,10.47,0.00,15.06,0.00,0.00,0.00,0.00,8.00,8.00,0.00,0.00,7.65,15.06,
17.04,11.54,0.00,11.21,11.91,0.00,0.00,3.72,0.00,11.04,18.54,11.04,8.50,12.04,22.04,13.30,0.00,0.00,0.00,18.54,
0.00,0.00,0.00,8.42,0.00,10.08,0.00,3.10,0.00,0.00,3.30,0.00,0.00,6.08,0.00,4.91,5.42,0.00,0.00,0.00,
9.87,5.36,5.79,3.85,0.00,0.00,6.67,0.00,0.00,9.87,7.79,0.00,0.00,8.67,11.33,13.07,0.00,0.00,0.00,0.00,
8.30,0.00,0.00,21.32,8.84,16.74,10.04,13.82,16.73,0.00,14.85,0.00,0.00,0.00,10.41,10.28,27.39,0.00,32.03,11.21,
0.00,0.00,14.65,6.05,5.50,12.95,8.45,19.05,0.00,17.24,9.90,0.00,0.00,0.00,6.55,9.62,9.90,0.00,9.45,15.62,
9.25,9.25,0.00,8.71,0.00,9.05,14.65,5.18,0.00,0.00,12.05,0.00,0.00,0.00,5.88,5.94,0.00,0.00,0.00,0.00,
8.42,7.45,0.00,0.00,0.00,5.42,0.00,3.30,0.00,0.00,5.42,0.00,7.08,5.08,7.08,6.08,0.00,0.00,0.00,0.00,
10.23,11.14,11.86,7.52,0.00,0.00,10.05,12.77,11.05,20.05,9.90,0.00,10.38,0.00,8.25,0.00,16.59,0.00,0.00,10.53,
16.06,0.00,14.28,8.06,0.00,0.00,10.28,0.00,0.00,0.00,0.00,8.72,0.00,0.00,5.19,6.19,8.28,0.00,12.72,3.64,
7.47,13.04,0.00,15.27,0.00,25.04,0.00,18.52,19.93,0.00,0.00,0.00,0.00,14.00,6.09,0.00,0.00,0.00,17.26,11.12,
4.92,6.07,6.15,0.00,0.00,0.00,0.00,4.31,0.00,10.36,6.93,0.00,0.00,5.69,8.93,0.00,0.00,0.00,0.00,10.36,
21.75,12.95,37.45,43.53,0.00,31.58,16.43,14.29,59.17,21.80,14.10,36.80,34.00,49.45,17.89,18.86,18.10,53.75,30.14,25.27,
0.00,4.77,0.00,12.07,0.00,0.00,8.93,6.07,0.00,0.00,0.00,0.00,0.00,4.77,2.73,0.00,6.36,0.00,12.07,10.36,
0.00,3.50,4.73,0.00,0.00,0.00,0.00,7.45,0.00,9.09,2.00,0.00,0.00,5.30,4.55,0.00,0.00,0.00,0.00,0.00,
4.55,0.00,0.00,6.18,0.00,0.00,0.00,5.56,0.00,0.00,4.10,0.00,7.45,4.73,0.00,2.70,0.00,0.00,0.00,0.00,
0.00,5.08,0.00,4.18,0.00,10.08,0.00,7.08,0.00,0.00,8.42,5.10,10.08,5.42,0.00,0.00,0.00,0.00,6.08,0.00,
6.36,6.07,0.00,0.00,0.00,6.92,0.00,4.15,12.07,0.00,3.85,0.00,0.00,10.36,8.93,0.00,6.07,0.00,0.00,7.85,
9.58,17.66,29.68,15.92,0.00,18.38,10.44,10.21,25.69,12.03,14.08,20.16,0.00,21.89,0.00,15.26,19.46,25.30,11.94,28.11,
9.39,16.43,51.51,28.62,0.00,24.08,33.31,22.21,40.24,0.00,11.96,38.81,40.00,0.00,14.31,13.45,23.56,33.90,25.19,75.96,
0.00,0.00,4.73,5.10,0.00,0.00,9.09,0.00,0.00,6.18,4.55,0.00,4.73,0.00,6.18,4.50,0.00,0.00,0.00,7.45,
19.14,42.90,21.80,32.77,17.92,25.32,12.86,13.38,43.22,40.93,13.18,14.80,0.00,0.00,33.62,18.83,18.84,33.77,50.25,39.13,
0.00,14.83,16.21,11.52,0.00,13.18,12.75,25.17,0.00,17.93,12.07,5.26,21.37,11.52,14.03,18.83,14.43,17.77,28.03,14.17,
18.30,8.73,12.51,23.11,0.00,0.00,8.28,15.51,21.69,0.00,7.13,25.96,32.89,26.89,24.15,15.49,0.00,0.00,17.75,34.36,
0.00,6.18,0.00,4.73,0.00,4.55,0.00,6.18,0.00,0.00,7.45,9.09,9.09,4.73,5.10,0.00,0.00,0.00,5.27,0.00,
9.09,7.45,3.33,4.55,0.00,0.00,5.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.18,4.73,0.00,0.00,3.50,
4.44,11.17,8.28,15.26,0.00,0.00,0.00,10.28,0.00,6.72,12.32,0.00,0.00,10.21,0.00,7.72,11.16,0.00,15.26,0.00,
14.28,0.00,10.28,16.06,0.00,0.00,7.53,7.88,14.28,0.00,10.28,8.72,0.00,16.06,5.53,7.81,9.39,0.00,12.72,0.00,
21.58,29.15,8.55,15.59,0.00,12.77,16.48,12.53,15.52,17.70,17.66,17.03,21.91,24.24,23.03,8.10,18.48,22.85,17.70,29.15,
9.47,15.26,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.65,9.47,8.95,17.05,4.35,8.06,12.61,0.00,0.00,11.16,
6.92,8.00,6.92,0.00,0.00,5.69,0.00,8.42,0.00,0.00,5.54,8.00,0.00,8.42,0.00,5.69,6.15,0.00,0.00,6.15,
7.06,4.64,4.67,14.06,0.00,0.00,7.73,9.73,0.00,0.00,9.87,0.00,0.00,10.81,12.31,0.00,0.00,0.00,8.56,0.00,
0.00,5.79,0.00,6.07,0.00,8.93,7.07,0.00,0.00,7.07,9.87,0.00,0.00,13.07,11.33,0.00,4.93,0.00,0.00,4.36,
26.01,12.19,22.70,28.23,14.29,22.17,13.07,55.10,49.69,29.65,13.81,34.71,34.29,26.36,43.59,35.84,32.59,35.70,31.13,17.21,
6.30,18.36,0.00,7.47,0.00,15.84,7.50,0.00,0.00,0.00,31.14,27.71,33.03,0.00,11.09,24.74,0.00,0.00,0.00,8.19,
10.22,35.03,0.00,19.46,0.00,17.66,6.85,12.31,0.00,0.00,10.80,0.00,0.00,0.00,9.16,8.15,22.92,21.89,0.00,14.46,
21.04,12.81,42.28,21.07,21.34,20.11,40.17,21.12,41.90,19.92,13.21,26.47,65.79,27.59,16.54,45.74,21.12,45.92,38.12,14.24,
5.27,6.18,0.00,0.00,0.00,0.00,0.00,9.09,0.00,5.27,4.73,0.00,0.00,7.45,3.50,6.50,0.00,0.00,0.00,4.73,
6.00,0.00,0.00,6.67,0.00,9.87,7.31,0.00,0.00,9.56,7.06,12.31,0.00,0.00,8.56,5.60,7.81,0.00,6.67,0.00,
0.00,5.08,0.00,0.00,0.00,5.27,0.00,7.08,0.00,7.08,8.42,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,
6.08,0.00,0.00,24.78,11.48,15.16,9.97,13.86,0.00,0.00,13.61,16.91,0.00,23.28,14.23,12.45,0.00,21.91,20.66,14.39,
18.69,6.48,0.00,0.00,0.00,11.54,0.00,9.47,24.36,0.00,21.14,11.32,30.36,17.03,8.72,15.03,21.66,18.14,0.00,32.14,
0.00,14.64,17.50,22.67,0.00,0.00,14.91,14.59,28.56,18.51,37.03,12.32,14.32,14.24,8.92,15.69,0.00,24.72,17.29,15.03,
21.57,10.43,38.38,24.15,0.00,28.92,17.30,15.18,63.07,22.44,11.94,37.69,31.60,49.74,26.20,12.27,14.23,54.74,29.91,25.97,
8.12,8.05,0.00,7.05,0.00,0.00,6.70,16.64,0.00,0.00,11.60,0.00,0.00,0.00,7.74,0.00,15.44,0.00,21.20,14.54,
12.31,12.31,0.00,0.00,0.00,0.00,7.81,3.07,0.00,0.00,14.06,0.00,7.31,8.56,10.81,5.75,0.00,7.81,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.44,0.00,0.00,0.00,0.00,3.30,4.73,5.27,4.10,7.45,0.00,7.45,0.00,
15.15,20.14,0.00,20.97,0.00,11.71,24.36,13.62,12.50,25.69,9.22,7.33,34.03,27.14,0.00,11.27,23.14,0.00,17.14,16.40,
0.00,0.00,12.04,7.14,5.43,22.04,6.14,22.04,17.04,20.21,11.39,10.70,0.00,0.00,0.00,0.00,8.96,0.00,7.57,18.54,
14.55,11.01,26.46,20.53,24.24,25.65,40.30,17.87,0.00,27.84,14.50,29.85,0.00,31.28,17.27,42.12,25.66,45.93,28.45,15.51,
0.00,0.00,19.05,0.00,5.50,12.95,6.63,19.05,0.00,8.25,10.38,6.85,11.90,0.00,9.62,0.00,9.62,0.00,9.45,15.62,
13.29,7.65,0.00,4.40,0.00,9.31,0.00,11.76,0.00,0.00,3.87,0.00,0.00,15.06,10.47,11.76,7.53,0.00,7.31,0.00,
6.63,9.25,9.65,0.00,5.76,14.65,7.05,18.05,12.05,0.00,0.00,9.65,13.25,12.11,0.00,9.25,0.00,0.00,0.00,15.26,
16.11,12.84,0.00,20.84,0.00,57.02,14.07,12.75,29.12,18.78,11.48,31.02,17.09,0.00,14.36,26.46,17.37,46.84,32.78,14.63,
0.00,7.45,7.45,4.73,0.00,0.00,0.00,5.30,0.00,0.00,9.09,0.00,6.18,5.27,0.00,4.50,0.00,0.00,0.00,4.55,
0.00,9.38,5.54,5.69,0.00,0.00,6.15,9.38,6.15,4.08,0.00,4.75,0.00,7.08,0.00,11.08,0.00,0.00,0.00,0.00,
11.94,27.71,12.36,32.14,8.55,0.00,9.27,15.26,32.14,23.14,0.00,12.74,0.00,0.00,15.14,13.21,11.32,17.14,16.74,0.00,
0.00,4.18,0.00,0.00,0.00,3.27,0.00,2.10,0.00,0.00,9.09,0.00,5.08,0.00,0.00,0.00,0.00,0.00,6.08,10.08,
0.00,10.59,20.05,6.35,5.37,0.00,13.86,20.05,0.00,8.67,11.86,0.00,12.77,0.00,10.23,13.86,10.05,0.00,7.52,8.29,
0.00,13.29,0.00,15.06,0.00,0.00,13.29,9.41,0.00,7.06,7.65,5.81,0.00,7.81,7.06,7.31,11.76,0.00,0.00,10.47,
0.00,7.65,0.00,6.13,0.00,15.06,6.53,0.00,0.00,11.76,5.06,0.00,0.00,0.00,5.07,10.81,0.00,0.00,0.00,9.41,
15.39,13.56,26.87,45.40,0.00,22.71,16.74,16.25,27.57,16.13,11.76,20.21,46.46,20.79,17.17,10.78,0.00,0.00,43.13,12.14,
15.50,13.61,9.66,15.16,23.28,19.53,0.00,16.32,18.53,18.53,8.23,24.78,28.16,10.13,21.91,11.50,9.31,0.00,0.00,26.41,
