,CKSAAGP_alphaticr.alphaticr.gap0,CKSAAGP_alphaticr.aromatic.gap0,CKSAAGP_alphaticr.postivecharger.gap0,CKSAAGP_alphaticr.negativecharger.gap0,CKSAAGP_alphaticr.uncharger.gap0,CKSAAGP_aromatic.alphaticr.gap0,CKSAAGP_aromatic.aromatic.gap0,CKSAAGP_aromatic.postivecharger.gap0,CKSAAGP_aromatic.negativecharger.gap0,CKSAAGP_aromatic.uncharger.gap0,CKSAAGP_postivecharger.alphaticr.gap0,CKSAAGP_postivecharger.aromatic.gap0,CKSAAGP_postivecharger.postivecharger.gap0,CKSAAGP_postivecharger.negativecharger.gap0,CKSAAGP_postivecharger.uncharger.gap0,CKSAAGP_negativecharger.alphaticr.gap0,CKSAAGP_negativecharger.aromatic.gap0,CKSAAGP_negativecharger.postivecharger.gap0,CKSAAGP_negativecharger.negativecharger.gap0,CKSAAGP_negativecharger.uncharger.gap0,CKSAAGP_uncharger.alphaticr.gap0,CKSAAGP_uncharger.aromatic.gap0,CKSAAGP_uncharger.postivecharger.gap0,CKSAAGP_uncharger.negativecharger.gap0,CKSAAGP_uncharger.uncharger.gap0,CKSAAGP_alphaticr.alphaticr.gap1,CKSAAGP_alphaticr.aromatic.gap1,CKSAAGP_alphaticr.postivecharger.gap1,CKSAAGP_alphaticr.negativecharger.gap1,CKSAAGP_alphaticr.uncharger.gap1,CKSAAGP_aromatic.alphaticr.gap1,CKSAAGP_aromatic.aromatic.gap1,CKSAAGP_aromatic.postivecharger.gap1,CKSAAGP_aromatic.negativecharger.gap1,CKSAAGP_aromatic.uncharger.gap1,CKSAAGP_postivecharger.alphaticr.gap1,CKSAAGP_postivecharger.aromatic.gap1,CKSAAGP_postivecharger.postivecharger.gap1,CKSAAGP_postivecharger.negativecharger.gap1,CKSAAGP_postivecharger.uncharger.gap1,CKSAAGP_negativecharger.alphaticr.gap1,CKSAAGP_negativecharger.aromatic.gap1,CKSAAGP_negativecharger.postivecharger.gap1,CKSAAGP_negativecharger.negativecharger.gap1,CKSAAGP_negativecharger.uncharger.gap1,CKSAAGP_uncharger.alphaticr.gap1,CKSAAGP_uncharger.aromatic.gap1,CKSAAGP_uncharger.postivecharger.gap1,CKSAAGP_uncharger.negativecharger.gap1,CKSAAGP_uncharger.uncharger.gap1,CKSAAGP_alphaticr.alphaticr.gap2,CKSAAGP_alphaticr.aromatic.gap2,CKSAAGP_alphaticr.postivecharger.gap2,CKSAAGP_alphaticr.negativecharger.gap2,CKSAAGP_alphaticr.uncharger.gap2,CKSAAGP_aromatic.alphaticr.gap2,CKSAAGP_aromatic.aromatic.gap2,CKSAAGP_aromatic.postivecharger.gap2,CKSAAGP_aromatic.negativecharger.gap2,CKSAAGP_aromatic.uncharger.gap2,CKSAAGP_postivecharger.alphaticr.gap2,CKSAAGP_postivecharger.aromatic.gap2,CKSAAGP_postivecharger.postivecharger.gap2,CKSAAGP_postivecharger.negativecharger.gap2,CKSAAGP_postivecharger.uncharger.gap2,CKSAAGP_negativecharger.alphaticr.gap2,CKSAAGP_negativecharger.aromatic.gap2,CKSAAGP_negativecharger.postivecharger.gap2,CKSAAGP_negativecharger.negativecharger.gap2,CKSAAGP_negativecharger.uncharger.gap2,CKSAAGP_uncharger.alphaticr.gap2,CKSAAGP_uncharger.aromatic.gap2,CKSAAGP_uncharger.postivecharger.gap2,CKSAAGP_uncharger.negativecharger.gap2,CKSAAGP_uncharger.uncharger.gap2,CKSAAGP_alphaticr.alphaticr.gap3,CKSAAGP_alphaticr.aromatic.gap3,CKSAAGP_alphaticr.postivecharger.gap3,CKSAAGP_alphaticr.negativecharger.gap3,CKSAAGP_alphaticr.uncharger.gap3,CKSAAGP_aromatic.alphaticr.gap3,CKSAAGP_aromatic.aromatic.gap3,CKSAAGP_aromatic.postivecharger.gap3,CKSAAGP_aromatic.negativecharger.gap3,CKSAAGP_aromatic.uncharger.gap3,CKSAAGP_postivecharger.alphaticr.gap3,CKSAAGP_postivecharger.aromatic.gap3,CKSAAGP_postivecharger.postivecharger.gap3,CKSAAGP_postivecharger.negativecharger.gap3,CKSAAGP_postivecharger.uncharger.gap3,CKSAAGP_negativecharger.alphaticr.gap3,CKSAAGP_negativecharger.aromatic.gap3,CKSAAGP_negativecharger.postivecharger.gap3,CKSAAGP_negativecharger.negativecharger.gap3,CKSAAGP_negativecharger.uncharger.gap3,CKSAAGP_uncharger.alphaticr.gap3,CKSAAGP_uncharger.aromatic.gap3,CKSAAGP_uncharger.postivecharger.gap3,CKSAAGP_uncharger.negativecharger.gap3,CKSAAGP_uncharger.uncharger.gap3,CKSAAGP_alphaticr.alphaticr.gap4,CKSAAGP_alphaticr.aromatic.gap4,CKSAAGP_alphaticr.postivecharger.gap4,CKSAAGP_alphaticr.negativecharger.gap4,CKSAAGP_alphaticr.uncharger.gap4,CKSAAGP_aromatic.alphaticr.gap4,CKSAAGP_aromatic.aromatic.gap4,CKSAAGP_aromatic.postivecharger.gap4,CKSAAGP_aromatic.negativecharger.gap4,CKSAAGP_aromatic.uncharger.gap4,CKSAAGP_postivecharger.alphaticr.gap4,CKSAAGP_postivecharger.aromatic.gap4,CKSAAGP_postivecharger.postivecharger.gap4,CKSAAGP_postivecharger.negativecharger.gap4,CKSAAGP_postivecharger.uncharger.gap4,CKSAAGP_negativecharger.alphaticr.gap4,CKSAAGP_negativecharger.aromatic.gap4,CKSAAGP_negativecharger.postivecharger.gap4,CKSAAGP_negativecharger.negativecharger.gap4,CKSAAGP_negativecharger.uncharger.gap4,CKSAAGP_uncharger.alphaticr.gap4,CKSAAGP_uncharger.aromatic.gap4,CKSAAGP_uncharger.postivecharger.gap4,CKSAAGP_uncharger.negativecharger.gap4,CKSAAGP_uncharger.uncharger.gap4,CKSAAGP_alphaticr.alphaticr.gap5,CKSAAGP_alphaticr.aromatic.gap5,CKSAAGP_alphaticr.postivecharger.gap5,CKSAAGP_alphaticr.negativecharger.gap5,CKSAAGP_alphaticr.uncharger.gap5,CKSAAGP_aromatic.alphaticr.gap5,CKSAAGP_aromatic.aromatic.gap5,CKSAAGP_aromatic.postivecharger.gap5,CKSAAGP_aromatic.negativecharger.gap5,CKSAAGP_aromatic.uncharger.gap5,CKSAAGP_postivecharger.alphaticr.gap5,CKSAAGP_postivecharger.aromatic.gap5,CKSAAGP_postivecharger.postivecharger.gap5,CKSAAGP_postivecharger.negativecharger.gap5,CKSAAGP_postivecharger.uncharger.gap5,CKSAAGP_negativecharger.alphaticr.gap5,CKSAAGP_negativecharger.aromatic.gap5,CKSAAGP_negativecharger.postivecharger.gap5,CKSAAGP_negativecharger.negativecharger.gap5,CKSAAGP_negativecharger.uncharger.gap5,CKSAAGP_uncharger.alphaticr.gap5,CKSAAGP_uncharger.aromatic.gap5,CKSAAGP_uncharger.postivecharger.gap5,CKSAAGP_uncharger.negativecharger.gap5,CKSAAGP_uncharger.uncharger.gap5,y
peptide_pm_261,-0.00031,-0.68562,1.54799,0.0957,-0.39664,-0.13831,-0.31118,0.12918,-0.32148,-0.51381,2.1541,0.13994,-0.19462,-0.42706,-0.00014,-0.628,-0.30483,0.82083,-0.27412,-0.50842,-0.31916,-0.58647,0.06094,-0.50514,-0.63352,0.44586,-0.73181,1.15296,0.02002,-0.77736,0.00697,-0.27957,0.04649,-0.29322,-0.60162,0.97763,-0.48976,0.08812,-0.37427,0.82154,-0.65439,1.25586,-0.36969,-0.26509,-0.47704,-0.29339,-0.53484,0.01368,-0.51101,-0.58048,0.41433,-0.03763,0.51173,-0.64523,-0.14487,-0.08324,-0.33651,0.21754,-0.29523,-0.55197,0.48516,-0.48313,1.02861,0.88713,-0.05085,0.16877,-0.28084,-0.42205,-0.27205,-0.46037,-0.13284,-0.48969,-0.10321,-0.43638,-0.66605,0.36764,-0.00052,0.66621,-0.57719,-0.54489,0.4331,-0.33873,-0.44999,-0.24543,-0.48201,1.38385,-0.41254,0.41056,-0.39573,0.52356,-0.54595,-0.31128,0.81397,-0.2865,-0.45368,-0.50259,-0.38967,-0.04724,0.4294,-0.63774,-0.18686,-0.60726,1.41538,0.15949,-0.67247,-0.01189,-0.33931,-0.555,-0.27934,0.59277,1.66116,0.22846,0.15784,-0.3637,-0.54897,0.12465,-0.28281,-0.3398,-0.23983,-0.37297,-0.61324,-0.45984,0.12579,-0.45474,-0.1266,0.57868,-0.56849,0.69307,-0.59145,-0.54022,-0.6148,-0.24834,0.67974,-0.24915,-0.52469,0.83236,-0.43135,0.65866,1.22111,0.11928,0.1719,-0.24109,-0.31874,-0.26764,-0.42689,-0.5514,0.30074,-0.59803,-0.39973,-0.58661,1
peptide_pm_262,-0.77373,-0.68562,-1.09631,-0.64811,-0.11078,-0.76325,2.64875,1.16086,-0.32148,1.39288,-1.10916,-0.5271,2.98014,-0.42706,1.14904,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,3.21836,1.30764,-0.50514,-0.63352,-1.21695,-0.73181,-0.03028,-0.6297,-0.0297,-0.70926,1.8273,1.10231,-0.29322,1.86648,-0.97483,1.27585,1.1205,-0.37427,1.36808,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,-1.22922,2.08001,3.05584,-0.51101,-0.58048,-1.31413,-0.71529,1.96383,-0.64523,-1.0603,-0.80005,1.7111,1.5621,-0.29523,-0.55197,-1.01702,3.94151,-0.59839,-0.38151,1.29672,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-1.10976,-0.48969,2.83646,-0.43638,0.5201,-1.29122,-0.71485,2.47389,-0.57719,-1.00624,-0.87534,-0.33873,4.86905,-0.24543,-0.48201,-0.89788,4.57674,-0.61673,-0.39573,1.20332,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,1.88186,-0.75388,-0.44638,0.66493,-1.18421,-0.60726,0.35654,-0.52997,0.39886,-0.62155,-0.33931,1.59257,-0.27934,-0.44415,-0.9654,3.99841,-0.52747,-0.3637,1.38904,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-1.07299,2.63041,1.90273,-0.45474,-0.53597,-1.1654,1.85697,-0.95686,-0.59145,0.58785,-0.6148,-0.24834,-0.49316,-0.24915,-0.52469,-0.88474,2.30235,1.64939,-0.31177,2.15231,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,-1.0152,2.35483,2.33912,-0.39973,-0.58661,1
peptide_pm_263,0.85751,0.44413,1.06088,-0.64811,0.22237,0.25638,-0.31118,-0.52241,-0.32148,-0.51381,1.93328,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.4941,-0.58647,0.55824,-0.50514,-0.63352,1.55439,-0.73181,0.79141,-0.6297,0.23263,-0.70926,-0.27957,0.454,-0.29322,-0.60162,0.65222,-0.48976,-0.50958,-0.37427,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,-0.44936,1.06313,-0.66926,-0.51101,-0.58048,1.26585,0.44071,1.60996,-0.64523,-0.27949,0.42274,-0.33651,-0.49013,-0.29523,-0.55197,-0.16284,-0.48313,0.09548,-0.38151,0.4498,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-0.2765,-0.48969,-0.71564,-0.43638,-0.66605,1.61179,0.53523,-0.03504,-0.57719,-0.19888,0.26954,-0.33873,-0.44999,-0.24543,-0.48201,0.10038,-0.41254,0.58177,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,-0.38967,0.48273,-0.44638,-0.63774,1.05984,0.59635,1.17336,-0.52997,-0.3116,-0.62155,-0.33931,0.59037,-0.27934,-0.44415,1.0608,-0.42718,-0.52747,-0.3637,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-0.24545,-0.45984,-0.6224,-0.45474,-0.53597,1.14818,-0.56849,2.1073,-0.59145,-0.18399,0.75517,-0.24834,-0.49316,-0.24915,-0.52469,0.39082,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,-0.15386,-0.45603,-0.59803,-0.39973,-0.58661,1
peptide_pm_264,1.94379,-0.68562,2.922,-0.64811,-1.37673,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,2.29121,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1.90081,-0.73181,2.37318,-0.6297,-1.21021,-0.70926,-0.27957,-0.56477,-0.29322,-0.60162,1.46575,-0.48976,-0.50958,-0.37427,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,-1.22922,-0.53484,-0.66926,-0.51101,-0.58048,2.02756,-0.71529,1.96383,-0.64523,-1.0603,-0.80005,-0.33651,-0.49013,-0.29523,-0.55197,0.91913,-0.48313,0.97437,-0.38151,-0.7601,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-1.10976,-0.48969,-0.71564,-0.43638,-0.66605,2.44121,-0.71485,1.22722,-0.57719,-1.00624,-0.87534,-0.33873,-0.44999,-0.24543,-0.48201,0.24298,-0.41254,0.75299,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,-0.38967,-0.75388,-0.44638,-0.63774,1.92293,-0.60726,2.34623,-0.52997,-1.12355,-0.62155,-0.33931,-0.555,-0.27934,-0.44415,1.37253,-0.42718,-0.52747,-0.3637,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-1.07299,-0.45984,-0.6224,-0.45474,-0.53597,1.53377,-0.56849,2.61799,-0.59145,-0.95583,-0.6148,-0.24834,-0.49316,-0.24915,-0.52469,1.34748,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,-1.0152,-0.45603,-0.59803,-0.39973,-0.58661,1
peptide_pm_265,-0.4016,-0.19778,1.07723,-0.12407,0.00431,0.11734,-0.31118,0.39574,-0.32148,-0.51381,1.18996,-0.5271,-0.00221,1.19235,-0.21458,0.89395,0.61355,-0.41086,0.39273,-0.50842,-0.93428,-0.06763,-0.1717,0.12459,-0.63352,-0.22258,-0.24578,0.24489,1.18347,-0.60623,-0.20956,-0.27957,0.28816,-0.29322,0.02976,0.38735,0.41358,1.15841,-0.37427,-0.68146,1.29483,-0.31424,-0.36969,-0.26509,0.24414,-0.57631,-0.53484,-0.66926,0.15378,-0.30548,-0.26985,0.22052,0.03017,1.34929,-0.42821,0.18983,-0.33651,0.48712,-0.29523,-0.55197,1.05742,0.04361,0.24416,0.49446,-0.27038,-0.06295,-0.28084,1.25211,-0.27205,0.84163,-0.43522,-0.48969,-0.29277,-0.43638,-0.66605,-0.01673,0.26083,0.13258,0.45119,-0.69117,0.46501,-0.33873,-0.44999,-0.24543,0.15133,0.27081,0.13506,0.78639,0.46919,-0.28221,0.49376,-0.31128,-0.32663,0.92793,0.20389,-0.97915,-0.38967,0.21128,-0.44638,-0.35179,-0.17439,-0.60726,0.90109,0.4008,-0.51459,0.20149,0.89246,-0.555,-0.27934,-0.44415,0.55425,-0.42718,0.86028,1.46821,-0.16137,-0.10972,0.87133,-0.3398,0.52267,0.12225,-0.45233,-0.45984,-0.11738,-0.45474,-0.53597,-0.00268,-0.56849,-0.13189,1.30957,-0.12462,-0.12301,-0.24834,0.28877,0.75796,-0.52469,0.25999,0.05931,1.81452,-0.31177,-0.62973,0.90536,-0.24109,-0.31874,-0.26764,-0.42689,-0.706,0.04848,-0.59803,-0.39973,-0.28873,1
peptide_pm_266,-0.18895,-0.68562,1.74999,-0.64811,-0.74376,-0.76325,-0.31118,0.31922,-0.32148,-0.51381,2.50373,0.33449,2.37263,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,0.2906,-0.50514,-0.63352,-0.90711,-0.73181,2.75634,-0.6297,-1.21021,-0.70926,-0.27957,0.23253,-0.29322,-0.60162,2.8452,-0.48976,1.04963,-0.37427,0.29875,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,-1.22922,-0.53484,0.22153,-0.51101,-0.58048,-0.17492,-0.71529,1.00677,-0.64523,-0.45694,0.14483,-0.33651,-0.49013,-0.29523,-0.55197,1.62318,-0.48313,3.69096,-0.38151,-0.7601,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-0.46588,-0.48969,-0.71564,-0.43638,-0.66605,0.09117,-0.71485,0.47921,-0.57719,-0.39111,-0.00305,-0.33873,-0.44999,-0.24543,-0.48201,1.38385,-0.41254,3.03584,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.34374,-0.38967,-0.75388,-0.44638,-0.63774,-0.511,-0.60726,2.26246,-0.52997,-1.12355,-0.62155,-0.33931,0.30403,-0.27934,-0.44415,2.58046,-0.42718,1.32287,-0.3637,0.22623,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-1.07299,-0.45984,0.38765,-0.45474,-0.53597,-0.14256,-0.56849,1.30094,-0.59145,-0.95583,-0.6148,-0.24834,0.30935,-0.24915,-0.52469,1.46497,-0.43135,2.6662,-0.31177,0.39523,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,-1.0152,-0.45603,0.48408,-0.39973,-0.58661,1
peptide_pm_267,0.85751,1.57388,-1.09631,-0.64811,0.22237,0.25638,-0.31118,0.54071,-0.32148,0.69041,-0.34855,-0.5271,0.10244,-0.42706,0.45826,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.28062,-0.58647,0.55824,-0.50514,-0.63352,0.76258,0.42925,0.18884,-0.6297,0.23263,0.48446,-0.27957,0.454,-0.29322,0.90667,-0.97483,0.58923,-0.50958,-0.37427,0.57104,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,1.11035,-0.53484,-0.66926,-0.51101,-0.58048,0.89728,-0.71529,1.60996,-0.64523,-0.27949,1.64553,-0.33651,-0.49013,-0.29523,1.14539,-1.01702,-0.48313,-0.59839,-0.38151,0.4498,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-0.2765,3.19667,-0.71564,-0.43638,-0.66605,0.52316,0.53523,0.94671,-0.57719,0.60848,0.26954,0.96961,-0.44999,-0.24543,-0.48201,0.10038,-0.41254,-0.61673,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.14518,-0.38967,0.48273,-0.44638,0.09501,0.16222,1.79997,-0.27877,-0.52997,1.3123,0.47584,-0.33931,0.59037,-0.27934,-0.44415,-0.29,-0.42718,-0.52747,-0.3637,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,0.5821,-0.45984,0.72434,-0.45474,-0.53597,0.22274,0.64424,0.57522,-0.59145,0.58785,0.75517,-0.24834,0.59596,-0.24915,-0.52469,-0.88474,0.9355,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,0.70748,-0.45603,-0.59803,-0.39973,0.2432,1
peptide_pm_268,-0.18895,-0.68562,1.18073,-0.64811,-1.37673,2.46557,2.64875,-0.52241,-0.32148,1.39288,0.09514,2.91925,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,1.30764,-0.50514,-0.63352,-0.5691,1.16811,-0.03028,-0.6297,-1.21021,1.2441,-0.27957,2.76939,-0.29322,1.86648,0.80014,1.27585,-0.50958,-0.37427,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,-1.22922,2.08001,-0.66926,-0.51101,-0.58048,-0.061,1.2499,-1.04409,-0.64523,-1.0603,-0.80005,3.75871,3.61433,-0.29523,-0.55197,0.43509,-0.48313,-0.59839,-0.38151,1.29672,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,0.30678,-0.48969,-0.71564,-0.43638,-0.66605,-0.64611,-0.71485,-1.01679,-0.57719,0.42907,3.19537,4.31316,-0.44999,-0.24543,-0.48201,-0.89788,-0.41254,1.51394,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,0.50347,-0.38967,-0.75388,-0.44638,-0.63774,-1.18421,-0.60726,0.35654,-0.52997,-1.12355,5.55125,-0.33931,-0.555,-0.27934,3.05546,0.30098,1.78562,-0.52747,-0.3637,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-1.07299,-0.45984,1.90273,-0.45474,-0.53597,-1.1654,1.85697,-0.95686,-0.59145,-0.95583,2.12515,-0.24834,3.86332,-0.24915,-0.52469,1.66637,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,0.70748,-0.45603,-0.59803,-0.39973,-0.58661,1
peptide_pm_269,0.39584,3.33911,-1.09631,-0.64811,-1.37673,2.86917,-0.31118,-0.52241,-0.32148,-0.51381,-0.20593,-0.5271,3.89141,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,0.20831,3.44801,-1.01632,-0.6297,-1.21021,3.58814,-0.27957,-0.56477,-0.29322,-0.60162,0.32681,-0.48976,4.272,-0.37427,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,-1.22922,-0.53484,-0.66926,-0.51101,-0.58048,1.37115,-0.71529,-1.04409,-0.64523,-1.0603,-0.80005,2.58865,-0.49013,-0.29523,-0.55197,1.05742,1.0971,1.92926,-0.38151,-0.7601,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-1.10976,-0.48969,-0.71564,-0.43638,-0.66605,0.04863,2.36228,-1.01679,-0.57719,-1.00624,1.94284,-0.33873,-0.44999,-0.24543,-0.48201,2.78799,1.31451,0.85835,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,-0.38967,-0.75388,-0.44638,-0.63774,-0.06219,2.40178,-1.00483,-0.52997,-1.12355,2.12192,-0.33931,-0.555,-0.27934,-0.44415,2.41161,1.04802,1.01448,-0.3637,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-1.07299,-0.45984,-0.6224,-0.45474,-0.53597,1.19024,-0.56849,-0.95686,-0.59145,-0.95583,-0.6148,2.04174,-0.49316,-0.24915,-0.52469,2.36213,3.0479,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,-1.0152,-0.45603,-0.59803,-0.39973,-0.58661,1
peptide_pm_270,0.98062,-0.68562,1.63614,-0.64811,-0.36397,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.81772,-0.5271,-0.66495,-0.42706,0.77404,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.6938,-0.58647,-0.72645,-0.50514,0.23972,0.31012,-0.73181,1.30791,-0.6297,1.57242,-0.70926,-0.27957,-0.56477,-0.29322,-0.60162,1.11709,-0.48976,-0.50958,-0.37427,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,0.77613,-0.53484,-0.66926,-0.51101,-0.58048,1.57771,-0.71529,0.11281,-0.64523,0.98182,-0.80005,-0.33651,-0.49013,-0.29523,-0.55197,0.09999,-0.48313,0.30898,-0.38151,0.82207,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-1.10976,-0.48969,0.65055,-0.43638,-0.66605,1.61179,-0.71485,0.29221,-0.57719,0.07024,-0.87534,-0.33873,-0.44999,-0.24543,-0.48201,-0.89788,-0.41254,0.18227,-0.39573,2.15499,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,0.13282,-0.38967,-0.75388,-0.44638,-0.63774,0.03981,-0.60726,0.97534,-0.52997,2.19807,-0.62155,-0.33931,-0.555,-0.27934,-0.44415,1.79761,-0.42718,-0.52747,-0.3637,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,0.05548,-0.45984,-0.6224,-0.45474,-0.53597,0.778,-0.56849,1.18805,-0.59145,1.20533,-0.6148,-0.24834,-0.49316,-0.24915,-0.52469,0.90104,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,-1.0152,-0.45603,-0.59803,-0.39973,0.57513,1
peptide_pm_271,0.11883,0.44413,-1.09631,-0.64811,1.82147,1.27601,-0.31118,0.54071,-0.32148,-0.51381,-1.10916,-0.5271,0.10244,-0.42706,0.45826,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.05533,0.61505,-0.72645,-0.50514,0.05588,0.36667,0.42925,-0.41374,-0.6297,0.95406,-0.70926,-0.27957,0.454,-0.29322,2.41495,-0.97483,-0.48976,-0.50958,-0.37427,0.57104,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,1.89021,1.06313,-0.66926,-0.51101,-0.58048,0.16014,0.44071,0.72528,-0.64523,0.50132,1.64553,-0.33651,-0.49013,-0.29523,1.14539,-1.01702,-0.48313,-0.59839,-0.38151,-0.7601,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,0.55676,1.35349,-0.71564,-0.43638,0.72943,0.16028,1.78532,-0.03504,-0.57719,0.60848,1.41443,-0.33873,-0.44999,-0.24543,-0.48201,-0.89788,-0.41254,-0.61673,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.14518,-0.38967,0.48273,-0.44638,1.56051,-0.28659,-0.60726,-0.27877,-0.52997,2.93621,0.47584,1.30305,-0.555,-0.27934,-0.44415,-0.9654,-0.42718,-0.52747,-0.3637,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,1.40964,1.18829,0.72434,-0.45474,-0.53597,-0.23997,0.64424,-0.19082,-0.59145,1.35969,-0.6148,-0.24834,0.59596,-0.24915,1.1031,-0.88474,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,1.56883,0.9494,-0.59803,-0.39973,0.2432,1
peptide_pm_272,1.09757,1.4609,-1.09631,-0.64811,-0.61716,0.2054,-0.31118,-0.52241,2.23061,0.6302,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,1.71561,-0.41086,-0.27412,-0.50842,0.93912,-0.58647,-0.72645,-0.50514,1.33129,0.65839,0.36814,-1.01632,0.39617,0.15669,1.55253,0.9402,-0.56477,-0.29322,-0.60162,-0.97483,-0.48976,-0.50958,-0.37427,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,1.15511,1.72603,0.97902,-0.66926,-0.51101,0.0419,0.07824,1.46826,-1.04409,-0.64523,0.41456,1.50966,-0.33651,-0.49013,-0.29523,1.05109,-1.01702,-0.48313,-0.59839,-0.38151,-0.7601,0.62628,-0.28084,-0.42205,-0.27205,-0.46037,2.03811,1.25109,-0.71564,0.98456,-0.66605,0.41643,0.4617,-1.01679,-0.57719,0.5135,1.27974,-0.33873,-0.44999,-0.24543,-0.48201,-0.89788,-0.41254,-0.61673,-0.39573,-0.70002,0.70782,-0.31128,-0.32663,-0.2865,-0.45368,0.59069,2.01548,-0.75388,0.99609,0.05191,1.7611,-0.60726,-1.00483,-0.52997,-1.12355,0.40725,-0.33931,-0.555,-0.27934,1.30565,-0.9654,-0.42718,-0.52747,-0.3637,-0.54897,0.62045,-0.28281,-0.3398,-0.23983,-0.37297,-0.29717,2.63041,-0.6224,0.96159,0.84565,1.42581,-0.56849,-0.95686,-0.59145,-0.95583,0.66384,-0.24834,-0.49316,-0.24915,0.99458,-0.88474,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,1.2919,1.39656,2.16744,-0.59803,-0.39973,0.18788,1
