,Z3__1,Z3__2,Z3__3,Z3__4,Z3__5,Z3__6,Z3__7,Z3__8,Z3__9,Z3__10,Z3__11,Z3__12,Z3__13,Z3__14,Z3__15,Z3__16,Z3__17,Z3__18,Z3__19,Z3__20,Z3__21,Z3__22,Z3__23,Z3__24,Z3__25,Z3__26,Z3__27,Z3__28,Z3__29,Z3__30,y
peptide_pm_98,-0.02703,-0.22574,-0.51091,-0.67654,-0.92618,0.54431,0.38161,-0.65847,-1.91863,0.86142,-0.55896,0.34329,-0.82417,0.67965,0.22025,-0.58975,-1.14084,-0.16051,-0.31534,-1.49133,-0.05302,0.80947,-1.67496,-0.42622,0.79072,0.11161,0.85389,0.82096,-0.01877,-0.22883,1
peptide_pm_99,-0.69017,0.48724,-0.08754,-0.45862,0.36107,0.44847,-0.60344,0.57324,0.92562,0.49115,0.41069,0.40558,0.51975,0.15447,0.04947,-0.40103,0.3729,-0.58971,0.52094,0.80764,0.62236,0.35888,0.13879,0.01613,0.10331,-0.68045,0.44066,0.21164,0.42604,0.09472,1
peptide_pm_100,1.83548,1.56875,2.4581,0.94317,-0.49669,-2.43004,-1.39888,-3.38188,-3.55532,-3.51327,-1.9469,-0.3586,-0.53617,0.57009,1.74448,0.14518,2.31272,1.93064,0.82487,0.73083,0.21746,-1.61253,-1.18932,0.72907,0.79328,0.56612,0.47672,-2.52108,-0.14151,0.16284,1
peptide_pm_101,0.59795,0.54999,-0.29891,0.66286,0.56662,-1.10222,0.43747,1.4215,0.72617,0.53993,0.05067,-0.05155,0.41583,0.02006,-1.10034,0.13499,-0.28635,0.009,-0.22282,-0.14123,0.0594,0.67124,0.91626,0.49227,1.44794,-0.58951,-0.03216,-0.46002,-0.08065,-0.21478,1
peptide_pm_102,1.69836,-0.86907,-1.98676,2.41341,1.18979,0.97961,0.0758,-2.58238,-0.3151,1.56328,-1.38007,1.51923,2.22871,0.08275,0.75778,-1.13368,-0.50439,-1.01353,0.22485,0.21344,-0.89401,-0.43758,-1.12374,-2.38156,-0.88558,1.14232,2.81402,1.56421,1.7778,1.74038,1
peptide_pm_103,-0.4407,-0.62657,-0.79206,0.45331,0.04098,-0.78029,-0.97,0.61985,0.01593,-0.31364,-0.17101,0.80167,-0.4463,-0.42881,-0.15966,-0.8558,-0.41538,-0.04665,-0.32405,0.58756,0.3635,-0.09088,0.48428,0.53855,-0.49224,-0.67188,-0.2381,-0.30853,-0.12576,-0.2368,1
peptide_pm_104,1.55888,-1.38243,-2.06701,1.79502,1.00542,0.50318,-0.53673,-0.04222,0.68228,0.25023,-3.57517,0.78062,1.57675,-1.54678,-0.72644,-1.33983,0.7998,0.91681,0.86353,0.77004,-2.64427,-1.81851,-2.93348,-3.064,-2.33669,2.17014,2.6705,1.26451,3.14226,2.25793,1
peptide_pm_105,1.05883,1.77551,-0.43395,0.71854,1.08716,-0.24893,1.35689,1.23853,0.63309,1.07643,0.89633,-0.3557,-0.27584,1.47489,1.04752,0.88231,0.42734,1.37019,0.32113,0.25417,0.19636,1.68473,0.84371,1.08122,-0.36354,-0.88302,-0.78349,0.07631,-0.02323,-0.97049,1
peptide_pm_106,0.98148,-0.97829,-1.26283,0.28775,0.71257,-0.23667,0.72316,-0.13725,-0.5949,0.55096,-1.42798,0.53282,0.21903,1.11316,-0.30738,-1.07707,-0.21201,-0.74467,-0.69993,-0.8072,-0.53463,-0.55872,0.57729,0.12257,-0.624,0.45586,0.23936,1.11509,-0.23147,0.43343,1
peptide_pm_107,0.13633,-0.05349,0.19432,1.21112,0.52594,-0.63608,0.94123,0.20924,0.93808,0.94411,0.94978,0.37141,0.18004,0.51139,0.24983,1.40865,1.58267,2.23264,1.52704,1.01575,1.27349,0.7155,0.35599,0.74365,1.72882,-1.06446,0.12956,0.06724,0.05629,-0.07913,1
peptide_pm_108,0.90083,2.03894,0.62204,1.36476,0.40994,-0.69074,0.08102,0.4178,-0.05908,0.52233,-0.23773,-1.0965,0.01842,2.21377,-0.85408,-1.5467,-0.70515,-0.37373,-0.18429,-0.78384,-0.04632,-0.00698,-0.34341,-0.31338,0.72939,0.54112,-0.77634,-1.64748,-0.56429,-0.68355,1
peptide_pm_109,-0.15862,2.102,1.68236,1.04129,-0.39898,-0.42197,1.25316,0.85981,-0.21235,0.48663,-1.76662,-1.49138,-1.6425,-1.70682,-0.80396,-0.98736,-0.57677,-0.63755,0.96761,-0.99869,-0.86891,-1.57831,-1.68242,-0.5316,-0.83897,0.29973,2.57685,2.02619,1.22274,0.80297,1
peptide_pm_110,-0.50128,0.16806,0.58649,-0.66879,-1.13393,-1.60199,0.28916,-0.58178,1.41533,-1.12041,-0.43625,-2.45285,-0.00627,-2.01948,1.82781,2.74536,-2.57513,-0.54856,-0.1677,-0.39913,-2.31361,1.74999,2.83116,-3.32357,0.73322,2.23386,-1.83262,1.05356,-1.20535,-1.32643,1
peptide_pm_111,0.20012,0.21234,-1.45474,-0.13691,0.93344,-0.12133,1.43111,0.88483,-0.31998,0.11748,0.79416,-0.63699,0.4085,1.97664,-0.0317,0.39139,0.91687,1.79557,1.46076,0.86368,0.20098,1.67319,1.10674,1.19321,1.26578,-0.86535,-0.11478,0.16569,0.17074,0.07516,1
peptide_pm_112,1.57228,-0.46222,-2.03335,1.20949,1.58177,1.44003,-0.02962,-1.3682,0.5885,0.89298,-1.34667,1.23103,1.8569,-0.01129,-0.24482,-1.34015,0.09309,-0.75148,-0.41197,-0.1236,-1.05484,-1.04239,-0.76725,-1.08243,-1.21864,1.23819,2.66306,2.53605,2.75758,2.45484,1
peptide_pm_113,-0.07719,0.02238,-0.87093,-0.56119,0.46091,-0.07736,-1.18183,-0.8961,0.85955,-0.14425,0.82577,0.44063,-1.80132,-0.46435,1.46452,0.51117,-0.23623,-0.46781,0.67016,-0.23413,0.4947,1.28369,-0.46595,-1.79962,0.70369,-0.42273,-0.39208,-1.13347,-0.27121,-0.16515,1
peptide_pm_114,1.48955,-1.5727,-0.973,-0.08701,0.39237,-1.10779,-0.5831,-0.49604,-0.79842,0.33957,0.73143,1.40643,-2.29219,-0.52742,0.66746,-0.37664,-0.61949,0.72326,-0.44039,-1.4867,0.77158,0.26787,-0.72019,1.31806,0.63148,0.2012,-0.54452,-1.23543,-0.06784,-0.35577,1
peptide_pm_115,0.00648,0.43857,0.5024,-0.3296,-0.3967,-0.61237,0.86409,-0.49199,1.8429,1.89849,-0.2665,-0.09843,0.98213,0.75164,-0.19962,1.63447,1.40029,1.21468,0.342,-0.60667,0.27454,-0.31325,0.65637,0.54778,-0.30623,-0.2664,1.09324,0.13205,0.57318,0.75575,1
peptide_pm_116,0.5935,-0.55027,-1.09045,1.2833,-0.03476,2.14629,0.47555,-1.66052,0.02223,1.35351,-0.94419,-0.06159,0.63413,-0.21506,-0.63995,0.04927,-0.9293,-1.92881,-0.28511,1.11529,-1.28035,-0.48477,0.34293,-0.76204,-1.10271,0.98233,2.41988,1.49355,1.28004,1.43583,1
peptide_pm_117,0.13558,-0.13427,-0.03417,-0.34593,0.85619,-0.055,1.10176,0.40906,-0.93756,1.47563,0.4739,0.40855,-0.62189,0.76754,-0.31875,0.99989,0.68261,-0.0001,2.13048,0.64255,0.06409,-0.11264,2.04523,1.38742,0.26222,-0.4888,0.31986,-0.50572,-0.3764,0.68008,1
peptide_pm_118,-1.00887,-0.99507,1.07693,-1.5003,-0.66895,0.16983,0.36003,0.21004,1.03647,-1.64495,-0.58238,-1.54809,0.56855,-1.98767,1.62282,0.77833,-2.49807,0.58972,-0.47996,-0.16631,-1.30261,0.61546,-1.91808,2.38987,0.20902,1.79572,-1.0836,-1.12043,-0.35887,-0.51028,1
peptide_pm_119,-1.33032,0.88297,0.61478,-0.66804,-0.70984,-0.77657,-0.66146,-0.14181,0.12,0.30544,0.5817,-0.25147,-1.00304,-0.35655,-0.54625,0.4515,0.36562,0.90405,-0.39816,0.30177,-0.15147,-1.32922,-0.18863,-1.86832,-0.37508,1.185,-0.87765,-0.71071,-0.43765,-0.2453,1
peptide_pm_120,1.42322,1.56002,2.15479,0.69142,-0.64463,-1.33003,-2.3681,-2.04811,-2.23485,-2.49117,-1.32668,-0.61038,0.21412,1.29677,2.22276,0.09239,1.9261,1.71675,1.53359,1.32139,0.28548,-0.95799,-0.73647,-0.87605,-1.95882,0.64045,0.93425,-2.26158,-0.84694,-0.42263,1
peptide_pm_121,1.85292,-0.79688,-1.8601,1.1486,1.80915,-1.2012,0.21357,-0.56744,-0.27038,0.3883,0.89058,0.65421,-2.38891,-0.13264,1.01929,-0.56429,-0.69938,0.55556,-0.4265,-0.8169,0.65938,-0.29291,-0.63792,1.45845,0.91487,0.20656,-0.81373,-1.27675,-0.02834,-0.24425,1
peptide_pm_122,2.03644,0.27327,0.34758,2.00589,1.95453,2.3219,-0.55069,-0.24389,0.71916,0.87283,0.22502,2.63648,2.42581,1.42498,1.13924,-1.81062,-0.74306,-0.62886,-0.1504,0.06539,-0.31991,0.8017,0.78762,0.04108,-0.01353,0.38255,1.75548,1.78386,1.96673,1.65848,1
peptide_pm_123,0.59814,-0.21025,-0.4658,0.25139,0.33021,0.27929,-0.06188,0.08753,0.22206,0.21563,-2.27207,-0.00461,0.36396,-1.3217,-1.25048,-0.69155,0.90388,0.50478,-0.42487,-0.14649,-1.18993,-0.33939,-1.06577,-1.45709,-1.66689,1.21461,1.50934,0.51164,1.57109,1.46902,1
peptide_pm_124,-1.10462,0.69086,0.46504,-0.87218,-0.38272,-0.80889,-0.68694,-0.3242,-0.05438,0.27539,0.58249,-0.28393,-1.06221,-0.04493,-0.51728,0.45034,0.09655,0.34785,-0.45784,0.34492,-0.59356,-1.68984,-0.59962,-1.32823,-0.12774,1.25348,-0.99181,-0.57071,-0.22506,-0.27581,1
peptide_pm_125,1.73357,1.49519,2.40698,0.92056,-0.47746,-3.55364,-0.5973,-1.56305,-1.76158,-0.9769,-2.12585,-1.05137,-0.23219,0.05954,0.08585,1.12127,3.38871,3.3396,2.91837,2.6366,0.62094,0.87244,1.83971,0.69844,0.08791,0.61712,0.66381,-2.30358,-0.28224,-0.12307,1
peptide_pm_126,-1.17801,-0.72208,1.04082,-1.14034,-0.86972,-0.31072,0.22418,-0.32198,1.06626,-0.84582,-0.80347,-2.11574,0.98592,-2.84807,3.20519,1.79545,-0.09674,-0.87068,1.0776,-1.58211,-2.69949,2.28462,1.64986,-0.53059,0.24772,2.82162,-3.17946,1.56641,-1.454,-1.45735,1
peptide_pm_127,1.13988,2.19138,0.69811,1.43876,0.69931,-0.10048,-0.2305,0.66301,1.22772,0.46153,0.26674,-0.17041,1.01296,1.14831,-0.72809,-1.05913,0.43867,-0.11441,-0.73676,-0.45666,-0.05392,-0.58075,-0.88344,1.20291,1.23605,0.57977,-1.44878,-1.05923,-0.64996,-0.25613,1
peptide_pm_128,-0.45385,-0.60136,-0.47719,-0.36082,0.36087,-0.48105,0.04706,-0.22626,-0.7828,-0.56015,0.28712,-0.28392,-0.67317,-0.04287,0.21511,0.32536,0.52076,-0.4948,-0.8163,-0.76287,0.27299,0.15233,0.15048,0.22093,0.22037,-0.68478,-0.74983,-0.27317,0.00929,-0.64945,1
peptide_pm_129,-0.64218,-1.33465,1.2804,-1.415,-0.28262,-0.11315,-0.65001,-0.08715,-0.25438,0.70545,-1.41281,-0.89145,0.9652,0.61074,-0.23176,0.69779,-0.15535,-1.331,-0.73133,0.28322,-3.04238,-0.95659,-0.47592,1.34738,-0.10248,3.25224,-1.69265,-4.76034,-1.0018,2.50129,1
peptide_pm_130,1.35746,0.07655,-0.18381,0.40691,-0.60055,0.06021,-0.89096,-0.65604,0.75369,0.35185,-1.74427,-0.9866,1.00614,0.36387,0.20462,-1.1833,-0.02431,-0.70709,-0.1798,0.52203,-0.59011,-1.87115,0.15393,0.02601,-0.8083,0.81626,0.67564,0.32551,0.08368,0.08832,1
peptide_pm_131,-0.35456,-0.95493,-0.87184,-0.09819,0.64268,-0.55645,-0.73523,-0.18716,1.25002,0.38826,0.43861,0.65762,-0.09052,-0.64631,-0.08771,1.35475,0.98124,1.23,1.3086,0.565,0.12766,0.56652,1.15645,0.5044,0.75242,-0.91515,-0.24602,0.00111,-0.14655,-0.01681,1
peptide_pm_132,2.42887,-0.39556,-1.18046,2.8919,1.2776,1.2032,-1.00627,-1.26677,-0.02491,1.31359,-0.85851,1.99187,2.09288,-0.35355,0.71533,-1.63791,-0.60116,-0.76502,-0.833,0.25948,-0.58946,-0.53811,-0.03665,-1.08507,-0.56355,0.55839,1.55347,1.06309,2.07433,1.91537,1
peptide_pm_133,-0.61569,-0.27174,-0.59667,0.05805,0.24771,0.56817,-0.52145,-0.14924,0.34842,0.60301,0.0738,0.40408,0.10198,-1.21096,-0.13972,0.05952,0.45535,1.02314,1.32404,1.21496,0.56706,0.83806,0.66119,0.46595,0.13734,-0.26871,0.26519,0.00289,0.09756,-0.11959,1
peptide_pm_134,0.09502,0.88663,-0.02292,0.41009,1.04224,0.32437,0.22304,0.84359,0.97679,1.47169,0.41066,-0.65715,-0.26961,1.74333,-0.47459,-0.76113,0.05777,0.27559,0.48463,-0.49063,0.31922,0.2558,0.40487,0.76019,-0.17157,0.24522,-0.50689,-1.28748,-0.78826,-0.74359,1
peptide_pm_135,0.77012,-0.01442,-1.35034,0.19735,0.96727,0.84259,1.61681,0.43662,0.03102,1.10373,0.66763,-0.32444,-0.04253,0.65779,0.46249,-0.19886,0.69388,-0.60117,0.02857,-0.71413,0.80818,0.44241,1.14086,0.32942,0.02097,-0.64661,0.67588,0.553,0.0001,-0.16558,1
peptide_pm_136,0.85044,0.59214,-0.93882,1.42715,1.98578,-0.45006,2.07854,1.7943,0.73795,0.23647,1.26456,0.77347,-1.0507,-0.34239,1.36048,0.24466,0.51549,0.2279,0.86215,1.07261,0.87389,-0.97366,0.54612,0.53503,-0.86729,-1.42907,-0.38401,-0.7177,-0.11166,-0.26888,1
peptide_pm_137,1.9604,0.89169,1.03687,0.97466,1.87612,-2.853,2.8061,-1.5709,-1.79599,-1.00952,-1.51191,0.9204,0.63123,1.31707,-0.27706,0.91245,-2.09535,-0.05281,0.02821,0.48775,-0.10462,-1.24863,0.35653,-3.42653,1.18036,-0.09633,0.01303,-0.42329,0.24856,0.34148,1
peptide_pm_138,-0.1832,0.08366,-0.58735,0.04669,0.65047,-0.24345,1.25194,-0.51572,-1.17755,0.91469,-1.20731,-0.64898,0.67558,0.3799,-0.94281,1.20756,-2.16317,-0.98706,0.90214,-0.37222,-1.3439,2.42143,0.13893,-0.20798,1.09865,0.43518,0.84605,0.88392,0.70775,0.86108,1
peptide_pm_139,1.47089,-1.13326,-0.99283,2.00899,0.11737,-0.06449,-0.68123,-0.69901,0.56759,0.01633,-1.52692,-0.05097,2.05635,0.63891,-0.33046,-1.16669,-0.24937,-0.64786,-0.20182,0.31622,-0.37885,-2.02606,0.76773,-0.52138,-1.31056,0.61426,0.03051,0.00047,0.22641,0.87714,1
peptide_pm_140,1.69836,-0.96968,-1.9378,1.18791,1.85536,0.97961,0.04219,-2.53954,-0.73129,2.22591,-1.38007,1.48856,2.11691,-0.63934,-1.10731,-1.13368,-0.10967,-1.54725,-0.67869,1.06624,-0.89401,0.00291,0.54851,-0.9305,-1.29352,1.14232,2.98877,2.18414,2.48642,2.59985,1
peptide_pm_141,-0.25717,-0.9622,-0.96362,0.51345,0.62641,-0.1539,-1.30701,0.70808,0.38153,0.18812,-0.60567,1.36559,-0.35389,-0.67697,-0.07571,-0.80532,-0.11122,-0.21711,-0.32598,0.73136,0.25116,-0.12247,0.63274,0.44483,-0.01394,-0.17152,-0.07194,0.47739,0.32907,-0.03264,1
peptide_pm_142,1.61637,0.35606,-2.24461,0.74952,1.71847,0.07407,-0.65641,1.83956,1.97378,-1.06078,0.65284,0.37831,-0.75303,0.90231,1.46601,0.70492,-0.35115,0.41951,1.82336,-0.54532,0.09227,2.38178,1.67019,0.87147,1.27193,-0.73543,-0.01788,0.2529,0.12948,-0.04291,1
peptide_pm_143,-1.49587,-0.24375,0.59778,-1.30157,-0.58726,0.37467,1.94024,0.77467,0.54352,-0.85908,-0.77661,-2.9325,1.17251,-1.07245,2.09422,0.59621,0.62645,0.32668,0.19943,-1.70637,-2.94219,0.22236,-0.17813,0.69854,2.24505,3.39234,-0.89691,1.45583,-3.98667,-2.60081,1
peptide_pm_144,1.10497,-0.19082,-1.64886,1.2202,1.19416,-0.45585,0.87304,-0.78954,0.35068,1.8146,-0.44928,0.25795,1.23726,0.51858,-0.86,0.81553,-1.69247,-0.24782,-0.86522,0.4129,0.12147,0.52155,0.03821,0.89365,1.841,-0.29829,0.65969,0.07445,-0.16084,0.40907,1
peptide_pm_145,0.56712,2.91978,1.69268,0.94575,-0.67912,0.49587,0.47277,0.27871,-0.89177,-1.11172,-0.90919,-0.8861,0.37469,1.70121,3.01698,0.0637,0.05259,0.0918,0.89073,-0.423,-0.79239,-1.01477,-2.85328,-0.95762,0.21994,0.37841,2.34176,1.81891,1.01219,0.54512,1
peptide_pm_146,0.67971,0.34783,-0.52757,-1.13779,-0.16704,-0.25019,-0.55321,-1.21112,-0.55331,-2.1355,-2.20517,-0.98851,2.57943,2.92968,-0.8234,-0.34425,1.61496,0.87676,-0.12925,-0.20351,-0.7536,-2.15672,-2.48268,0.68523,0.74691,1.52484,0.09598,-3.84008,0.37303,2.59766,1
peptide_pm_147,-0.45252,-0.94453,-0.03362,-0.51254,0.34811,-1.72878,1.15896,0.41634,0.23467,0.19906,-0.41078,0.11915,-0.0114,0.33197,-0.9153,2.19887,1.56368,1.03023,-0.73471,1.4617,-0.5339,1.03196,0.9358,0.60812,1.52069,-0.5155,-0.43937,0.0586,0.25579,-0.02859,1
peptide_pm_148,1.35359,-1.19043,-0.78553,-0.17694,1.38495,0.53462,1.32126,-2.56562,1.12223,1.48855,0.57411,1.75525,0.41681,-0.88367,-0.54858,0.3924,-0.68325,-1.67788,-0.57959,-1.17178,0.6775,1.13702,1.16369,-0.17853,0.84921,-0.5695,-0.01941,0.25604,-0.38537,0.42986,1
peptide_pm_149,-0.36679,0.21489,-0.18268,-0.35829,-0.7521,0.44117,-0.82405,-0.40865,-0.61015,0.33174,-0.9702,-0.40865,0.74247,-0.15595,-0.27041,0.20269,-0.57157,-0.85994,-0.33642,-1.6612,-1.01324,0.00131,1.74751,0.66912,0.42004,0.46819,0.8792,0.79393,0.90913,0.54579,1
peptide_pm_150,2.07369,0.65785,0.8658,0.84267,1.94157,-1.88469,1.28279,-3.4121,-1.74483,-0.94847,-2.06782,1.75484,1.6693,1.33999,-0.43497,-0.4135,-0.64294,0.09504,0.90092,1.4732,-0.37163,-0.35566,-0.90735,-3.06724,-1.63962,0.46981,0.0566,-0.2266,0.10905,1.42402,1
peptide_pm_151,3.13578,2.62033,4.10422,1.53698,2.53794,-4.47482,-1.49313,-4.16314,-1.97097,-2.49032,-1.50184,1.8075,-0.31091,2.00098,-0.08856,0.71051,-0.22107,0.80524,1.50286,2.09987,1.05459,-1.90597,1.09037,-2.28488,-1.88459,-0.58917,-1.17973,-0.08885,-0.85823,0.34835,1
peptide_pm_152,1.12898,2.02511,-0.35092,1.34428,1.92851,0.71424,0.33602,0.92646,1.46615,0.87217,1.03377,-0.02538,-0.32705,1.9874,1.57804,-0.05451,0.55407,0.88507,0.72471,-0.34705,0.58675,0.49797,1.07409,0.92425,0.10393,-0.80584,-0.21199,0.01241,0.03047,-0.74756,1
peptide_pm_153,0.26199,0.43503,-1.03205,-0.31677,0.40568,0.49022,-0.68291,-1.10759,0.48165,1.24774,-0.34382,1.16416,0.03911,-0.04655,-1.15443,-0.43395,-0.57255,-0.89771,-0.68797,1.02068,0.0532,0.66647,1.98128,-0.81224,-0.22339,0.1299,0.41559,0.69679,0.57557,0.63187,1
peptide_pm_154,-1.76464,0.37832,0.66796,-0.92453,-0.71554,-1.6161,-0.27517,1.01572,-0.56205,-0.38247,0.37205,-0.6474,0.37752,-0.07514,0.95781,1.55042,1.25788,0.98397,0.60393,0.96295,-0.00756,-1.80001,-0.40305,-1.70282,-1.06024,1.38691,-0.7972,1.04285,0.00504,0.03334,1
peptide_pm_155,-0.13951,-0.59384,-0.68252,0.84388,0.64094,1.05684,-0.80379,0.13356,0.56473,0.47796,-1.16319,0.28973,-0.66043,-0.0208,-0.54832,-0.33014,0.07811,-0.11394,-0.13752,0.26358,-1.24046,0.83647,0.51441,1.07068,1.56158,0.75635,1.69496,2.40074,1.57828,0.52093,1
peptide_pm_156,0.12226,0.04878,-1.0116,0.99401,0.42778,0.24316,0.92724,-0.91016,-0.42592,1.63198,0.83305,0.60581,-1.39857,-0.60092,1.2154,0.12211,-0.57632,-1.03406,-0.00674,-0.29003,0.83419,-0.70363,-0.68749,1.30987,-0.27182,-0.66298,-0.18003,-0.90741,-0.34577,-1.05919,1
peptide_pm_157,2.03935,0.16588,2.2454,0.09039,-1.20884,-2.1693,-1.26482,-3.08078,-3.50086,-2.73087,-2.25097,0.91433,-1.23447,2.8788,2.38585,0.1961,2.49174,2.02569,1.01532,0.92361,-0.29458,-3.16216,-1.87208,-1.00867,0.35219,0.80574,-0.09013,-1.246,-1.33397,-1.1264,1
peptide_pm_158,1.00365,-1.55399,-1.39701,1.28393,0.7675,-1.4592,0.31742,0.51751,0.96305,-0.1836,-3.23427,0.11652,1.22587,-1.18092,-2.26394,1.07889,1.62373,1.0297,1.28821,1.66834,-2.17987,-3.13271,-5.03081,-1.71303,-1.25948,1.85179,1.67379,1.56342,2.38227,2.62724,1
peptide_pm_159,0.26001,-0.82381,-0.85166,-0.1132,-0.38945,-0.87748,1.10469,1.89792,-1.3273,-1.53263,-0.73959,-0.11345,0.15456,0.54839,-1.23862,0.80319,0.83809,-0.13317,-1.39417,-1.93953,-0.39066,0.60052,-0.40242,0.28756,0.74465,-0.18912,-0.13549,-0.10865,0.3743,-0.15193,1
peptide_pm_160,-1.39296,0.66972,0.39928,-0.68943,-0.78027,-0.58115,-0.15303,0.45358,0.24866,0.64135,1.08943,-0.36939,-0.99986,-0.35209,-0.02957,0.06567,0.61565,0.43569,0.58071,1.10084,0.41351,-1.57473,-0.86918,-1.43897,-1.32473,1.02467,-0.07676,-0.38823,-0.44743,0.11544,1
peptide_pm_161,1.87812,-0.15932,-0.93164,2.26185,1.42913,1.50424,-1.34616,-0.50195,0.26823,-0.08545,-0.65097,2.02426,2.76731,0.12618,0.52747,-1.40332,-0.64732,-0.30284,-0.48232,-0.51565,-0.59924,-0.4435,-0.00064,-0.92004,-0.68807,0.77523,1.86808,1.39474,2.41725,1.87033,1
peptide_pm_162,0.98685,0.27872,-0.78174,1.51582,1.39572,1.598,0.3144,0.99412,1.02644,1.2126,0.89015,0.65938,0.93165,0.83059,0.57867,-0.36683,0.73026,1.23053,0.88067,0.42909,0.84934,1.3279,0.84443,0.93904,2.04978,-0.51288,0.09116,0.42376,0.96058,-0.67935,1
peptide_pm_163,0.51155,-1.01992,-0.43869,-1.07458,0.42756,-1.18889,2.00352,0.26189,-0.11856,0.41772,0.63449,0.08106,0.16507,-0.45613,-0.05459,1.96823,-0.0382,1.33835,1.79996,2.05045,0.13252,1.22778,0.65413,0.58322,2.24998,-0.94183,-0.12877,0.09772,0.62303,-0.37467,1
peptide_pm_164,1.09352,-0.8385,-1.79645,0.70953,1.11256,1.2813,-0.1586,-1.1567,0.30246,0.55862,-1.81596,1.79491,2.18546,-1.14774,-1.27763,-1.35581,0.02699,-0.5445,-0.51935,-0.24448,-1.17339,-0.65558,-0.61864,-1.61954,-1.7753,1.54763,1.90364,1.31707,2.73053,2.43073,1
peptide_pm_165,2.37059,1.18677,-0.58749,1.5103,2.64852,-0.49738,1.09697,-0.26264,-2.33503,0.69422,-0.26663,1.2157,1.57124,1.77792,-0.78481,-0.7849,-0.8392,-1.64975,0.61003,0.72088,0.29045,0.8482,-0.81422,-1.28358,-0.68401,-0.55113,0.11205,0.28841,-0.24766,0.68429,1
peptide_pm_166,1.45321,-0.63807,-2.1161,1.34834,1.62697,1.48115,-0.19284,-1.04442,0.00839,0.25528,-1.57403,1.55115,2.37882,-0.76062,-0.91931,-1.34713,-0.558,-0.48933,-0.56619,-0.2902,-1.22855,-0.23444,-0.3593,-1.4124,-1.55686,1.40553,2.88823,2.19171,2.94673,2.65613,1
peptide_pm_167,-0.31149,0.85324,-0.38301,0.2886,1.17438,0.38396,-1.04336,-0.15822,1.14535,1.24062,-0.55044,0.79497,1.25607,0.66643,0.11957,-0.90258,-0.43341,-1.49048,-0.52974,0.12975,0.11215,0.56354,0.73235,0.60521,-0.04933,-0.12917,1.09722,0.84916,0.98879,1.20094,1
peptide_pm_168,0.94677,-0.16509,-1.48423,1.13503,1.12923,-0.43391,0.95154,-0.88029,0.44494,1.85161,0.83675,0.0192,-0.92959,1.04053,0.4176,0.91414,-1.8535,-0.31703,-0.99244,0.3701,1.27351,-0.31723,-0.12076,0.08223,0.23878,-1.25473,-0.48102,-0.17118,-0.36308,-0.10564,1
peptide_pm_169,-0.59169,-0.66329,-0.51854,0.43708,0.23088,0.37138,-0.60848,-0.09884,0.44485,-0.51414,0.352,0.43331,-1.25629,0.28868,0.53931,0.3357,1.04838,0.3253,0.10533,0.60733,0.13498,0.37515,-0.19026,0.16523,1.19072,0.36551,-0.83989,0.40979,-0.76714,0.33791,1
peptide_pm_170,1.50986,-1.1462,-0.97968,2.03001,0.10755,0.36512,-0.68996,-0.69331,0.55944,0.00717,-1.4585,-0.03233,2.0627,0.63526,-0.30676,-1.5399,-0.41894,-0.53039,-0.37493,0.13202,-0.53312,-1.58313,0.92498,-0.59265,-0.78348,0.59476,0.107,0.02585,0.21714,0.94492,1
peptide_pm_171,1.29346,2.50108,0.17108,0.95697,1.64715,-0.21956,1.9169,1.63285,1.78931,0.77,0.65815,-0.04577,0.44429,2.02593,1.79261,-0.40966,-0.31183,0.79953,-0.5934,0.62134,1.10734,1.25807,1.32982,0.44455,0.28535,-0.86163,-0.22945,-0.04308,0.12456,-0.11387,1
peptide_pm_172,2.04601,0.80091,-0.05202,1.53535,2.30251,0.9985,0.68973,-1.39891,-0.76214,2.28894,-0.62484,1.74127,1.00095,0.59498,0.01164,-1.17966,-0.37452,-1.53059,-0.1163,0.47289,-0.37913,-0.12909,-0.47975,-2.02238,-1.18071,0.62662,1.74063,1.53392,1.16656,1.52824,1
peptide_pm_173,-0.69831,0.16523,-0.26408,-0.44203,-0.12726,-0.12421,0.38522,0.32034,0.71501,-0.1153,0.75006,0.62749,-0.42642,-0.04704,0.30904,0.54466,1.21364,1.25198,1.02846,0.77489,0.16521,1.54459,0.74463,0.96917,0.83045,-0.11741,0.06056,-0.15887,-0.25039,-0.24875,1
peptide_pm_174,-1.25728,-0.17794,0.5076,-1.23775,-0.37326,0.72648,1.81805,1.03994,0.41564,-0.50725,-1.22829,-2.43363,1.17385,-0.36768,1.53638,0.72702,0.36678,0.9248,-0.09787,-0.93242,-3.57565,1.51911,-0.1745,2.20402,0.88745,3.93077,-1.98965,1.45297,-4.94221,-1.74891,1
peptide_pm_175,-0.58872,0.11438,-0.63494,-0.81405,0.55288,0.5305,-1.02349,0.3445,0.7973,0.67008,0.58313,-0.04437,0.1321,-0.00087,-0.41336,-0.37757,0.43913,-0.67046,0.39833,0.86708,0.71746,0.64881,-0.02764,-0.2165,-0.06678,-0.55748,0.38568,0.00889,0.35494,-0.15953,1
peptide_pm_176,-2.02158,0.51385,0.28304,-0.57386,-0.53017,-1.21569,-0.62265,0.01344,-0.96806,-1.23382,0.46367,-0.36668,0.09765,1.21897,0.26998,1.43187,1.29818,1.21711,0.2679,1.12453,-0.30474,-1.67604,-0.73062,-1.96329,-0.34507,1.42156,-1.6604,-0.0475,0.11687,-0.60981,1
