,GDPC_alphaticr.alphaticr,GDPC_alphaticr.aromatic,GDPC_alphaticr.postivecharger,GDPC_alphaticr.negativecharger,GDPC_alphaticr.uncharger,GDPC_aromatic.alphaticr,GDPC_aromatic.aromatic,GDPC_aromatic.postivecharger,GDPC_aromatic.negativecharger,GDPC_aromatic.uncharger,GDPC_postivecharger.alphaticr,GDPC_postivecharger.aromatic,GDPC_postivecharger.postivecharger,GDPC_postivecharger.negativecharger,GDPC_postivecharger.uncharger,GDPC_negativecharger.alphaticr,GDPC_negativecharger.aromatic,GDPC_negativecharger.postivecharger,GDPC_negativecharger.negativecharger,GDPC_negativecharger.uncharger,GDPC_uncharger.alphaticr,GDPC_uncharger.aromatic,GDPC_uncharger.postivecharger,GDPC_uncharger.negativecharger,GDPC_uncharger.uncharger,y
peptide_pm_100,-0.77373,-0.68562,-1.09631,-0.64811,-0.11078,-0.76325,2.64875,2.84414,-0.32148,3.29956,-1.10916,1.19608,0.55008,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,5.12077,-0.72645,-0.50514,-0.63352,1
peptide_pm_101,0.77722,0.24765,0.09171,-0.64811,-0.71623,0.07905,1.23313,-0.52241,-0.32148,1.47577,0.1475,-0.5271,-0.03102,1.12194,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.62883,0.40609,0.33481,-0.50514,-0.06401,1
peptide_pm_102,-0.65677,-0.68562,3.00236,-0.64811,-1.37673,1.17404,-0.31118,-0.52241,-0.32148,-0.51381,1.78116,1.54071,2.25112,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_103,-0.51643,-0.68562,1.08965,-0.64811,-0.76907,0.01167,-0.31118,0.28556,-0.32148,0.4014,-0.53109,-0.5271,-0.66495,-0.42706,2.87402,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.49754,2.15301,-0.72645,-0.50514,0.93832,1
peptide_pm_104,-1.35851,-0.68562,0.26991,-0.64811,-1.37673,-0.76325,3.24074,3.51745,-0.32148,-0.51381,0.336,3.60852,3.70916,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_105,1.5654,-0.68562,0.04221,-0.64811,1.15518,0.85116,-0.31118,-0.52241,-0.32148,-0.51381,0.09514,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_106,-0.98918,-0.68562,1.06088,-0.64811,-0.57718,1.27601,-0.31118,0.54071,-0.32148,-0.51381,0.41206,2.73786,0.86983,-0.42706,0.45826,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,0.61505,0.55824,-0.50514,0.05588,1
peptide_pm_107,1.96552,-0.68562,-0.37725,-0.64811,1.02192,0.25638,-0.31118,-0.52241,-0.32148,-0.51381,-0.34855,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.28062,0.61505,-0.72645,-0.50514,0.05588,1
peptide_pm_108,-0.61984,0.44413,-1.09631,-0.64811,1.02192,1.27601,1.55825,-0.52241,-0.32148,1.89463,-0.34855,-0.5271,0.10244,-0.42706,0.45826,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.4941,1.81658,1.84292,-0.50514,-0.63352,1
peptide_pm_109,0.39584,3.33911,-1.09631,-0.64811,-1.37673,2.86917,-0.31118,-0.52241,-0.32148,-0.51381,-0.20593,-0.5271,3.89141,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_110,-0.53294,0.57704,0.51101,-0.64811,0.4105,0.37634,-0.31118,-0.52241,-0.32148,2.17798,1.44112,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.40295,2.09929,0.70938,-0.50514,-0.63352,1
peptide_pm_111,1.91627,-0.68562,-0.1855,-0.64811,0.6488,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.81772,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.28751,-0.58647,0.90082,-0.50514,0.23972,1
peptide_pm_112,0.39584,-0.68562,1.46536,-0.64811,-1.37673,-0.76325,-0.31118,0.74004,-0.32148,-0.51381,2.50373,0.76528,2.06887,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_113,0.98062,-0.68562,0.42171,-0.64811,0.31121,0.31303,-0.31118,-0.52241,-0.32148,-0.51381,0.49657,0.62168,0.14507,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.3667,-0.58647,-0.72645,-0.50514,0.09418,1
peptide_pm_114,-0.94572,0.57704,-0.29265,-0.64811,-0.48312,0.37634,-0.31118,0.66578,5.68344,-0.51381,-1.10916,-0.5271,-0.66495,1.66865,-0.72594,1.99811,4.44916,-0.41086,-0.27412,1.29439,-1.26881,0.75641,-0.72645,2.75467,-0.63352,1
peptide_pm_115,1.22684,1.57388,-0.37725,-0.64811,-0.57718,0.25638,-0.31118,0.54071,-0.32148,-0.51381,0.41206,-0.5271,0.86983,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.4941,-0.58647,-0.72645,-0.50514,0.05588,1
peptide_pm_116,-0.53294,-0.68562,1.31467,-0.64811,-0.48312,0.37634,-0.31118,-0.52241,-0.32148,-0.51381,1.44112,0.68926,1.90806,-0.42706,0.59757,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.40295,-0.58647,0.70938,-0.50514,-0.63352,1
peptide_pm_117,1.94379,-0.68562,0.51101,-0.64811,0.4105,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,1.44112,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.40295,-0.58647,0.70938,-0.50514,-0.63352,1
peptide_pm_118,-1.35851,-0.68562,0.04221,-0.64811,1.15518,-0.76325,-0.31118,-0.52241,-0.32148,3.29956,1.29944,1.19608,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,1.31594,1.30764,-0.50514,-0.63352,1
peptide_pm_119,-0.65677,0.02989,-1.09631,0.12049,1.66156,-0.11748,-0.31118,0.1509,-0.32148,-0.51381,-0.62744,-0.5271,-0.66495,-0.42706,0.77404,-0.628,-0.30483,-0.41086,-0.27412,0.51317,1.6751,0.17449,0.90082,-0.50514,1.11297,1
peptide_pm_120,-0.77373,-0.68562,0.04221,-0.64811,1.15518,-0.76325,2.64875,1.16086,-0.32148,1.39288,0.09514,-0.5271,0.55008,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.04218,3.21836,-0.72645,-0.50514,-0.63352,1
peptide_pm_121,-0.94572,0.57704,-0.29265,-0.64811,0.4105,1.51592,-0.31118,0.66578,2.68098,-0.51381,-1.10916,-0.5271,-0.66495,1.66865,-0.72594,1.99811,4.44916,-0.41086,-0.27412,-0.50842,-1.26881,0.75641,-0.72645,2.75467,-0.63352,1
peptide_pm_122,1.64894,-0.68562,2.80719,-0.64811,-1.37673,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,3.01986,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_123,-0.72057,-0.68562,0.14571,-0.64811,-0.91639,-0.76325,1.8415,1.31389,-0.32148,0.17953,0.20462,1.35273,2.42785,-0.42706,0.63768,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.82276,0.7971,0.01322,-0.50514,-0.23659,1
peptide_pm_124,-0.63258,0.05456,-1.09631,0.14699,1.24249,-0.09521,-0.31118,0.17411,-0.32148,-0.51381,-0.61083,-0.5271,-0.66495,-0.42706,0.82577,-0.628,-0.30483,-0.41086,-0.27412,0.5484,1.26905,0.20074,0.95693,-0.50514,1.62488,1
peptide_pm_125,-0.77373,-0.68562,-1.09631,-0.64811,-1.37673,-0.76325,2.64875,1.16086,-0.32148,5.20624,-1.10916,2.91925,0.55008,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.04218,3.21836,-0.72645,-0.50514,-0.63352,1
peptide_pm_126,-0.53294,-0.68562,0.51101,-0.64811,0.4105,-0.76325,-0.31118,-0.52241,-0.32148,2.17798,0.59103,0.68926,-0.66495,-0.42706,0.59757,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.4629,0.75641,2.1452,-0.50514,-0.63352,1
peptide_pm_127,0.85751,0.44413,-1.09631,-0.64811,1.02192,0.25638,1.55825,0.54071,-0.32148,-0.51381,-0.34855,-0.5271,0.10244,-0.42706,0.45826,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.28062,-0.58647,0.55824,-0.50514,-0.63352,1
peptide_pm_128,0.31956,0.24765,-0.5023,-0.14685,0.27451,-0.3421,-0.31118,-0.52241,-0.32148,0.48098,-0.16666,-0.07757,-0.66495,-0.42706,0.25231,-0.14274,-0.30483,0.41919,-0.27412,-0.50842,0.01115,-0.58647,0.86545,0.09721,1.07501,1
peptide_pm_129,-0.91993,-0.68562,-1.09631,-0.64811,0.5222,-0.76325,-0.31118,3.26496,-0.32148,0.9162,0.69729,0.76528,0.24632,-0.42706,0.68029,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,3.69396,0.79912,-0.50514,-0.63352,1
peptide_pm_130,-0.94572,0.57704,0.51101,-0.64811,-0.48312,0.37634,1.77818,0.66578,-0.32148,-0.51381,1.44112,1.90562,1.90806,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,0.70938,-0.50514,-0.63352,1
peptide_pm_131,1.51224,0.29007,0.76672,-0.64811,0.00431,-0.76325,-0.31118,0.39574,-0.32148,-0.51381,0.86151,-0.5271,-0.66495,1.19235,-0.72594,0.38663,-0.30483,-0.41086,-0.27412,-0.50842,-0.59974,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_132,-0.65677,1.4609,1.63614,-0.64811,-1.37673,1.17404,-0.31118,1.49752,-0.32148,-0.51381,1.78116,1.54071,0.79309,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_133,0.72071,0.10939,0.92772,-0.64811,0.31121,-0.04573,-0.31118,-0.52241,-0.32148,-0.51381,0.49657,-0.5271,-0.12494,0.89246,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,0.62668,0.3667,-0.58647,-0.72645,-0.50514,-0.14839,1
peptide_pm_134,0.77722,0.24765,-1.09631,-0.64811,1.26526,0.07905,-0.31118,-0.52241,-0.32148,0.48098,-0.48083,-0.5271,-0.03102,-0.42706,0.25231,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.65113,-0.58647,1.39608,-0.50514,-0.06401,1
peptide_pm_135,0.80069,-0.68562,-0.04537,-0.64811,0.96042,0.72698,-0.31118,-0.52241,-0.32148,-0.51381,0.0025,1.06352,0.45662,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.99574,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_136,2.42008,-0.68562,-1.09631,-0.64811,2.12899,0.72698,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.99574,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_137,-0.65677,3.60742,0.26991,-0.64811,-1.37673,5.04862,-0.31118,1.49752,-0.32148,-0.51381,-1.10916,1.54071,0.79309,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_138,-0.23573,0.17299,2.18263,-0.64811,-0.76907,1.5615,-0.31118,-0.52241,-0.32148,-0.51381,1.20309,0.30003,1.66791,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,0.32669,-0.72645,-0.50514,-0.63352,1
peptide_pm_139,-0.91993,0.65595,0.61147,-0.64811,-0.42727,0.44756,-0.31118,2.0025,-0.32148,-0.51381,1.60051,2.05766,1.1576,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,0.79912,-0.50514,-0.63352,1
peptide_pm_140,0.04497,-0.68562,3.00236,-0.64811,-1.37673,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,1.78116,1.54071,2.25112,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_141,-0.23573,-0.68562,1.08965,-0.64811,-0.76907,0.01167,-0.31118,1.09353,-0.32148,-0.51381,-0.53109,0.30003,-0.66495,-0.42706,3.77401,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.49754,1.23985,-0.72645,-0.50514,-0.10957,1
peptide_pm_142,0.98062,1.10315,1.18073,1.27339,-1.37673,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.09514,-0.5271,-0.66495,-0.42706,1.14904,1.23216,-0.30483,-0.41086,-0.27412,-0.50842,-0.04218,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_143,-0.81871,-0.68562,-0.04537,-0.64811,0.96042,-0.76325,-0.31118,-0.52241,-0.32148,3.00622,-1.10916,1.06352,1.57818,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.99574,1.1696,1.15117,-0.50514,-0.63352,1
peptide_pm_144,-0.4016,2.24145,0.76672,-0.64811,-0.68621,0.99793,-0.31118,-0.52241,-0.32148,1.56621,1.5184,-0.5271,-0.00221,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,1.48889,0.38305,-0.50514,-0.63352,1
peptide_pm_145,0.64646,0.84761,-0.12044,-0.64811,-0.29163,0.62053,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,2.45941,-0.42706,0.88118,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.21741,-0.58647,-0.72645,-0.50514,0.3021,1
peptide_pm_146,-0.77373,-0.68562,-1.09631,-0.64811,1.15518,-0.76325,-0.31118,1.16086,-0.32148,1.39288,0.09514,1.19608,1.76511,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,1.31594,3.34172,-0.50514,-0.63352,1
peptide_pm_147,1.24052,0.10939,0.42171,-0.64811,-0.25144,-0.04573,-0.31118,0.22571,-0.32148,-0.51381,-0.03867,0.23876,-0.66495,0.89246,0.10738,-0.628,-0.30483,-0.41086,-0.27412,0.62668,-0.17847,-0.58647,0.17759,-0.50514,-0.63352,1
peptide_pm_148,1.19327,-0.68562,1.38773,-0.64811,0.00431,0.99793,-0.31118,-0.52241,-0.32148,-0.51381,0.20462,-0.5271,0.66054,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,1.48889,-0.72645,-0.50514,-0.63352,1
peptide_pm_149,-0.48134,0.20876,0.61147,-0.64811,-0.11078,0.04396,-0.31118,0.31922,-0.32148,-0.51381,0.69729,0.33449,1.1576,-0.42706,1.14904,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.6555,-0.58647,2.32468,-0.50514,-0.63352,1
peptide_pm_150,-1.35851,1.4609,1.63614,-0.64811,-1.37673,5.04862,-0.31118,1.49752,-0.32148,-0.51381,-1.10916,3.60852,0.79309,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_151,-1.35851,5.75395,-1.09631,-0.64811,-1.37673,5.04862,3.24074,3.51745,-0.32148,-0.51381,-1.10916,1.54071,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_152,1.5654,-0.68562,0.04221,-0.64811,1.15518,0.85116,-0.31118,-0.52241,-0.32148,-0.51381,0.09514,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_153,0.59076,1.6994,1.18073,-0.64811,-1.37673,-0.76325,-0.31118,0.59977,-0.32148,-0.51381,0.49657,-0.5271,0.14507,1.55222,0.52405,0.61211,-0.30483,-0.41086,-0.27412,-0.50842,-0.45106,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_154,-0.60665,-0.68562,-1.09631,0.17539,1.33603,-0.76325,-0.31118,-0.52241,-0.32148,0.30334,-1.10916,-0.5271,-0.14422,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,0.58614,1.35968,0.22885,0.1453,-0.50514,3.57678,1
peptide_pm_155,-0.12015,-0.68562,2.11833,-0.64811,-0.48312,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.59103,-0.5271,1.05039,-0.42706,1.92109,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.4629,-0.58647,0.70938,-0.50514,-0.63352,1
peptide_pm_156,0.39584,0.38764,0.26991,-0.64811,0.90199,1.17404,-0.31118,-0.52241,-0.32148,-0.51381,0.336,0.50681,-0.66495,-0.42706,-0.72594,0.4881,-0.30483,-0.41086,-0.27412,-0.50842,-0.53283,-0.58647,0.494,0.88028,-0.63352,1
peptide_pm_157,-0.77373,-0.68562,-1.09631,-0.64811,-0.11078,-0.76325,2.64875,4.52742,-0.32148,1.39288,-1.10916,2.91925,0.55008,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,3.21836,-0.72645,-0.50514,-0.63352,1
peptide_pm_158,-1.35851,0.57704,-0.29265,-0.64811,-0.48312,-0.76325,-0.31118,4.23037,-0.32148,-0.51381,0.59103,3.12197,3.62339,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_159,1.19327,-0.68562,0.14571,0.39998,-1.37673,-0.76325,-0.31118,0.39574,1.9986,-0.51381,0.20462,-0.5271,-0.00221,-0.42706,1.31949,0.38663,-0.30483,1.32471,-0.27412,-0.50842,-1.26881,1.48889,-0.72645,-0.50514,-0.63352,1
peptide_pm_160,-0.3906,0.05456,-1.09631,0.14699,1.24249,-0.09521,-0.31118,-0.52241,-0.32148,0.27517,-0.61083,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,0.90578,-0.27412,0.5484,0.76147,0.20074,-0.72645,0.45032,2.52824,1
peptide_pm_161,0.70543,0.57704,2.11833,-0.64811,-1.37673,-0.76325,-0.31118,0.66578,-0.32148,-0.51381,3.1413,-0.5271,0.19272,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_162,1.59618,0.44413,1.06088,0.56547,-0.57718,0.25638,-0.31118,-0.52241,-0.32148,-0.51381,0.41206,-0.5271,-0.66495,-0.42706,-0.72594,0.54684,-0.30483,-0.41086,-0.27412,-0.50842,-0.4941,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_163,0.83442,0.65595,0.61147,-0.64811,0.5222,0.44756,-0.31118,-0.52241,-0.32148,-0.51381,0.69729,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.57113,-0.58647,-0.72645,-0.50514,0.18515,1
peptide_pm_164,-0.12015,-0.68562,2.11833,-0.64811,-1.37673,-0.76325,-0.31118,0.66578,-0.32148,-0.51381,1.44112,0.68926,1.90806,-0.42706,0.59757,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.40295,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_165,-0.18895,-0.68562,0.04221,-0.64811,-0.11078,2.46557,2.64875,-0.52241,-0.32148,1.39288,0.09514,1.19608,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,1.31594,1.30764,-0.50514,-0.63352,1
peptide_pm_166,-0.12015,-0.68562,2.922,-0.64811,-1.37673,0.37634,-0.31118,-0.52241,-0.32148,-0.51381,2.29121,0.68926,1.90806,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_167,0.98062,0.74539,1.63614,-0.64811,-0.36397,0.52828,-0.31118,-0.52241,-0.32148,-0.51381,0.81772,-0.5271,0.30707,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.28751,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_168,-0.4016,2.24145,0.76672,-0.64811,-0.68621,0.99793,-0.31118,-0.52241,-0.32148,1.56621,1.5184,-0.5271,-0.00221,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,1.48889,0.38305,-0.50514,-0.63352,1
peptide_pm_169,0.72071,-0.68562,0.42171,1.05989,-0.25144,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-0.03867,-0.5271,-0.66495,-0.42706,1.77403,-0.628,-0.30483,1.00331,-0.27412,0.62668,0.91187,-0.58647,0.17759,-0.50514,-0.63352,1
peptide_pm_170,-0.91993,0.65595,0.61147,-0.64811,-0.42727,0.44756,-0.31118,2.0025,-0.32148,-0.51381,1.60051,2.05766,1.1576,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,0.79912,-0.50514,-0.63352,1
peptide_pm_171,0.98062,1.10315,0.04221,-0.64811,1.15518,0.85116,-0.31118,-0.52241,-0.32148,-0.51381,0.09514,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_172,0.74671,-0.68562,1.63614,-0.64811,-1.37673,1.17404,-0.31118,-0.52241,-0.32148,-0.51381,1.78116,1.54071,0.79309,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_173,0.83442,-0.68562,0.18452,-0.64811,0.5222,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-0.65754,-0.5271,-0.66495,-0.42706,1.38341,-0.628,-0.30483,-0.41086,-0.27412,0.44932,1.03112,-0.58647,0.03633,0.36074,0.59448,1
peptide_pm_174,-0.81871,-0.68562,-0.04537,-0.64811,-0.20816,-0.76325,-0.31118,-0.52241,-0.32148,3.00622,-1.10916,1.06352,1.57818,-0.42706,1.00481,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.99574,1.1696,1.15117,-0.50514,-0.63352,1
peptide_pm_175,1.76033,0.10939,0.42171,0.20589,-0.81409,-0.76325,-0.31118,-0.52241,1.56896,-0.51381,0.49657,-0.5271,-0.12494,-0.42706,-0.72594,0.19874,-0.30483,-0.41086,-0.27412,0.62668,-0.17847,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_176,-0.60665,-0.68562,-1.09631,0.17539,1.33603,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,0.88118,-0.628,-0.30483,-0.41086,-0.27412,0.58614,1.35968,-0.58647,1.01705,-0.50514,3.57678,1
peptide_pm_177,0.55532,1.26576,1.38773,-0.64811,0.00431,0.99793,-0.31118,-0.52241,-0.32148,-0.51381,0.20462,-0.5271,0.66054,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.06933,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_178,-1.35851,-0.68562,-1.09631,-0.64811,0.00431,-0.76325,-0.31118,-0.52241,-0.32148,5.72624,-1.10916,1.35273,1.98603,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.06933,3.56425,1.49256,-0.50514,-0.63352,1
peptide_pm_179,1.91627,-0.68562,0.72532,-0.64811,-0.36397,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-0.14572,-0.5271,-0.66495,-0.42706,0.77404,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.6938,-0.58647,-0.72645,-0.50514,0.23972,1
peptide_pm_180,1.51224,-0.68562,1.38773,-0.64811,-0.68621,0.99793,-0.31118,-0.52241,-0.32148,-0.51381,0.86151,0.41282,-0.00221,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.59974,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_181,0.55532,-0.68562,1.38773,-0.64811,0.00431,-0.76325,-0.31118,1.31389,-0.32148,-0.51381,1.5184,-0.5271,0.66054,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,1.48889,-0.72645,-0.50514,-0.63352,1
peptide_pm_182,-0.94572,0.57704,-0.29265,-0.64811,-0.48312,0.37634,-0.31118,0.66578,2.68098,0.83209,-1.10916,-0.5271,-0.66495,1.66865,-0.72594,1.99811,4.44916,-0.41086,-0.27412,-0.50842,-1.26881,0.75641,-0.72645,2.75467,0.13699,1
peptide_pm_183,0.80069,-0.68562,1.00557,-0.64811,-0.20816,0.72698,-0.31118,-0.52241,-0.32148,-0.51381,1.11416,1.06352,0.45662,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.13654,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_184,-0.89069,-0.68562,-0.1855,-0.64811,0.6488,-0.76325,-0.31118,-0.52241,-0.32148,2.53688,0.81772,0.85144,1.2791,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.28751,2.45739,0.90082,-0.50514,-0.63352,1
peptide_pm_185,-0.85727,-0.68562,0.85544,-0.64811,-0.29163,0.62053,2.2259,0.9204,-0.32148,-0.51381,0.95535,2.42691,1.41796,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,1.01705,-0.50514,-0.63352,1
peptide_pm_186,0.80069,2.61672,-0.04537,-0.64811,-1.37673,-0.76325,-0.31118,1.03138,3.60481,-0.51381,0.0025,-0.5271,-0.66495,-0.42706,1.00481,1.08907,-0.30483,-0.41086,-0.27412,-0.50842,-0.13654,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_187,0.74671,-0.68562,3.00236,-0.64811,-1.37673,3.11133,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,3.60852,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
