,Z5__1,Z5__2,Z5__3,Z5__4,Z5__5,Z5__6,Z5__7,Z5__8,Z5__9,Z5__10,Z5__11,Z5__12,Z5__13,Z5__14,Z5__15,Z5__16,Z5__17,Z5__18,Z5__19,Z5__20,Z5__21,Z5__22,Z5__23,Z5__24,Z5__25,Z5__26,Z5__27,Z5__28,Z5__29,Z5__30,Z5__31,Z5__32,Z5__33,Z5__34,Z5__35,Z5__36,Z5__37,Z5__38,Z5__39,Z5__40,Z5__41,Z5__42,Z5__43,Z5__44,Z5__45,Z5__46,Z5__47,Z5__48,Z5__49,Z5__50,Z5__51,Z5__52,Z5__53,Z5__54,Z5__55,Z5__56,Z5__57,Z5__58,Z5__59,Z5__60,Z5__61,Z5__62,Z5__63,Z5__64,Z5__65,Z5__66,Z5__67,Z5__68,Z5__69,Z5__70,Z5__71,Z5__72,Z5__73,Z5__74,Z5__75,y
peptide_pm_48,-1.68534,0.77124,0.6029,-0.63944,-0.66067,-1.00122,-0.72449,-0.51772,0.03409,0.2309,0.57898,0.14294,-0.82354,-0.11293,-0.33726,-0.55486,-0.75445,0.20115,0.07675,0.86153,0.14183,0.15212,-0.02485,-0.85899,-0.04406,0.33718,0.55798,0.13623,-0.40282,0.55776,-0.77517,-1.79873,-1.24732,-0.5916,-1.08873,-0.32043,0.40495,0.21772,-0.48001,-0.08594,1.88457,1.979,1.03252,0.16307,0.59933,1.03756,-0.93881,-0.709,0.07303,-0.31232,0.61737,-0.30067,-0.40726,-0.07938,-0.61001,-1.94059,-1.33005,1.40731,0.69147,0.92297,-0.68336,-0.36144,0.20011,-0.52964,-0.84375,0.02089,0.82526,1.17484,-0.67378,1.5027,2.63375,-0.92584,-0.71031,-1.40659,-1.2106,1
peptide_pm_49,0.16899,0.20819,-0.05605,-0.23119,0.82925,0.52241,1.28488,0.35857,-0.3614,1.58854,0.72158,0.20839,-0.30599,0.21358,-0.06726,1.19223,0.66766,-0.11247,-0.49875,1.08372,-1.97667,-0.22969,-0.48139,-1.16598,-0.78844,0.39332,0.73857,0.1724,1.91676,0.98223,0.29538,0.63082,2.37375,1.29712,1.14834,-0.25931,-0.69919,-0.82261,0.36663,-0.30398,-0.0026,-1.93383,-1.19393,-0.78072,-2.15457,-0.264,0.97622,-0.12309,0.37625,0.47842,0.33242,0.54579,0.16005,-0.35499,-0.22869,-0.07735,-0.36999,-0.97209,-1.49666,-0.74843,-1.39671,-0.383,-0.70735,-0.13464,0.07917,1.0306,-0.30591,0.17456,0.02133,-0.61266,-0.40358,0.77801,0.45782,0.67424,0.37518,1
peptide_pm_50,0.23606,-0.02136,-0.68809,-0.42683,0.68212,0.61675,1.14362,0.09386,-0.32947,1.38379,0.63129,-0.29447,0.18951,0.61257,-0.69262,1.35606,0.60495,-0.35319,-0.3783,1.0012,-1.66231,-0.23962,0.45141,-0.35632,-0.99709,0.42453,0.56302,0.09168,1.90227,0.7904,0.14142,1.64878,2.6983,1.57814,2.36902,-0.18851,-0.97301,-0.923,0.35804,-0.61057,-0.02716,-1.09154,-0.86029,-0.48384,-1.23892,-0.14445,1.27367,0.664,1.27489,0.82117,-0.09505,0.83085,0.34541,-1.00729,0.12838,-0.43428,-0.99895,-1.11983,-1.3408,-0.97283,-1.29599,-0.48166,-0.80262,-0.07806,-0.04192,0.87117,0.0123,0.4584,0.27976,-0.34229,-0.85537,0.617,-0.15413,0.17044,0.42622,1
peptide_pm_51,-0.30543,-0.55633,-0.74848,-0.20898,0.50813,-0.54275,0.20641,-0.32094,0.69654,0.07487,0.9594,0.07588,-0.81841,-0.25324,0.05649,-0.99797,1.16649,0.04483,-0.04399,-0.22191,1.30043,-0.38049,-0.36393,0.64231,1.09956,0.66862,0.63418,0.00101,0.3199,0.79166,0.82231,0.25169,-0.58187,-0.30353,-0.18415,-0.28973,1.10252,0.44898,0.64095,0.60227,-0.02081,-0.88599,-0.22291,-0.39975,-0.90826,-1.05174,-0.45259,-0.63572,-0.17958,-0.55616,0.19273,0.83841,-0.46025,0.25585,0.35707,0.72819,-0.40585,0.26669,0.15834,0.32812,0.06699,-1.02159,0.78025,-0.08333,-0.47893,-0.69784,-0.18489,-0.56207,-0.76332,0.05433,-0.51576,-0.18862,-0.58603,0.45156,0.09491,1
peptide_pm_52,0.41401,0.0441,-1.46685,-0.69774,0.69955,1.18336,-0.77903,-0.26819,0.3469,0.07649,-0.7543,-0.18521,1.03161,-0.52899,-0.45152,1.10176,-0.19133,-0.71991,0.3328,0.54224,-0.22871,0.05251,1.07691,0.6326,-0.25824,-0.24692,-0.60161,-0.6931,-0.17745,-0.35546,-0.76411,0.0096,1.05801,0.6226,0.1983,0.35867,-0.74293,-0.9315,-0.56986,-0.64141,0.4998,0.21756,-0.08899,0.53523,0.28714,1.02574,1.02848,1.09766,0.82839,1.29868,-1.69131,0.54877,-0.14541,-0.23515,-0.23501,0.13706,0.25891,0.45125,-0.52086,-0.03938,-0.23661,-0.40787,-0.78779,0.17979,-0.5008,0.42021,0.12074,-0.28497,0.43768,0.47728,-1.34909,-0.21115,-0.44022,-0.33879,-0.48239,1
peptide_pm_53,0.45891,0.96234,-0.62015,0.51023,1.06438,-0.65905,0.34695,1.2627,0.95043,1.40626,0.6436,0.23086,-0.1015,1.13026,0.71312,-0.04216,0.59557,1.38821,1.32101,0.41224,-0.37822,-0.3925,-1.22327,-1.53734,-1.3354,-0.61997,-0.26632,-0.63529,0.36504,-0.2323,1.00687,-0.03533,-0.37465,-0.68149,0.71333,-0.64213,0.19906,0.13411,-0.04653,0.52891,-0.50258,-0.42698,-0.19367,-0.91767,-0.89331,-0.97872,0.03927,-0.16876,-0.66688,-0.3268,1.85403,0.41459,0.8274,0.24845,-0.03168,0.26841,0.7857,-0.16213,0.01853,-0.51951,-1.43338,0.22639,0.23927,-0.0206,-0.0017,0.15334,-0.62761,-0.94683,-0.47237,-0.5134,-0.35416,0.62521,0.26595,0.43708,0.08426,1
peptide_pm_54,-0.2219,-1.60696,0.6369,-0.84149,-0.0338,-0.75027,0.69633,0.80205,-1.12571,1.5445,-2.52011,-0.72377,0.61989,1.58578,-1.21294,0.90137,0.17016,1.11428,-0.53728,1.15857,0.60953,0.65016,-1.36436,-1.16581,0.49741,1.21075,-0.97626,-0.76263,0.62747,0.47366,-3.38966,-0.66964,0.41154,2.61883,-3.26357,1.1291,0.69899,0.53585,0.06982,1.08118,0.79629,-1.03911,-0.99396,-3.54432,1.24043,3.40018,-1.64866,-2.55421,-2.8358,3.58599,-2.22722,0.53897,-1.05391,-0.31171,-1.80086,-2.91037,1.78996,2.92284,3.75895,-2.55734,-0.10319,0.5704,1.2136,0.23765,0.86802,-0.42959,-2.88195,-1.83338,-3.65643,-0.04158,2.33815,2.0168,1.90497,0.82505,4.89611,1
peptide_pm_55,0.04742,-0.74626,-1.25838,1.01271,0.13712,-0.8089,0.08925,0.68995,-0.05938,-0.28141,-3.66548,0.67545,1.74772,-2.41648,-1.43613,1.21156,-0.02479,-0.07659,0.52011,-0.01887,0.99744,0.34422,-0.18795,-0.86148,-0.90671,-1.64398,1.13675,0.86672,0.77837,0.98381,-1.30938,-1.25381,-2.47663,-1.62238,-0.62904,-0.18652,1.53052,1.66194,1.73881,1.4015,0.34165,0.32156,0.94495,1.36623,1.08739,1.60772,-0.18792,-0.9449,2.23647,1.40862,-2.87336,-1.50914,-1.74289,-2.38552,-1.80785,0.11282,-0.07131,0.06199,0.19242,0.66215,-0.54995,1.55857,1.41948,1.72999,1.30732,1.81925,0.56193,0.67634,0.82901,0.64048,-0.75954,0.11259,-0.65197,-0.88605,-0.70857,1
peptide_pm_56,-2.01994,0.50719,0.50707,-0.84325,-0.74594,-1.35593,-0.44741,0.25281,-0.94936,-1.16831,0.2998,-0.28373,0.39038,0.31837,0.16249,-0.6984,-0.63826,0.2824,-0.23606,-0.29219,-0.78262,-0.65097,0.57265,0.62986,0.45777,1.45273,1.47722,0.8472,0.60152,0.66419,-0.61956,-1.27553,-0.73706,-1.49183,-0.89256,0.26236,0.68345,0.81951,0.00453,0.63881,2.76068,3.10209,1.05012,2.07779,0.16292,0.99895,-1.49058,0.20324,0.66884,-0.40695,1.37915,-1.52064,0.76378,-0.91946,0.06668,-1.75882,0.71905,-1.71821,1.79395,-2.70503,-0.59236,-0.29654,0.1455,-0.32338,0.01932,0.56637,2.62831,-0.37686,0.65794,0.37339,2.7914,-0.85924,0.78655,-1.13311,-0.27642,1
peptide_pm_57,1.15855,0.14562,-1.13306,0.99075,1.20094,1.15647,0.10099,-0.84132,0.52876,0.72226,-0.30304,1.1164,1.09475,1.49447,1.24821,1.47276,-0.20485,-1.30959,0.34191,0.65566,-1.49529,-1.21675,-0.49846,-0.93718,-0.88464,-1.79168,-0.17361,-0.72342,-0.53927,-0.25349,0.02617,-0.44163,-0.50052,-0.09177,-0.05383,0.04721,0.15136,-0.69523,-0.33601,-0.0782,-0.39852,-0.14179,0.41076,0.54917,0.46524,0.8217,2.50141,2.52326,1.87235,1.68393,-0.97252,-1.54849,-0.74324,-0.73907,-0.61496,-0.69789,-1.57834,-2.0374,-2.10213,-1.85426,-0.3706,0.52963,-0.57001,0.01417,0.16242,0.31973,0.29367,1.20735,1.34685,1.16898,-0.47727,1.00668,0.83349,0.76413,0.77406,1
peptide_pm_58,-1.58392,0.56396,0.35792,-1.16424,-0.90079,-1.74152,-0.54367,0.33002,-0.35841,-0.57279,0.27252,-0.41867,0.2375,0.79619,0.07077,-0.91399,-0.95986,0.22777,0.32306,0.15108,-0.80315,-0.45311,0.46569,0.39753,1.02865,1.21194,0.59373,0.19151,0.28958,0.34032,-0.72545,-1.39805,-1.43707,-1.85765,-0.32276,0.16914,0.11544,0.56951,0.32365,0.74585,2.54888,3.16185,0.89761,1.94983,0.23928,1.0503,-1.08287,-0.17333,0.78439,-0.27644,1.15826,-1.48225,0.34425,-0.62055,0.45677,-1.82801,0.91109,-1.84971,1.19426,-2.36169,-0.43766,-0.40484,0.12987,-0.60125,0.04291,0.50511,2.67657,-0.17223,0.52792,0.14076,2.67802,-0.72497,0.40467,-0.52259,0.61125,1
peptide_pm_59,2.37905,-0.8734,-2.43775,1.19603,2.05457,-1.11207,0.62736,-0.61884,-0.08514,0.69848,0.98487,0.72415,-2.52881,0.19388,1.126,-2.31497,0.00161,1.63845,1.73747,-1.69564,1.30049,-0.15587,1.07677,-1.33645,1.01083,0.01636,-0.98723,0.452,-0.51895,-1.29239,0.42932,-0.63907,-1.00033,0.94668,0.53916,1.1593,-1.60777,2.57972,-2.2271,-1.31883,-1.23356,2.14136,-2.44882,0.27191,-0.58904,0.25028,-0.84153,-1.35741,-0.4389,0.00817,-0.46305,-0.13486,2.78747,-1.66565,-0.41847,-0.62562,0.09852,-0.34185,1.10721,-0.24017,2.10079,-2.53215,1.31256,-1.28209,-0.65136,-3.44924,2.54275,-2.56494,0.96257,-0.13881,0.54016,-1.84825,0.86276,-1.68496,-0.67517,1
peptide_pm_60,0.52139,0.09836,-1.63043,0.01524,1.06208,0.84455,1.10151,0.38778,0.19438,1.15246,1.47588,-0.36481,-0.81219,0.87537,0.16642,0.69794,1.00382,0.84018,0.31406,0.1395,-1.23316,-0.07908,0.21385,-1.07614,-1.24547,-0.71181,0.3887,0.9263,0.48079,0.99561,0.60208,0.62257,0.73384,1.98079,0.43506,-0.58309,-0.32916,0.33901,-0.02429,0.77396,-0.30909,-1.15198,-1.49663,-1.67342,-1.75856,-0.65166,0.08283,-0.1678,-0.01704,-0.08654,0.52997,0.99791,1.05928,0.74279,1.20966,0.02035,-0.90107,-0.52643,-0.96157,-1.31313,-1.25952,0.21958,0.08295,-0.72844,-0.56899,-0.13478,-0.79195,-0.65943,-0.74185,-0.59396,-0.33102,1.20078,0.74617,1.58439,1.31477,1
peptide_pm_61,-0.98482,0.06434,0.04502,-0.18038,-0.36078,-0.31803,-0.21369,-0.01502,-0.24675,0.41826,0.23301,-0.13251,0.18036,-0.22753,-0.31341,0.11632,-0.01574,0.04207,0.01609,-0.1274,-0.60838,0.63061,-0.52732,0.89291,-0.06255,0.35383,0.56993,0.11959,1.00694,1.93534,-0.01094,0.92385,1.34423,1.14829,-0.03704,-0.44572,-0.74243,0.47728,0.60656,0.76164,0.69797,-0.73217,-0.56866,0.64952,-0.41728,-0.25411,-0.26168,0.07809,-0.49188,0.31751,0.69597,1.37878,0.37117,0.24776,-0.02197,-0.64212,0.77391,-0.57956,-0.13676,0.17497,-0.72715,-0.39335,-0.26147,-0.41529,0.17254,0.8414,-0.43097,0.09081,0.62549,0.87611,-0.01119,-1.13158,-0.38656,-0.02647,-0.84082,1
peptide_pm_62,0.00743,-0.69425,0.25132,-0.46322,-1.05738,0.34619,-0.17545,0.64391,-1.16912,-1.01995,-1.57904,0.81155,1.00714,-0.18909,1.09242,0.81911,0.12654,0.73234,0.03017,-1.16401,0.83595,-0.52398,-1.2519,1.77679,-0.60453,2.36061,-1.73537,1.49182,-1.72372,-0.51369,-1.7141,2.0947,-0.53229,1.69076,1.4351,2.02358,-0.31323,1.63976,-1.09935,0.06328,-0.91639,-1.08872,-1.9539,-0.69448,0.05498,1.95516,0.50894,-0.03616,1.3833,-0.03344,-1.33737,-0.73897,-1.86713,-1.36061,0.50354,-0.97815,2.37784,2.63649,1.5983,1.41604,0.28456,0.13245,0.6577,-0.18268,-0.83154,-1.07806,-2.61524,-1.69733,-0.53225,-0.12196,0.95708,0.71696,0.86874,-0.03868,0.7178,1
peptide_pm_63,-0.27425,-0.2768,-0.23014,-1.14291,-0.18891,-0.6062,-2.50212,1.2535,0.23162,-0.05985,0.9091,0.1468,-1.47888,-0.67619,-0.4234,0.20596,-0.9779,0.33849,0.21339,0.83983,-0.81812,-0.34306,0.7111,0.79999,0.07043,1.79402,0.83184,2.60062,1.52226,2.18215,-0.1779,1.4615,1.61799,-0.0401,2.02401,0.78806,1.54565,1.36583,1.25144,0.42498,0.66933,-1.17026,-0.5365,-0.1982,0.72391,-0.54079,-0.38453,-1.43691,0.7254,-0.32629,0.01118,0.08402,1.46526,0.40005,0.72199,0.42149,0.11827,-0.11387,0.20391,0.2753,-0.89666,0.56139,0.10113,0.14319,0.59515,0.26163,-0.70356,0.39356,0.11629,0.18563,-1.25154,-0.16562,-0.77784,-0.69922,0.06917,1
peptide_pm_64,1.66991,-0.58818,-1.63897,1.31967,1.96707,0.73171,0.24052,-2.4476,0.59993,1.13499,-0.10467,1.62164,1.61552,1.97078,0.79688,1.09382,-0.05095,-2.96746,0.19092,1.2002,-1.00462,-0.93572,1.53628,-1.72124,-1.39728,-1.24871,-0.85773,-1.2103,0.29786,-0.4871,0.20519,-0.23441,-0.96908,-1.02731,-0.95491,0.6898,-0.68464,-1.09532,1.00053,-0.16887,-0.95306,0.60826,1.4011,0.0877,0.82506,0.65143,2.84788,2.21354,2.2268,2.64541,-0.76515,-2.58212,-0.68525,-0.61459,-2.08157,-1.03218,-0.5985,-1.34156,-1.69736,-1.0021,0.1055,0.03831,-0.95024,1.21928,0.37258,-0.68715,0.81618,1.95328,0.56805,1.24468,-0.61223,-0.21183,-0.46647,0.73795,-0.06501,1
peptide_pm_65,-0.04908,-0.12989,-0.77895,0.65034,-0.17724,0.03816,-0.96433,0.12313,1.0016,0.8433,-2.88151,-0.12523,0.36967,-0.80101,0.06659,1.59188,-0.27759,0.04965,1.27768,0.79748,0.66816,0.88271,0.30289,-0.47915,-0.54205,-1.41426,-0.4111,0.06729,-0.43065,-0.22496,-1.49587,-0.17295,-1.58953,-3.03805,-2.2511,-0.18405,0.04626,0.66671,0.94929,0.57006,-0.18268,0.7018,0.80436,1.45727,1.1893,1.47363,1.81066,0.20269,1.84368,0.9375,-2.99534,-1.47086,-0.97131,-2.66666,-2.12719,-0.34562,-1.33218,-0.41561,-0.04229,0.41775,-0.57316,0.649,0.80278,1.53225,1.0979,1.30422,0.9424,0.92366,0.76112,0.57088,-1.13617,-0.04599,-0.33363,-1.11507,-0.94578,1
peptide_pm_66,-1.98716,0.52883,0.3903,0.63808,-0.05566,-1.80462,0.61365,1.21021,-0.73597,-0.24826,-1.44252,-0.83236,-0.7978,-0.8618,-0.61887,-0.03615,0.61002,0.55519,-0.41003,-0.11836,1.4137,-0.37391,-1.06586,0.7602,0.13029,0.22557,0.05454,-1.15667,0.68108,-0.25131,-0.78958,-0.80235,-0.48781,0.16652,0.72454,-0.48754,-0.58807,-1.04984,-0.41935,-1.4385,-2.83695,-0.51437,0.7189,-1.4793,-0.5518,-0.85916,0.97515,0.27734,0.03395,-0.43391,-0.38094,-0.64736,-0.23955,0.22689,0.45161,0.57535,0.80141,0.49988,0.09422,0.33486,-1.21141,0.27395,-0.09983,-0.15013,-0.38257,0.22681,0.46928,1.3813,0.9388,0.5575,0.50818,1.07712,-0.00664,2.18091,1.21841,1
peptide_pm_67,3.18761,1.82659,2.28558,1.24614,3.9777,-0.74851,2.36374,-2.28211,-1.54324,-0.11126,0.89656,3.60428,0.8135,1.38466,0.98877,-0.48634,1.76066,-2.643,-2.1554,-0.39733,-0.46791,-3.35037,1.87488,0.60042,-0.43011,0.33273,-0.73019,-3.08778,-0.61924,2.76856,1.24279,-0.19772,-2.21313,-1.7952,1.06903,2.4452,-0.51404,-3.0281,0.04767,3.72684,-2.62219,0.48379,3.61845,1.16508,-2.96161,-0.2435,0.58796,0.71343,1.0214,1.78001,1.13893,-3.56954,-2.17645,0.30399,0.42831,-1.13361,2.11203,0.67542,-1.16136,-1.74366,1.24818,0.45086,-2.73907,0.01225,3.64222,-3.39938,-0.09235,3.76671,1.71799,-2.9669,0.18127,-1.10174,-2.71141,-0.3308,2.96207,1
peptide_pm_68,2.29847,0.93298,-1.94252,1.09422,2.60606,-0.56913,3.29508,-0.59151,-3.10834,0.16716,0.60897,0.58203,0.27782,1.79706,0.18756,-0.34861,3.83497,-0.55148,-3.25298,0.58745,-0.65477,-2.19481,1.01934,1.50659,-1.17678,0.73929,-0.5833,-2.44167,-0.89043,-0.16264,0.26766,0.65723,0.42549,0.3935,-0.96799,1.87834,-0.17989,-2.99174,-0.55638,-0.25642,-1.7062,0.21511,2.61328,0.18606,0.75339,-0.18224,-0.40212,1.41779,-0.09149,1.062,0.77935,-0.69353,-0.34996,-0.94137,-1.14001,-0.67847,1.04319,-0.36396,0.98831,-0.23645,0.6851,-0.71904,-1.63589,-0.06569,-0.43491,-2.72023,0.94914,1.3117,-0.11003,0.70086,-0.1766,-0.55041,-0.52985,-0.91413,-0.41621,1
peptide_pm_69,0.66787,1.37412,0.563,1.80151,-0.53124,0.57483,2.2412,0.11819,-0.36931,0.173,-0.46012,-0.43598,-0.86196,1.00729,1.00625,0.58087,1.59868,-0.64647,-1.12322,-0.73264,-0.25477,-0.92308,0.07582,1.00875,0.08135,0.10916,0.32768,0.78495,1.23992,-0.52046,-0.7939,-0.81659,-0.98624,-1.35286,0.50704,0.82175,-0.00408,0.33083,0.01868,-1.17155,-0.74787,-0.40219,0.05437,-0.58944,0.77423,0.54087,2.44273,1.65385,1.37107,0.84835,-0.36836,-0.30262,-1.15969,0.11082,1.3831,-0.19971,-1.3443,-0.36135,-0.23013,-0.85561,0.00542,-0.05587,0.34829,-0.17303,-0.73507,-1.01574,0.16454,0.5408,0.11184,0.7456,-0.71346,0.09257,0.01859,-0.19332,-0.97662,1
peptide_pm_70,-1.41214,0.71855,0.41849,-0.07487,-1.18722,-1.04296,-0.98122,-0.06958,0.07685,0.31455,0.8084,-0.23018,-0.5066,-0.15633,-0.41316,-0.42871,-0.3373,0.33325,-0.10529,0.65953,-0.20315,-0.36275,-0.04811,0.53406,-0.54733,0.35366,1.31433,0.23893,-0.3862,0.42554,-0.60492,-1.57151,-0.82634,-1.06793,-0.82463,-0.76217,0.57735,0.70198,-0.19822,-0.25172,1.79198,1.1991,0.78688,-0.18771,0.11564,0.82312,-0.84871,-0.02604,-0.10697,-0.5789,0.6043,-0.33255,-1.17119,-0.72424,-0.22288,-1.84704,-1.3588,0.50504,0.83261,1.09307,-1.04277,0.09432,0.19668,-0.06645,-0.3038,0.4978,0.5615,0.32584,0.02705,0.33604,2.27159,-0.73237,0.16006,-1.74678,-1.78676,1
peptide_pm_71,-1.73887,-0.54041,0.66604,-0.83328,-0.86477,-1.35028,-0.5592,0.12687,-0.47659,0.12272,-0.31939,1.31807,-0.99077,1.02554,-0.17226,-0.17165,-0.46531,-0.18645,-0.5854,0.38949,-0.16051,-1.3735,1.20614,-0.72111,1.11501,-0.60215,-0.08922,-0.23741,0.28163,-0.67776,-1.44227,-1.24487,0.62164,-1.3399,-0.13608,-0.6525,0.78789,-0.005,0.23203,-0.26074,1.5761,1.05878,0.86722,0.30688,0.75781,1.56402,-1.85062,0.56883,-0.37879,-0.53887,0.183,-0.13428,-1.11782,-0.25177,1.06251,-2.34473,1.63116,-1.33723,2.63907,-2.28323,-0.93928,0.25659,-0.29913,-0.17201,-0.51453,0.84331,0.27291,0.31851,0.2172,0.55866,2.74998,-0.90472,-0.06741,-1.28985,0.81291,1
peptide_pm_72,-1.0032,0.96818,0.08603,0.31199,0.14809,0.06128,0.21555,0.92883,1.17056,1.1228,0.21043,-0.62295,-0.25805,1.43912,-0.7354,0.64127,0.80233,0.26065,0.23195,0.70728,-0.26446,-0.24748,-0.87285,-1.61957,-0.17176,-0.34447,0.87575,0.82757,0.96837,0.20625,-0.09887,0.28576,0.89625,0.79541,1.07134,-0.72305,0.16202,-0.12362,-0.6822,-0.64946,0.02005,-1.94339,-0.6938,-0.96172,-0.14905,0.31152,-0.07653,-0.84802,-0.02573,-1.20584,0.66675,0.17195,-0.16784,-0.298,0.02571,-0.77055,0.81811,1.90996,0.60956,0.32246,-1.48337,-0.38662,-0.31401,-0.62996,-0.36618,0.7478,-0.96016,-0.35873,0.00904,0.85786,0.72376,0.14383,-0.29057,-0.30246,-0.28643,1
peptide_pm_73,1.40135,0.91574,0.98113,1.10323,1.67274,-3.47776,2.63989,-1.70106,-1.79395,-0.39545,-0.65789,0.66706,-0.78367,1.92954,-1.75168,-1.48939,1.80877,-1.79492,-3.61309,-0.20895,1.79793,-1.66066,2.97903,0.45325,0.15127,1.49266,-2.57618,-0.51781,-0.76592,0.48772,0.50148,-1.70623,2.89988,-2.6914,0.93795,2.11664,-1.64336,-0.8964,1.37922,0.34763,-2.2333,3.22222,-0.78203,1.74813,-0.93574,-0.79804,-1.40092,-0.17275,-0.49414,-0.05806,0.50964,-0.77433,-0.74486,0.76561,-0.68795,-0.34582,2.43031,-0.33239,0.03085,-0.02538,0.75568,-0.53463,-0.95393,0.97263,1.71275,-2.49815,1.98804,0.52741,1.50245,-1.39867,-0.01095,-1.66838,-0.2522,-0.88037,0.69872,1
peptide_pm_74,1.9393,-0.41462,-0.16418,2.6761,-1.23246,-1.94951,-0.89942,-1.98069,0.61413,-0.19633,-1.88599,1.01628,2.38469,-1.0397,1.54814,-0.98065,-0.63118,-1.63026,0.83572,-0.31104,2.23089,0.39038,1.40719,0.90284,-0.29205,2.25182,0.00387,1.08542,0.49732,0.53219,-0.62642,-0.52559,-2.07622,-3.04292,-1.51511,4.04061,0.22572,1.92668,0.31527,0.9775,-3.12232,0.10379,-0.96568,0.06407,-1.43297,0.7734,-0.01142,-0.14466,1.85499,-0.44975,-0.65998,-2.78973,-1.03997,-3.70261,-1.662,-0.13684,2.63601,1.15121,1.4208,1.76718,2.32533,0.83748,2.09027,1.26412,1.04676,-3.70331,-0.52958,-1.09951,-0.77561,-1.66385,0.22096,-0.94363,0.66698,-0.95684,0.67931,1
peptide_pm_75,1.50688,0.6179,-1.56439,1.18246,1.80024,-0.04971,-0.12816,-1.98002,-0.15224,2.16439,-0.69483,0.67029,0.91528,0.5719,0.0644,0.79054,0.26243,-2.40866,-0.55459,2.59824,0.11809,-0.59015,1.33873,0.47041,-1.29228,-1.00901,-0.70552,-1.18019,-1.34112,0.40868,0.31112,-1.50589,-0.53239,-0.69946,-0.77833,0.75387,0.11356,-1.25398,-1.31762,0.96667,-0.87218,0.8674,1.09156,0.94178,0.22546,0.62415,1.73553,1.51688,1.40238,2.03281,-0.7843,-1.77412,-0.42258,-2.40091,-3.23734,-0.84833,0.26674,-0.51371,0.00724,0.42,0.10172,0.37868,-1.36729,-0.29795,1.93477,-0.50461,0.84131,1.28213,0.79858,-0.2047,-0.79388,-0.88107,-0.66247,-0.08107,-0.52457,1
peptide_pm_76,1.49786,-0.51537,-1.78952,-0.75528,1.9855,2.11892,-0.2909,-2.3329,0.34307,1.68489,-1.49522,0.51,1.64713,-0.77201,-0.34821,2.02323,0.04863,-1.81875,0.02691,1.44726,-2.06046,-0.19692,2.15541,-0.45792,-0.68341,0.67221,-0.14294,-2.52101,-0.69861,0.73917,-2.12388,0.69441,1.31347,-1.26621,-1.83817,0.88743,-0.18411,-1.47978,0.29811,0.62806,-0.24193,1.06187,0.78359,-0.13453,-0.96375,1.73734,2.65702,2.17565,2.47373,2.53663,-1.90301,-0.66667,-0.67961,-1.00425,-0.95699,0.28172,-1.19849,-1.14969,-1.28436,-0.19007,-0.52911,-0.24375,-1.51157,0.29633,0.81262,0.16403,0.99834,0.76815,0.21466,-0.22039,-0.66562,-0.47969,-0.60703,0.27262,0.20638,1
peptide_pm_77,-0.46594,-0.23834,-0.30876,0.7385,0.43827,0.73765,-0.297,-1.07794,1.39698,0.7596,-1.58385,0.0581,-0.04422,-1.62235,-1.7113,0.12082,-0.91191,0.55734,1.58752,0.29907,1.34462,0.41382,0.23626,-0.18335,0.26824,1.00495,-0.02437,-0.87353,0.16281,-0.59094,-1.6667,1.12899,0.58123,-0.45188,-0.96121,0.96585,-0.79595,-0.15055,0.5044,-1.22159,-0.34976,-0.36654,0.02068,-0.75365,1.25312,0.89131,-1.25136,1.18202,-0.52013,1.28822,-2.20041,1.17351,-0.84131,-0.67048,-0.75497,1.15026,-0.28202,0.57999,0.06877,0.7245,0.30497,-0.08106,-0.72983,0.07085,-0.30325,-1.03965,-0.31558,-0.12256,-0.89412,0.21634,-0.37635,0.19959,-0.27808,-0.62644,-0.23197,1
peptide_pm_78,-0.84923,-0.04285,-0.55642,-1.59302,0.02655,-0.83926,0.2125,-0.48753,1.7724,-1.33219,-1.17636,1.45373,2.15264,-0.72748,-1.7489,0.12926,-0.02073,-0.54131,1.10237,-0.83872,-0.35035,-0.33733,-2.01756,0.71109,2.81131,0.37476,-2.6747,0.05149,0.3684,-0.86605,-0.87905,0.40351,-0.06546,0.15606,0.1735,0.69001,-2.34929,0.06115,0.2783,-1.77273,0.60558,2.6713,0.38261,1.65145,0.35493,1.35016,0.83202,-2.2449,-1.75908,-0.47273,-0.06745,1.36739,-0.00669,-0.11272,0.17624,-0.48873,-1.98102,3.48536,1.5864,-0.12038,-0.42126,-1.15383,0.26833,0.13983,-1.1953,0.52676,0.94076,-1.50348,0.69675,-0.64824,1.94906,0.41656,-0.05912,-0.58454,-3.26906,1
peptide_pm_79,-0.73275,-0.66488,-0.50454,0.48087,-0.56907,-1.38839,-0.59467,0.05321,0.25757,0.63012,-0.2665,0.23679,-0.22906,-0.63303,-0.32616,-0.40056,-0.2885,0.66833,-0.04928,0.06775,0.19041,0.00182,-0.41044,-0.17227,-0.16253,0.64336,0.47028,-0.14748,0.26081,-0.53003,0.15173,0.50213,-0.53772,0.2948,0.83828,0.04894,0.88662,-0.63237,0.52453,0.6507,-0.55945,-0.84493,-1.25763,-0.13239,0.30531,-0.84704,-0.27701,-1.17145,0.0939,-0.01044,0.41337,0.07547,-0.0181,-0.40187,-0.11813,0.47587,-0.23174,-0.4708,-0.29223,-0.10556,-0.52705,0.163,-0.60561,-0.25538,-0.26437,0.32849,-0.63566,-1.12842,0.34543,0.8141,-0.00259,1.05659,0.40714,-0.06926,0.87878,1
