,Geary_CIDH920105.lag1,Geary_CIDH920105.lag2,Geary_CIDH920105.lag3,Geary_BHAR880101.lag1,Geary_BHAR880101.lag2,Geary_BHAR880101.lag3,Geary_CHAM820101.lag1,Geary_CHAM820101.lag2,Geary_CHAM820101.lag3,Geary_CHAM820102.lag1,Geary_CHAM820102.lag2,Geary_CHAM820102.lag3,Geary_CHOC760101.lag1,Geary_CHOC760101.lag2,Geary_CHOC760101.lag3,Geary_BIGC670101.lag1,Geary_BIGC670101.lag2,Geary_BIGC670101.lag3,Geary_CHAM810101.lag1,Geary_CHAM810101.lag2,Geary_CHAM810101.lag3,Geary_DAYM780201.lag1,Geary_DAYM780201.lag2,Geary_DAYM780201.lag3,y
peptide_pm_102,0.37432,1.42869,-1.33537,0.42694,1.68619,-1.13621,0.43639,0.95089,1.38105,0.36566,1.75069,-1.18473,0.46189,1.39438,0.31258,0.34032,0.81605,1.54175,0.32845,2.04231,-2.06996,0.30467,1.54782,-0.24638,1
peptide_pm_103,0.28988,0.80334,-1.3648,0.1991,0.4407,-1.71553,0.48951,-0.35875,-1.05072,0.28431,0.27835,-1.28871,0.54752,-0.31787,-0.65636,0.31113,-0.05695,-0.80915,-0.04398,1.29588,-0.85785,-0.57386,0.36199,-0.68234,1
peptide_pm_104,0.62308,1.39719,-1.59159,0.60458,1.14833,-1.68553,-1.35259,1.13936,0.3195,0.81229,-0.00617,-1.88614,-0.80349,-1.3961,-0.43614,-1.22042,1.59258,0.23268,0.54464,-1.51364,-1.34423,0.77144,0.78428,-2.20682,1
peptide_pm_105,-0.42375,1.00848,-0.67175,-1.07319,1.41937,0.30857,0.96582,-0.67671,-0.33079,0.45654,1.47474,-1.25857,1.26474,-0.4278,-0.22083,0.80098,-0.15827,-0.57002,1.00001,1.03773,-0.95293,1.70679,-2.44973,0.64429,1
peptide_pm_106,-0.07209,0.9641,-0.28917,-0.01351,0.22944,-0.69834,-0.29079,0.61572,0.03438,0.55768,0.95472,-0.19715,-0.43352,0.81263,0.61847,-0.31906,0.92762,1.05291,0.65923,0.26913,0.74808,0.18316,0.48478,1.26903,1
peptide_pm_107,0.32807,-0.22947,-1.32798,0.62458,-0.937,0.34157,0.01908,-1.28125,-1.60551,0.503,0.07522,-0.62387,-0.05371,-1.40569,-1.41951,-0.04172,-0.76036,-1.48179,0.26407,-0.98648,-0.55168,1.3588,0.2074,-1.50165,1
peptide_pm_108,-0.91883,0.30835,0.327,-0.43165,0.60117,0.75051,0.29361,-0.08737,-0.45382,-0.81178,-0.49519,0.44284,0.70258,-0.00503,-0.71182,0.61605,0.3689,-0.47052,1.12053,0.91829,-0.8603,-0.9319,0.74008,1.90102,1
peptide_pm_109,-1.64383,-1.68672,-1.48228,-3.38553,-2.68927,-2.06348,1.03437,0.77553,-1.81576,0.50224,-0.33892,-0.52504,0.39244,0.38078,-1.83554,0.34525,0.35021,-1.08317,0.40636,0.58379,2.33245,0.70037,0.35112,-0.3941,1
peptide_pm_110,-2.1626,-0.55282,0.60161,-1.56121,-0.56385,0.23794,1.62954,-0.43034,-0.45277,-1.9311,-0.62433,1.87085,1.78407,-0.55789,-0.48389,1.42277,-0.51862,-0.10166,-0.41614,0.26144,0.07504,1.36191,-0.63858,0.6468,1
peptide_pm_111,-0.93405,1.41992,-0.55595,0.92107,1.97349,-1.33958,-0.23201,0.10386,-0.41674,-0.64463,1.51887,-0.16778,0.32709,0.01122,-0.6537,-0.41004,0.37285,-0.47761,-0.39547,1.28421,-0.363,-1.01572,0.55901,0.33581,1
peptide_pm_112,0.56206,1.42852,-1.20959,0.76463,1.61622,-1.45612,-0.51799,-1.69021,-1.01668,0.65676,1.71512,-1.3012,-1.1949,-0.48314,-0.60567,-0.31807,-1.83662,-1.21783,-0.97404,1.66448,-0.63585,0.98484,1.03618,-1.7978,1
peptide_pm_113,0.49967,0.24902,0.50477,0.29409,0.34646,0.76011,-0.22945,-0.81151,-0.04545,0.80307,-0.13302,1.80042,0.02151,-0.49517,-0.44497,-0.03492,-0.36051,-0.21509,0.46995,0.48414,0.17297,0.86582,0.45179,0.60947,1
peptide_pm_114,1.42898,0.08615,0.04515,1.65523,-0.37992,0.65219,1.30169,-1.18675,0.04126,-0.50988,-0.39304,-0.79953,1.05479,-1.05436,-0.16334,0.73739,-0.21352,-0.23085,0.35201,0.34356,-0.92006,1.48773,-0.38338,0.53664,1
peptide_pm_115,-0.55706,-0.76443,0.85577,-0.72692,-0.80592,0.5137,-1.08799,-0.81016,0.62938,-0.28014,-0.75172,1.20155,-1.22504,-0.93143,0.30454,-1.15284,-1.08706,0.52529,0.48258,-1.45051,1.08848,0.02828,0.02738,-0.27829,1
peptide_pm_116,-0.20409,-0.01394,-0.99741,0.27176,0.24993,-0.37856,-0.12746,0.09334,-0.27107,0.56892,-0.97678,-1.72175,-0.35277,0.08692,-0.38229,-0.62677,-0.91526,-0.56266,-1.72549,-0.9922,-1.27553,0.02952,-0.59477,-0.601,1
peptide_pm_117,0.00598,0.37061,0.191,-0.55203,1.26067,0.27932,-0.72391,1.80617,-0.15629,-0.55392,1.48649,0.63032,-0.63027,1.76774,-0.35392,-0.94737,1.69205,-0.08198,-0.7546,0.8087,-0.43716,-1.6878,-0.71637,1.04176,1
peptide_pm_118,-0.22371,-1.18417,1.45518,-1.27721,-0.28704,0.85438,1.78787,-0.38625,0.70247,-1.43308,0.44632,0.90446,2.00666,-0.60712,0.92749,1.88813,-0.53533,1.11407,0.49572,-0.96088,0.45168,0.17304,1.34179,-0.53737,1
peptide_pm_119,-0.92368,-0.39005,0.64758,0.49631,-0.13019,1.00622,-0.44292,0.02439,0.40049,0.43548,-0.76634,0.80827,-0.09619,0.13044,0.14438,-0.4982,0.36769,-0.06672,0.69957,0.04566,-1.1516,0.51525,0.25711,0.70344,1
peptide_pm_120,0.5929,-1.12556,-0.2443,1.44901,-1.05319,-0.46943,-0.37235,0.08086,-1.55388,2.18775,0.02947,-0.92003,-0.42857,0.36671,-1.78706,1.07588,0.95899,-1.57878,0.96504,-0.82593,-0.20554,-0.55987,-1.44411,-0.74588,1
peptide_pm_121,0.74224,0.89109,-0.73597,0.76273,0.86285,-0.5559,1.3037,-0.93613,0.02645,-0.18504,-0.36211,-0.98705,1.18078,-0.90816,0.08667,0.64874,0.37935,-0.33175,0.43145,1.12738,-0.99009,0.48077,0.8702,-0.52069,1
peptide_pm_122,1.10097,0.60282,-0.93885,1.10398,0.91123,-1.07163,1.1755,1.22464,-1.07224,1.09264,0.90614,-0.9859,1.20996,1.19066,-1.10346,1.0702,1.15417,-1.11535,1.11278,0.90135,-1.06296,1.01425,1.16501,-1.18872,1
peptide_pm_123,0.44384,-0.0475,0.37401,0.46334,-0.04079,-0.27293,-0.91918,-1.38717,0.75348,0.58542,-0.85555,0.355,-0.79511,-1.42764,0.67073,-0.62398,-1.20434,1.10639,1.5175,-0.88394,1.3358,-1.75623,0.20407,0.38489,1
peptide_pm_124,-0.5206,-0.24781,1.08747,0.17485,-0.15261,0.72996,-0.34877,-0.19811,0.31571,0.50036,-0.80592,0.94508,0.00701,-0.11694,-0.04632,-0.06888,-0.18707,-0.10022,1.80317,-1.04694,-0.70276,0.09639,0.14637,0.55035,1
peptide_pm_125,1.35272,-1.4713,-0.17845,1.78016,-1.54005,0.00915,1.78856,-0.71061,0.08163,2.35011,-0.31614,-0.60296,1.42947,-0.26241,-0.01159,2.31609,-0.09168,-0.08219,-0.44877,0.19731,-1.36322,0.03332,-1.96532,0.11896,1
peptide_pm_126,-2.1041,-1.05459,1.26166,-1.98608,-0.51044,1.19965,0.53479,-0.27801,-1.24631,-2.0581,-0.19636,2.45296,0.82606,-0.46227,-1.1757,0.66783,-0.48645,-0.70618,-0.63586,-0.26835,-0.06659,0.93583,-1.05464,1.18217,1
peptide_pm_127,-0.7926,0.40894,-0.3344,-0.18371,0.04579,-0.21103,-2.05715,-0.24738,0.62834,-0.7619,-0.5453,-0.50507,-1.73872,-0.40363,0.96841,-1.12913,0.18672,0.85001,0.62181,-0.00847,0.48093,-0.4302,0.48567,-0.14689,1
peptide_pm_128,0.44172,0.71472,-0.06555,-0.24234,0.38207,0.27912,0.03256,0.45195,-0.0131,0.41307,0.16777,-0.90391,-0.0642,0.40745,0.08444,0.08048,0.32211,-0.05826,0.4563,-0.37172,-0.04162,1.05856,0.1074,-0.10967,1
peptide_pm_129,0.49084,-0.45877,1.3351,-0.49811,0.1993,0.57915,0.84813,0.16908,-0.04714,-0.21589,2.05916,0.87163,0.88934,0.55294,0.0935,1.28428,-0.07384,-0.14144,2.12667,-0.19626,0.54681,0.48943,0.71319,0.17159,1
peptide_pm_130,-0.27096,-0.32414,0.38644,-1.71025,0.0514,1.9942,-1.00072,0.93862,1.88614,-0.18348,-0.10172,2.33847,-0.8033,1.26314,1.34884,-0.53423,0.14367,1.9211,1.65208,-0.44493,2.30778,-0.19062,0.36553,2.09374,1
peptide_pm_131,0.5749,1.0997,-0.60025,0.10932,-0.68667,1.10971,-0.29938,0.37327,-0.24184,-0.10135,-0.65148,0.19671,-0.48402,-0.1226,-0.10235,-0.1461,0.08654,-0.44191,1.05064,-0.49813,-0.16321,-0.89655,0.49382,0.02037,1
peptide_pm_132,0.89989,1.73905,-1.96371,0.49877,0.02612,0.20308,0.74274,-0.2696,1.73523,0.64498,1.20086,-1.4992,0.5728,0.17236,1.04182,0.69552,-0.31136,1.62582,0.28844,0.80311,0.77059,0.12494,-0.58985,1.80028,1
peptide_pm_133,-0.08521,0.49669,-0.68658,-0.1387,1.32453,0.82885,-0.21817,-0.43733,-0.13583,0.33926,-0.15677,0.11578,-0.40535,-0.33939,-0.37605,-0.44121,-0.07559,-0.25955,0.05226,0.44965,-0.19936,0.52513,-0.70576,1.4288,1
peptide_pm_134,0.41679,0.22813,0.57397,-0.41513,1.24375,0.45088,-0.81042,-0.12272,-0.84817,-0.33913,-0.26685,-0.26424,-0.59109,-0.14271,-0.70473,-0.39098,0.38979,-0.78116,0.95501,0.84839,0.03816,-1.19812,-0.02971,1.09811,1
peptide_pm_135,-0.04632,1.10503,0.1491,-1.08535,1.12064,1.05166,-0.85834,1.0179,0.74231,0.14759,1.33949,-0.50588,-0.94546,1.16012,1.02012,-0.06271,1.08592,0.31288,-0.10585,0.76621,0.19442,1.24086,-0.36695,-1.35664,1
peptide_pm_136,0.00711,1.47534,-1.3088,-0.06653,1.55569,0.1891,-1.23987,1.85626,0.13617,-0.55295,1.72142,0.31309,-1.1792,1.64607,-0.00829,-0.78671,2.46899,-0.33988,-0.23514,1.70332,-0.23523,-0.47916,1.61075,-0.32027,1
peptide_pm_137,0.41185,-0.62375,0.36397,0.70758,0.43774,0.1015,2.17468,-0.02151,0.46287,0.93314,-0.66407,0.26992,1.91203,0.26123,-0.2055,1.77439,0.39855,-0.32851,1.36218,1.15494,-1.57961,0.79242,-0.79552,-0.19887,1
peptide_pm_138,0.56011,0.21612,-0.02775,0.07658,1.56398,-0.45812,2.06893,-0.24192,-0.82602,0.52761,-0.54646,0.5475,1.88654,-0.22399,-0.8301,1.70303,-0.37979,-0.68824,0.17999,0.12799,-0.74416,-0.80994,-0.97024,-0.01687,1
peptide_pm_139,0.5859,0.62401,-1.62566,-0.99429,-0.30382,-0.28897,-1.23043,-0.15053,-0.45056,0.00949,-0.05356,0.1562,-1.07999,0.51163,-0.29036,-0.70705,-0.29846,0.40183,1.68908,-0.36078,1.89509,-0.29405,-1.07476,1.16483,1
peptide_pm_140,0.27614,0.92915,-1.23936,0.21506,0.81353,-1.50565,-2.38248,-0.91959,-0.65864,0.19877,1.00586,-1.34184,-2.10312,0.69614,-0.15658,-2.39763,-1.26907,-0.86722,-0.48554,2.78475,-0.23167,-0.44473,-0.2331,-1.80602,1
peptide_pm_141,0.51697,1.43099,-1.38625,0.18648,0.79104,-1.58442,-0.56445,0.12038,-0.94865,0.25186,0.80575,-1.27034,-0.56994,0.06767,-0.50699,-0.55791,0.4952,-0.77885,0.34861,1.86323,-1.02309,-1.23744,0.76129,-0.63942,1
peptide_pm_142,-0.39672,2.11601,-0.74629,-0.69425,-0.06475,-0.37155,0.4078,1.47033,-1.45977,0.2225,0.73631,0.50264,1.31241,1.39763,-1.7384,0.69749,1.75769,-1.22132,0.55831,1.55994,-0.13753,1.68443,-1.48623,1.28225,1
peptide_pm_143,-1.5602,-0.21665,2.04428,-1.74673,-0.16063,1.64608,-0.98946,-1.27506,-0.76707,-1.3151,-0.22254,2.08083,-0.48746,-1.49339,-0.43337,-0.1768,-1.59181,-0.53088,0.97033,-1.99811,-0.59053,0.77226,-1.2792,1.58595,1
peptide_pm_144,0.22289,1.48422,-0.9349,0.24758,0.37687,-0.66174,1.24275,-0.5542,1.62235,-0.36523,0.48038,0.20486,1.25628,-0.35121,1.79474,0.98778,-0.38614,1.65553,0.45909,0.40907,0.96884,1.15805,-0.45999,1.26197,1
peptide_pm_145,-2.81608,-1.82563,-1.00118,-0.66853,-1.48251,-0.75054,-1.26183,-1.24191,-1.88984,-0.65499,-0.40778,-0.07846,-1.99336,-1.96093,-2.35154,-1.75835,-1.50574,-2.21783,-0.81031,-1.69206,-1.23995,0.52478,0.00835,-0.3252,1
peptide_pm_146,0.02055,-0.03249,0.31399,1.7215,-0.30846,-0.54678,0.25317,-0.14307,0.84414,2.04059,0.12489,-0.83763,-0.01466,-0.22693,0.96845,1.47898,0.23463,0.2307,0.20171,0.7023,-1.07888,0.08282,-0.67154,-1.10405,1
peptide_pm_147,0.57374,-0.06102,-0.24181,0.35815,0.6117,-0.17338,0.13758,-0.20869,1.34921,-0.28564,0.09605,0.12762,-0.17099,-0.20898,1.12363,0.3063,-0.13736,0.95006,0.75285,-0.00743,0.31274,-0.43686,0.81944,-0.07336,1
peptide_pm_148,0.93276,0.47654,-0.51016,2.83476,-2.53541,2.69975,1.03823,1.13356,-0.32146,1.0095,0.98767,-0.16307,0.5371,0.9508,0.04309,0.42116,0.64014,0.3891,-1.57362,1.2674,2.06537,1.15165,0.62683,-0.99435,1
peptide_pm_149,-0.64363,-0.30892,-0.24272,-0.64088,-0.08321,-0.46493,0.01831,-0.2696,-0.55202,-0.39096,-0.2342,1.01224,-0.03486,-0.20045,-0.47573,-0.1896,-0.61538,-0.48991,-0.70798,-0.29867,0.08027,1.72852,-1.36381,-0.87061,1
peptide_pm_150,0.11939,-0.89731,0.37384,0.31586,-0.01704,0.10799,2.09963,-0.29144,0.82847,0.45163,-1.17231,0.33799,2.1377,0.38268,0.15367,1.57894,-0.07392,-0.04933,0.09122,-0.44558,-2.28884,1.00836,-0.69684,-0.17581,1
peptide_pm_151,1.20968,-2.77609,1.60746,0.9354,-1.70701,1.56976,2.67038,-0.97484,0.33814,1.6483,-2.85642,1.03277,2.53862,-0.18927,-0.27914,2.22958,-0.70831,-0.33136,0.11601,-0.52419,-2.26255,1.88342,-1.61284,-0.12593,1
peptide_pm_152,-0.35986,1.91222,-0.81115,0.10991,0.19552,0.09152,-0.03099,0.16971,-0.06521,0.5838,1.78665,-1.23141,0.00646,0.32078,-0.01658,-0.10026,1.03464,-0.40957,0.57578,1.55461,-1.22983,0.6957,-1.68564,1.67154,1
peptide_pm_153,-0.66652,0.73184,-0.18584,-0.08708,0.26114,-1.35355,0.03689,-0.17856,-0.56582,-1.20624,-1.60438,1.29212,0.06532,0.13539,-0.4586,-0.04876,-0.20037,-0.49759,-1.99774,-1.02199,0.124,-0.15442,0.11677,1.01898,1
peptide_pm_154,0.40055,-0.80444,1.64227,0.74083,0.0154,1.32644,-0.30894,-0.53572,-0.16723,0.85132,0.10629,1.32134,-0.47012,-0.33844,-0.32739,-0.39885,-0.54393,-0.30159,-0.02355,-0.1577,0.53206,1.85209,-0.42697,0.49381,1
peptide_pm_155,0.72438,1.09869,-1.4311,0.30387,1.50549,-1.23928,-0.39622,-0.28567,-0.44358,-0.08186,1.23608,-0.95279,-0.37267,-0.67748,-0.47026,-0.11295,-0.34102,-0.43546,0.01567,0.25207,-1.34839,-0.57724,-0.42458,-0.8384,1
peptide_pm_156,0.15919,1.28818,-0.88993,-0.32593,0.50813,-0.8206,0.02372,-0.05155,-0.419,-0.12678,0.26131,0.49598,-0.09938,-0.01055,0.37887,-0.05766,0.19446,0.23444,-0.57755,0.31559,-0.26425,-0.22855,-0.39664,-1.54165,1
peptide_pm_157,1.61992,-1.54628,-0.25594,1.597,-1.75388,-0.08039,1.47436,-1.10106,0.86447,1.89389,-0.92255,-0.57035,0.48327,-0.76991,1.08069,1.84505,-0.65867,0.72786,-0.70697,0.13677,-0.84851,0.33164,-1.92471,0.45936,1
peptide_pm_158,0.90465,0.91808,-1.41876,0.85971,0.69519,-1.44417,-0.99327,0.18075,-1.05903,1.13765,0.24668,-1.28367,-1.65364,-0.62501,-1.15848,-1.71892,-0.49063,-1.41225,-1.6877,-1.58264,-1.34026,-0.15221,-0.54648,-1.57778,1
peptide_pm_159,1.40538,0.64286,-1.03505,0.89022,1.09873,-0.6213,0.58105,-0.28515,-0.14708,-0.77524,-0.25429,-0.74212,0.02775,-0.45945,0.01613,0.71259,-0.62229,-0.16828,0.81975,0.56943,-0.52635,1.40789,-0.88703,0.28414,1
peptide_pm_160,-0.13587,-1.0885,1.37182,0.30058,-0.12095,1.39126,-0.386,-0.52117,-0.19604,1.67386,-1.26579,0.57274,-0.45979,-0.29312,-0.50592,-0.62825,-0.1421,-0.26884,0.79367,-0.9333,-0.21025,0.77761,-0.07643,0.10396,1
peptide_pm_161,0.71171,1.37902,-1.61595,0.73822,1.85986,-1.73453,0.16215,-0.20502,1.27027,0.70256,1.83093,-1.61918,0.25137,-0.39538,0.87781,0.0861,-0.04912,1.21113,0.47193,0.52666,-0.86972,0.57026,2.2078,-1.48761,1
peptide_pm_162,0.45745,1.68042,-0.79378,-1.14919,-0.51219,-0.10318,0.88414,-0.19931,-1.69179,-0.78338,-0.14173,0.97755,0.5394,-0.39215,-1.37892,0.50897,0.29067,-1.68709,-0.82523,1.39702,-0.00831,0.54025,0.18968,-0.25201,1
peptide_pm_163,0.5196,0.30663,0.73853,0.25754,0.46589,-0.21359,1.49909,-0.21892,-0.2896,0.37555,0.03211,0.79725,1.33155,-0.17129,-0.48684,0.8975,-0.204,0.21826,-0.25343,-0.48037,1.2135,0.14497,1.3037,-0.99925,1
peptide_pm_164,0.75247,0.94909,-0.72828,0.8072,0.57425,-0.31706,-0.5222,-1.37607,-1.10542,0.46199,-0.16156,0.91048,-0.92778,-0.00598,-0.90651,-0.3562,-0.7996,-0.65764,-0.11649,0.2869,1.43665,0.94903,0.45495,-1.36567,1
peptide_pm_165,0.65986,1.27427,-0.88474,-0.07188,2.26246,-0.3442,0.46278,3.17838,-1.18378,-0.09447,2.04282,0.7456,0.71934,3.00024,-1.2641,0.53745,3.00577,-0.6891,-2.2286,-1.10427,-1.2356,0.37851,2.26367,-0.66576,1
peptide_pm_166,0.3817,1.76713,-1.30544,0.40857,2.19885,-1.45972,0.31554,0.01881,1.48575,0.35762,2.21239,-1.34624,0.47277,0.22089,1.34256,0.18812,0.07422,1.3415,0.45292,1.37975,-0.37142,0.20975,2.32386,-1.36508,1
peptide_pm_167,-0.65998,1.20434,-0.59648,-0.64899,0.29967,-0.81025,-1.39663,1.06424,-0.59674,-1.84018,0.36069,-0.79042,-1.16955,1.09374,-0.23283,-1.65239,0.53256,-0.3688,-0.62824,-0.1963,0.82042,-1.04073,1.48145,-0.44026,1
peptide_pm_168,0.29525,1.08428,-0.31467,0.75128,-0.40165,1.51948,1.29444,-0.60122,1.71282,-0.36523,0.48038,0.20486,1.22589,-0.32628,1.73076,0.77539,-0.14346,1.19145,0.45666,0.39046,1.00524,0.96189,-0.33312,0.80801,1
peptide_pm_169,1.13502,0.47341,-0.66515,0.3996,0.36902,-0.94152,-0.64557,-0.1057,0.2667,-0.31578,-1.20645,0.16384,-0.80664,-0.55922,0.47255,-0.58536,-0.11462,0.23048,-0.11747,-0.47558,-0.5254,-0.73187,-0.49725,0.6388,1
peptide_pm_170,0.64627,0.86312,-1.52453,-1.00256,-0.25664,-0.22255,-0.61873,0.49978,0.76349,0.15311,0.2502,0.43315,-0.38889,1.06673,0.58901,-0.17066,0.12812,1.23102,1.68908,-0.36078,1.89509,0.13512,-0.62438,2.04262,1
peptide_pm_171,-0.21369,1.41725,0.37098,-0.45039,1.08863,1.02598,-0.36903,-0.24564,1.5886,0.82048,0.9767,-1.14082,0.42228,-0.24546,1.70827,0.29409,0.79386,1.08132,1.23969,1.40137,-0.0495,-2.26877,0.51614,1.7348,1
peptide_pm_172,0.01765,0.16403,-0.34066,0.19026,0.21449,-0.15972,0.23795,1.46941,1.30502,0.06854,0.28838,-0.25983,-0.06822,2.19935,0.45961,0.22657,1.15409,1.46997,-0.5852,1.9692,-1.13669,0.28323,0.03284,0.51696,1
peptide_pm_173,0.14372,-0.03769,0.67172,0.94727,0.26564,0.20722,-0.29968,0.07203,0.58992,-1.11914,-1.21726,-0.02973,-0.02878,-0.06665,0.51729,-0.3993,0.14538,0.42775,-0.43271,-0.36975,-0.31003,0.01385,0.01854,0.19879,1
peptide_pm_174,-1.50827,-0.17807,1.93061,-1.20014,-0.19427,2.1056,-0.2566,-2.08558,-0.09842,-1.23956,-0.17116,2.07311,0.16372,-2.26619,0.20913,0.68701,-2.42828,0.23081,1.03403,-2.1056,-0.57162,1.17836,-1.272,1.97598,1
peptide_pm_175,-0.24423,1.07876,0.58763,0.92925,0.33374,0.82534,-0.85269,0.79126,-1.44966,-1.55381,-0.05212,-0.43474,-0.82833,0.77122,-1.21078,-1.1848,0.66893,-1.21623,-0.68662,0.82104,0.04541,-0.98453,0.65793,-0.72322,1
peptide_pm_176,-0.1914,0.0827,1.71421,0.19871,0.52604,1.88748,0.36312,0.26349,-0.04817,0.47551,-0.30935,1.37872,0.28514,0.4562,-0.14248,0.31715,0.22939,-0.69971,0.52788,-0.02107,0.15958,1.49239,-0.34773,0.93313,1
peptide_pm_177,-0.11203,1.79071,-0.73171,-1.11046,0.18079,-1.40455,-0.85951,2.61553,-0.71664,-0.545,1.58485,-0.7119,-0.90948,2.50724,-0.47961,-1.02636,2.03826,-0.89863,0.98264,0.01593,0.97723,-0.24697,2.54281,-0.80256,1
peptide_pm_178,-1.84722,-0.98826,2.38829,-1.69026,-0.51563,2.56916,1.48276,-0.79355,-0.91801,-1.43969,-0.34148,2.53955,1.55998,-1.06132,-0.45761,2.47601,-1.64973,-0.12134,-0.90862,-2.19782,-0.08753,-1.46016,-0.27338,2.25857,1
peptide_pm_179,-0.97882,1.38042,-0.43952,0.88369,1.8201,-1.5674,-0.56309,0.72379,-0.06694,-0.85687,1.60798,0.05605,0.00513,0.57098,-0.60112,-0.74064,0.87888,-0.06752,-0.4785,1.19507,-0.3766,-1.42419,0.60824,0.73571,1
peptide_pm_180,1.14519,0.81399,-0.07103,-0.18942,-0.0055,0.84285,-0.61491,-0.75376,1.23405,0.88513,0.59105,-0.87748,-0.19833,-0.66694,1.64552,-0.10644,-0.63059,1.12453,1.44067,-0.269,0.8007,0.84642,-1.71174,-0.07562,1
peptide_pm_181,0.94274,0.55175,-0.80047,2.42817,-2.70324,2.36604,0.55677,2.31838,-0.81794,1.02477,1.21531,-1.05598,0.22637,2.37986,-0.04104,1.09576,1.85758,-1.16884,-0.63301,1.62058,0.20921,1.24118,0.4131,-0.8637,1
peptide_pm_182,1.39303,0.15551,-0.03559,1.70313,-0.42112,0.7074,1.45846,-1.30953,0.33942,0.89814,0.10919,-0.76923,1.23466,-1.07935,0.39407,0.84639,-0.47092,0.22578,0.00087,0.27192,-0.75375,1.70751,-0.54702,0.67877,1
peptide_pm_183,0.36965,0.26732,0.00848,-1.40896,-0.48817,-0.77321,-0.0849,0.21099,0.4688,-0.0916,-0.38046,0.18183,-0.01704,1.14223,0.53096,0.95374,0.46713,0.88788,0.68334,0.28642,-0.19434,1.59263,-0.37125,-1.27762,1
peptide_pm_184,-2.72046,-1.22572,1.22539,-2.04678,-0.69178,1.20091,-0.34462,0.19944,-1.02565,-2.47882,-0.64331,1.05567,-0.12207,0.09726,-1.00852,-0.15313,-0.02802,-0.5878,-1.98386,0.16544,-0.20875,0.22462,-0.14084,0.29048,1
peptide_pm_185,-0.05455,1.41941,-1.56777,-1.84009,-0.28001,0.54829,-2.54069,-0.86215,-0.35038,-0.55089,0.5579,-0.05686,-2.01371,-0.48303,-0.48453,-1.95064,-0.14218,-0.27498,0.65234,-0.16504,1.33145,-1.39078,-0.25667,0.60377,1
peptide_pm_186,0.20139,1.57112,-1.2393,0.27505,2.06169,-0.70007,0.47163,1.32767,-0.5211,-0.13616,0.72915,0.08175,0.569,0.89924,-0.97621,0.54104,1.38393,-1.00199,0.31845,0.842,-1.24711,-0.36959,0.22651,-0.68271,1
peptide_pm_187,1.06892,-0.1282,1.50257,1.24356,-0.09315,1.80489,0.69525,1.94014,1.88169,1.17332,-0.03883,1.54368,0.24343,2.64267,1.24567,0.71876,1.64472,2.04396,-0.58231,2.69584,-0.23328,1.3564,0.02414,2.24377,1
peptide_pm_188,0.10714,0.84461,-1.12456,-0.31044,0.6687,-0.1845,-0.5738,0.17083,-0.54885,0.48815,0.59998,-1.62119,-0.1099,-0.08387,0.14828,-0.3184,0.20456,-0.37256,0.87968,0.34432,-0.36396,-0.88939,0.98546,0.62656,1
peptide_pm_189,0.2767,1.19675,-0.93893,-0.23014,0.45922,-0.86245,-0.1201,0.19737,-0.45933,-0.16311,0.47645,0.48856,-0.39601,0.25502,0.0632,-0.47423,0.13306,0.04672,-0.6923,0.38762,-0.42347,0.50054,0.45977,-1.0214,1
peptide_pm_190,0.02912,0.26768,-1.13385,0.15021,0.67251,-1.14449,0.04812,0.31346,-0.53652,-0.1882,0.21415,-0.52088,0.24534,0.19227,-0.14275,0.23189,0.54813,-0.2282,0.37029,0.40522,0.55625,0.84,-0.08774,-0.94461,1
peptide_pm_191,0.69233,1.02919,-0.9043,0.81195,0.25844,-0.06089,1.21569,-1.10475,-0.06912,-0.06499,-0.24731,-0.85284,1.13212,-1.10621,-0.03175,0.6292,-0.00831,-0.4512,0.94746,0.43249,-0.60395,0.41243,0.37204,0.05629,1
peptide_pm_192,0.63532,0.79228,-0.72082,0.20003,0.8144,-0.4773,-0.03556,0.03293,-0.0793,1.36525,-0.95266,-0.53231,-0.02414,-0.31088,0.09981,0.05763,-0.28868,-0.03202,0.81314,0.49272,-0.59682,0.40694,0.22364,0.86784,1
peptide_pm_193,-0.6378,0.42264,0.15349,0.47174,-0.24945,0.03537,-1.31288,0.71804,-1.16818,-1.62514,0.41248,-0.7376,-0.98974,0.78319,-0.89999,-1.43439,0.55271,-1.0622,-0.63205,0.77085,0.07235,-1.18513,0.78549,-0.87044,1
peptide_pm_194,0.06338,0.87422,-0.31477,-0.04628,1.47865,-0.46585,0.9819,-0.1873,1.96492,-0.06314,1.37193,-0.41703,1.6774,-1.16962,2.2308,0.65943,0.11021,1.81283,1.63437,-1.05048,1.06106,-0.50852,2.19157,-0.40902,1
peptide_pm_195,-2.04639,-0.64992,2.44678,-1.36769,-0.13226,2.35891,-0.92378,-1.29758,0.72912,-0.97702,-0.50126,2.17945,-0.43298,-1.3771,0.92454,0.70725,-1.83163,1.23526,-0.46234,-2.2516,-0.08125,0.76594,-1.52437,0.95462,1
peptide_pm_196,-1.83251,-0.6516,1.6661,-1.63751,-0.10383,1.84418,-0.56347,-1.55256,-0.44036,-1.41962,-0.30568,2.04943,-0.09439,-1.77314,-0.11024,0.54847,-2.08559,0.00987,0.93164,-2.1446,-0.5898,1.15882,-1.2587,1.96123,1
