,DDR_A,DDR_R,DDR_N,DDR_D,DDR_C,DDR_Q,DDR_E,DDR_G,DDR_H,DDR_I,DDR_L,DDR_K,DDR_M,DDR_F,DDR_P,DDR_S,DDR_T,DDR_W,DDR_Y,DDR_V,y
NP06568,0.0,4.55,0.0,0.0,0.0,9.09,0.0,7.45,0.0,6.18,6.18,5.27,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1
NP01734,0.0,7.79,0.0,6.36,0.0,4.31,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.08,0.0,0.0,0.0,6.62,1
NP10596,17.78,23.31,34.76,23.53,0.0,15.32,14.94,34.83,53.34,50.81,11.24,18.15,63.34,24.51,17.83,21.31,34.81,69.48,58.31,0.0,1
NP04653,8.2,17.03,57.59,26.19,0.0,23.03,44.76,20.9,28.15,0.0,11.56,44.27,49.18,0.0,13.55,14.99,21.49,38.37,82.16,48.51,1
NP05247,7.37,9.65,13.25,0.0,0.0,7.37,0.0,10.28,0.0,8.32,0.0,9.65,10.25,12.05,11.05,6.42,0.0,16.25,0.0,9.47,1
NP05117,0.0,16.64,16.64,0.0,5.9,17.04,7.54,21.2,0.0,15.44,11.88,11.52,11.6,0.0,11.21,13.52,8.96,0.0,19.52,14.4,1
NP00023,0.0,4.73,5.27,0.0,0.0,3.5,0.0,0.0,0.0,0.0,3.3,6.18,0.0,5.27,0.0,9.09,6.5,0.0,0.0,0.0,1
NP06906,5.75,0.0,0.0,0.0,0.0,0.0,0.0,6.92,6.15,5.54,8.0,5.69,0.0,9.38,11.08,4.92,10.08,0.0,0.0,0.0,1
NP03639,5.29,7.83,0.0,8.53,0.0,0.0,4.59,0.0,0.0,8.63,0.0,0.0,0.0,11.16,7.94,9.39,17.05,0.0,15.26,0.0,1
NP09868,10.74,9.72,19.52,13.98,0.0,12.25,14.52,39.24,0.0,18.66,11.38,42.11,23.33,0.0,26.84,17.07,0.0,0.0,22.02,23.51,1
NP01674,0.0,8.0,0.0,0.0,0.0,0.0,11.08,5.69,0.0,0.0,9.38,0.0,0.0,4.08,2.7,0.0,5.42,0.0,0.0,8.0,1
NP11020,11.71,20.5,15.27,12.04,0.0,10.64,6.77,7.76,0.0,0.0,9.88,0.0,0.0,0.0,7.39,0.0,12.19,0.0,0.0,7.96,1
NP02603,11.39,0.0,6.5,9.39,0.0,6.94,11.16,10.21,9.47,0.0,15.26,0.0,13.68,13.68,0.0,0.0,6.94,12.32,0.0,0.0,1
NP07633,0.0,7.36,7.81,8.56,0.0,12.31,10.81,0.0,0.0,0.0,6.27,0.0,0.0,14.06,5.5,5.6,0.0,0.0,7.06,0.0,1
NP08511,0.0,0.0,13.07,7.73,0.0,0.0,0.0,3.92,0.0,0.0,5.5,0.0,0.0,8.67,0.0,4.58,7.73,0.0,0.0,7.07,1
NP07054,3.65,18.54,11.04,0.0,0.0,12.04,6.77,11.3,0.0,17.04,10.87,0.0,0.0,8.26,14.52,8.14,0.0,0.0,12.71,0.0,1
NP07643,10.16,18.61,23.14,20.17,0.0,14.38,14.34,22.03,0.0,22.03,21.66,0.0,10.38,0.0,12.47,0.0,13.83,0.0,8.48,25.69,1
NP11179,34.7,20.62,53.85,30.69,6.71,76.56,23.31,13.67,0.0,52.01,26.28,48.6,0.0,58.95,12.94,32.38,24.11,0.0,34.4,19.92,1
NP01673,5.27,4.1,0.0,0.0,0.0,0.0,0.0,4.55,0.0,7.45,5.27,4.73,0.0,7.45,6.18,9.09,0.0,0.0,0.0,6.18,1
NP06966,2.92,6.67,0.0,0.0,0.0,0.0,0.0,5.79,0.0,0.0,3.85,0.0,0.0,0.0,9.87,8.93,13.07,0.0,0.0,11.33,1
NP07418,0.0,5.42,0.0,3.45,0.0,0.0,9.09,3.82,0.0,6.08,7.08,0.0,0.0,0.0,0.0,10.08,5.08,0.0,0.0,5.08,1
NP09936,4.1,5.1,0.0,0.0,0.0,0.0,0.0,5.27,0.0,0.0,4.55,0.0,9.09,5.27,3.3,0.0,0.0,0.0,4.73,0.0,1
NP04770,13.12,11.84,11.21,13.3,0.0,0.0,10.38,0.0,0.0,11.52,3.81,11.6,0.0,0.0,12.8,11.39,13.13,0.0,19.52,0.0,1
NP09132,7.73,6.53,0.0,11.33,0.0,0.0,0.0,4.07,7.07,13.07,0.0,8.93,5.5,6.67,8.67,0.0,0.0,6.67,11.33,0.0,1
NP08375,9.09,4.73,9.09,1.78,0.0,0.0,5.27,0.0,0.0,4.73,0.0,0.0,0.0,5.1,0.0,5.27,0.0,0.0,0.0,0.0,1
NP01754,4.55,0.0,0.0,5.3,0.0,0.0,0.0,6.5,0.0,0.0,9.09,0.0,7.45,3.3,6.18,5.27,0.0,0.0,0.0,0.0,1
NP08312,0.0,5.54,11.08,4.75,0.0,0.0,6.92,5.75,11.08,0.0,6.15,0.0,0.0,4.73,0.0,5.69,0.0,0.0,0.0,0.0,1
NP07670,12.02,18.55,0.0,33.34,40.75,37.48,55.21,12.22,19.53,0.0,15.36,24.79,0.0,0.0,7.36,12.4,31.37,25.28,0.0,22.43,1
NP01618,10.08,6.08,0.0,0.0,0.0,0.0,0.0,6.08,0.0,0.0,0.0,0.0,0.0,3.27,2.22,7.08,5.08,0.0,0.0,10.08,1
NP06591,0.0,10.28,0.0,15.03,11.03,21.91,0.0,6.82,30.03,15.16,17.87,9.1,12.84,16.91,28.16,8.74,0.0,0.0,0.0,16.65,1
NP02843,5.3,5.3,0.0,0.0,0.0,0.0,0.0,7.45,0.0,4.73,4.55,0.0,0.0,6.18,4.73,6.5,0.0,0.0,0.0,0.0,1
NP02646,8.72,7.94,9.39,0.0,0.0,0.0,0.0,6.12,16.06,10.47,9.41,0.0,0.0,11.39,8.28,6.94,0.0,8.28,0.0,12.72,1
NP06872,0.0,0.0,0.0,0.0,0.0,8.0,0.0,10.36,0.0,0.0,0.0,12.07,0.0,3.75,4.77,6.62,0.0,0.0,4.42,0.0,1
NP08429,0.0,0.0,0.0,6.18,0.0,0.0,0.0,3.12,6.18,4.1,5.1,0.0,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,1
NP04293,14.09,0.0,0.0,9.97,0.0,11.16,15.58,18.48,32.03,17.79,10.73,13.03,0.0,17.21,27.33,10.13,11.66,19.32,15.21,19.32,1
NP02027,6.88,20.51,0.0,33.96,0.0,10.93,10.59,8.49,24.53,0.0,41.51,17.52,35.31,43.27,14.22,24.98,17.6,45.1,0.0,0.0,1
NP07794,7.52,3.39,0.0,10.23,0.0,0.0,8.86,14.19,0.0,0.0,0.0,0.0,0.0,12.05,16.59,7.37,0.0,0.0,0.0,11.33,1
NP07491,0.0,29.57,13.36,9.94,0.0,9.19,7.44,21.82,18.34,0.0,14.62,22.76,0.0,34.13,16.22,11.31,18.34,0.0,12.69,10.53,1
NP06866,7.88,16.64,0.0,7.71,0.0,0.0,13.52,14.21,0.0,9.54,9.65,10.26,0.0,18.0,10.12,5.9,23.04,0.0,0.0,0.0,1
NP07941,7.08,2.0,0.0,4.18,0.0,0.0,0.0,0.0,0.0,5.08,5.42,5.42,10.08,0.0,0.0,7.08,0.0,0.0,0.0,0.0,1
NP10923,0.0,5.54,0.0,8.93,0.0,0.0,0.0,4.77,0.0,7.79,7.79,6.36,0.0,3.85,12.07,0.0,6.93,0.0,10.36,10.36,1
NP07443,7.2,0.0,0.0,0.0,0.0,14.06,0.0,8.67,8.0,0.0,9.31,8.59,0.0,11.76,7.53,7.31,0.0,0.0,0.0,7.65,1
NP07634,7.73,8.79,0.0,8.67,0.0,7.73,0.0,0.0,0.0,7.07,6.36,11.33,13.07,13.07,9.87,6.07,0.0,0.0,6.67,0.0,1
NP01455,13.29,9.39,9.41,14.28,0.0,0.0,12.72,8.06,0.0,10.28,6.19,0.0,11.39,0.0,8.72,6.12,0.0,0.0,0.0,7.06,1
NP10719,0.0,4.55,0.0,4.73,0.0,0.0,0.0,6.18,0.0,0.0,7.45,9.09,9.09,4.73,5.1,6.18,0.0,0.0,5.27,0.0,1
NP00927,0.0,4.55,0.0,0.0,0.0,6.18,5.27,7.45,4.73,0.0,9.09,0.0,0.0,4.1,7.45,5.27,0.0,0.0,9.09,0.0,1
NP10664,5.52,0.0,15.44,17.04,0.0,10.79,22.04,0.0,0.0,0.0,7.14,11.52,0.0,0.0,12.8,8.21,10.04,0.0,8.04,19.52,1
NP09364,9.5,10.7,22.04,7.68,0.0,0.0,0.0,4.19,11.04,0.0,11.41,17.04,0.0,15.71,18.54,8.43,0.0,14.54,0.0,18.54,1
NP06632,20.05,10.23,0.0,10.05,11.9,0.0,0.0,3.29,0.0,10.59,8.86,15.14,12.57,11.86,10.23,11.52,0.0,0.0,0.0,18.23,1
NP05107,20.66,18.5,19.42,15.94,9.74,15.78,14.77,9.87,10.7,12.06,7.32,16.28,0.0,0.0,0.0,17.87,0.0,23.28,0.0,13.43,1
NP05858,8.0,9.41,0.0,12.32,5.83,0.0,0.0,12.32,0.0,6.72,0.0,10.21,0.0,7.28,8.95,0.0,0.0,0.0,0.0,5.29,1
NP04088,0.0,9.38,6.92,5.08,0.0,10.08,0.0,6.15,6.92,0.0,8.0,0.0,0.0,11.08,0.0,5.75,0.0,0.0,5.69,0.0,1
NP07667,6.06,18.05,0.0,13.25,0.0,0.0,7.37,9.25,10.21,0.0,11.05,16.25,0.0,9.65,9.79,6.42,12.05,9.05,0.0,14.65,1
NP03469,0.0,11.33,4.93,6.36,0.0,0.0,0.0,5.75,0.0,0.0,0.0,0.0,9.87,8.93,0.0,7.79,0.0,0.0,0.0,11.33,1
NP05651,25.69,8.42,8.56,17.36,18.57,0.0,32.14,23.44,0.0,18.14,19.71,10.26,0.0,0.0,5.77,17.36,21.03,11.59,19.36,0.0,1
NP09797,23.25,38.05,60.19,31.44,15.76,26.42,33.54,27.76,58.62,47.52,22.41,36.36,36.44,0.0,30.21,10.57,34.84,46.64,29.72,12.84,1
NP03273,4.55,2.44,0.0,9.09,0.0,0.0,0.0,7.45,0.0,0.0,4.1,0.0,0.0,9.09,4.73,0.0,5.27,0.0,0.0,0.0,1
NP01808,13.74,17.39,15.96,19.43,34.18,33.85,10.09,15.3,32.67,0.0,19.61,16.11,17.56,18.62,15.2,44.02,13.3,25.15,0.0,11.48,1
NP07331,0.0,6.18,6.08,0.0,4.73,0.0,0.0,10.08,0.0,0.0,7.08,0.0,0.0,8.42,5.08,5.42,0.0,0.0,4.91,0.0,1
NP05131,22.48,11.16,17.79,10.34,0.0,16.16,0.0,16.15,0.0,0.0,18.91,16.38,0.0,10.53,11.97,18.66,19.7,21.32,11.33,11.34,1
NP01851,0.0,0.0,11.08,9.38,0.0,0.0,1.56,0.0,0.0,5.54,8.0,0.0,0.0,0.0,6.15,8.0,11.08,0.0,0.0,6.15,1
NP08997,33.33,14.64,19.79,0.0,0.0,0.0,15.32,10.27,28.56,18.51,30.05,12.32,30.66,27.18,11.41,21.46,16.32,24.72,17.29,9.95,1
NP09782,6.0,7.68,0.0,8.32,0.0,8.53,11.17,13.25,0.0,10.25,0.0,0.0,0.0,12.05,14.65,6.39,0.0,11.05,18.05,0.0,1
NP00713,6.08,5.08,4.18,0.0,0.0,0.0,7.08,6.5,5.42,10.08,0.0,0.0,0.0,4.91,0.0,0.0,0.0,0.0,0.0,0.0,1
NP08201,20.04,18.94,12.54,8.46,0.0,25.79,11.98,16.65,25.85,0.0,24.31,12.98,45.47,43.77,0.0,10.6,10.62,0.0,39.13,0.0,1
NP07511,5.54,5.42,6.15,0.0,0.0,0.0,11.08,0.0,8.0,9.38,8.42,5.69,0.0,0.0,6.92,0.0,0.0,0.0,8.0,6.92,1
NP07051,10.05,11.86,9.43,5.65,0.0,0.0,10.59,9.9,20.05,7.55,14.19,0.0,11.14,0.0,15.14,14.0,0.0,0.0,12.77,11.14,1
NP09843,5.69,8.0,5.54,5.42,0.0,3.42,8.0,0.0,0.0,0.0,0.0,0.0,11.08,9.38,4.25,0.0,6.92,0.0,0.0,0.0,1
NP01301,0.0,9.94,18.05,0.0,0.0,0.0,13.25,6.95,0.0,0.0,6.17,0.0,0.0,0.0,9.25,3.2,7.37,0.0,0.0,9.05,1
NP07261,0.0,8.67,0.0,11.33,0.0,0.0,0.0,12.07,0.0,0.0,0.0,8.67,9.87,4.31,7.07,4.36,0.0,0.0,0.0,4.46,1
NP01252,10.32,21.36,24.97,22.76,0.0,30.66,14.97,17.47,30.66,20.97,9.43,18.34,12.81,0.0,14.25,13.03,11.77,0.0,27.61,22.76,1
NP10814,3.19,0.0,0.0,5.53,0.0,17.05,6.5,11.05,0.0,0.0,9.83,0.0,0.0,0.0,18.05,0.0,12.05,0.0,0.0,0.0,1
NP05401,9.38,0.0,0.0,6.15,0.0,6.92,11.08,8.0,0.0,6.92,5.69,0.0,0.0,0.0,5.69,3.82,0.0,0.0,0.0,11.08,1
NP05188,0.0,12.71,0.0,14.54,7.33,0.0,22.04,7.68,0.0,15.91,20.21,7.13,14.54,0.0,17.04,7.9,8.43,0.0,11.04,0.0,1
NP10688,17.24,9.52,0.0,10.25,0.0,11.9,0.0,9.37,5.79,11.05,17.24,7.45,19.05,12.95,0.0,6.15,10.38,0.0,0.0,14.19,1
NP07238,12.07,8.93,8.93,7.79,0.0,0.0,0.0,5.08,0.0,0.0,0.0,0.0,12.07,0.0,6.36,3.85,10.36,0.0,4.08,0.0,1
NP03785,15.9,32.76,0.0,10.2,0.0,50.09,11.8,19.13,27.13,11.3,8.0,18.25,50.09,20.79,31.25,18.9,15.44,0.0,26.24,27.36,1
NP06943,5.5,7.73,0.0,11.33,0.0,4.64,0.0,0.0,13.07,6.67,0.0,0.0,11.33,0.0,6.53,13.07,7.07,0.0,0.0,4.77,1
NP05275,9.5,5.94,0.0,11.33,0.0,7.71,6.77,12.41,0.0,16.09,0.0,0.0,0.0,0.0,11.3,5.43,0.0,0.0,0.0,0.0,1
NP03782,11.13,12.25,31.12,15.41,0.0,0.0,8.66,21.19,29.05,28.43,10.06,29.73,0.0,19.33,17.6,22.7,17.37,0.0,0.0,29.95,1
NP05179,17.04,12.41,9.83,12.7,7.33,0.0,14.54,11.21,0.0,17.04,15.71,10.87,14.54,0.0,0.0,10.26,12.04,0.0,18.54,11.04,1
NP04067,2.72,18.54,0.0,0.0,0.0,0.0,0.0,6.5,0.0,8.43,17.57,4.86,15.71,0.0,0.0,13.54,0.0,0.0,22.04,12.26,1
NP07362,6.61,0.0,18.65,13.03,0.0,16.03,9.61,5.82,0.0,0.0,14.83,19.74,0.0,0.0,8.97,18.69,13.23,0.0,15.55,0.0,1
NP00912,16.64,8.79,15.44,0.0,12.21,13.52,0.0,10.0,12.21,16.64,0.0,12.24,0.0,14.54,0.0,18.0,19.52,11.84,9.46,9.04,1
NP03507,9.09,7.45,0.0,0.0,0.0,0.0,7.45,6.18,0.0,6.18,2.7,0.0,0.0,9.09,4.73,4.1,0.0,0.0,0.0,0.0,1
NP04632,22.23,15.19,31.49,29.55,31.57,39.35,16.64,8.86,35.04,23.4,13.25,25.54,43.42,20.42,17.36,17.16,18.61,67.18,34.65,18.73,1
NP01046,6.93,0.0,6.36,0.0,4.77,6.93,0.0,10.36,0.0,0.0,0.0,7.79,0.0,5.69,0.0,3.75,0.0,8.93,0.0,7.79,1
NP10089,15.36,13.99,48.32,32.62,24.59,23.97,32.24,20.11,43.28,51.06,56.65,26.14,70.06,48.97,8.34,36.87,32.46,0.0,51.72,30.52,1
NP09045,25.24,33.55,69.92,24.03,0.0,58.46,13.84,13.68,40.99,73.61,26.45,16.86,22.49,32.67,19.29,38.18,50.38,45.3,23.71,29.39,1
NP01170,0.0,0.0,4.73,0.0,0.0,0.0,7.45,0.0,0.0,0.0,4.73,3.3,0.0,0.0,0.0,4.62,0.0,4.5,0.0,0.0,1
NP02967,0.0,0.0,0.0,4.1,0.0,0.0,3.78,6.18,5.27,0.0,0.0,0.0,5.56,0.0,0.0,9.09,0.0,0.0,0.0,0.0,1
NP01397,16.06,0.0,4.67,14.28,0.0,0.0,12.72,0.0,0.0,10.28,4.53,9.39,11.39,0.0,8.72,5.31,0.0,0.0,0.0,0.0,1
NP00067,0.0,5.08,5.08,0.0,0.0,10.08,6.08,10.08,0.0,0.0,0.0,0.0,0.0,6.08,7.08,3.82,7.08,5.42,0.0,8.42,1
NP09396,4.1,8.42,0.0,0.0,0.0,5.08,0.0,10.08,0.0,0.0,10.08,0.0,0.0,5.42,3.45,6.08,0.0,0.0,0.0,7.08,1
NP06122,9.83,13.56,0.0,28.69,0.0,0.0,8.06,7.94,28.69,0.0,8.47,0.0,22.03,25.69,16.8,5.55,18.14,0.0,0.0,0.0,1
NP06750,34.23,16.16,44.17,56.91,0.0,21.66,10.46,13.07,29.53,50.33,13.76,20.55,58.38,0.0,26.0,12.81,13.62,41.12,63.12,20.41,1
NP04975,14.14,12.63,13.1,0.0,10.03,0.0,15.1,8.21,15.77,22.32,8.82,27.16,29.03,18.83,23.81,14.3,0.0,0.0,11.03,10.5,1
NP01480,53.13,26.1,51.15,26.18,9.72,26.53,28.31,12.35,31.16,42.38,11.24,23.01,57.41,39.88,17.34,17.39,20.84,50.0,65.6,19.51,1
NP03477,0.0,4.1,0.0,5.3,0.0,0.0,4.1,7.45,0.0,0.0,0.0,4.55,6.18,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1
NP06968,6.36,6.07,0.0,6.07,0.0,0.0,0.0,8.93,12.07,10.36,3.85,0.0,0.0,12.07,8.93,3.25,0.0,0.0,6.36,0.0,1
NP06305,11.39,0.0,10.28,6.94,0.0,8.28,4.13,12.72,8.28,16.06,5.06,0.0,7.88,0.0,8.72,0.0,8.72,0.0,0.0,0.0,1
NP05151,22.64,16.05,26.43,15.11,33.75,0.0,34.05,19.84,33.77,47.59,13.45,32.96,24.19,18.09,53.18,14.47,36.78,0.0,38.99,34.77,1
NP06646,0.0,5.95,0.0,0.0,11.9,0.0,10.05,4.24,0.0,10.59,8.0,0.0,16.59,6.76,0.0,6.65,0.0,0.0,0.0,10.59,1
NP07592,4.4,9.87,0.0,12.31,0.0,0.0,7.06,7.06,0.0,7.31,9.56,0.0,0.0,0.0,5.21,4.07,12.31,0.0,0.0,0.0,1
NP10836,0.0,5.69,0.0,4.08,0.0,11.08,0.0,8.0,0.0,0.0,9.38,5.1,0.0,6.08,0.0,0.0,0.0,0.0,6.92,0.0,1
NP10655,0.0,5.08,0.0,4.1,0.0,0.0,0.0,7.08,0.0,0.0,0.0,0.0,9.09,5.42,5.1,0.0,0.0,0.0,6.08,0.0,1
NP10811,9.31,19.74,29.03,3.46,0.0,20.97,15.25,15.1,0.0,22.32,14.58,23.81,9.43,0.0,13.17,20.97,0.0,16.13,13.52,0.0,1
NP11290,0.0,18.93,26.68,25.15,17.72,21.32,25.92,24.35,29.62,16.99,0.0,13.9,33.29,24.68,13.36,14.18,13.1,53.58,19.16,31.29,1
NP08434,0.0,0.0,0.0,7.73,0.0,0.0,11.33,5.54,0.0,0.0,5.5,6.53,0.0,7.79,6.36,13.07,7.5,0.0,0.0,0.0,1
NP01225,11.39,6.81,5.76,0.0,0.0,0.0,0.0,4.13,0.0,0.0,8.72,8.28,0.0,8.0,8.28,12.72,6.24,0.0,0.0,0.0,1
NP09849,7.88,18.65,19.74,25.42,0.0,10.5,0.0,5.81,14.77,20.97,10.11,14.58,15.55,16.84,29.03,16.13,0.0,0.0,22.32,0.0,1
NP03521,0.0,7.45,0.0,4.1,0.0,0.0,0.0,0.0,0.0,6.18,2.7,6.18,4.73,9.09,4.73,7.45,0.0,0.0,0.0,0.0,1
NP04836,0.0,0.0,7.89,11.05,5.5,7.65,14.19,19.05,10.38,8.25,11.9,9.9,0.0,10.38,9.62,0.0,0.0,0.0,15.62,15.62,1
NP04757,9.54,11.6,0.0,9.54,8.12,17.04,0.0,12.8,0.0,13.52,8.04,0.0,11.46,9.88,18.54,9.04,10.21,16.64,14.4,0.0,1
NP05800,11.08,0.0,0.0,0.0,0.0,0.0,4.42,3.75,0.0,0.0,4.08,0.0,6.15,11.08,0.0,2.3,0.0,0.0,0.0,0.0,1
NP06140,5.08,8.42,5.08,0.0,0.0,4.0,0.0,0.0,0.0,8.42,3.27,0.0,0.0,10.08,3.09,10.08,0.0,0.0,0.0,0.0,1
NP00578,14.01,38.5,54.58,39.39,39.63,68.22,33.35,15.8,27.54,40.63,26.67,67.13,50.0,77.29,23.09,14.27,0.0,70.33,52.25,12.83,1
NP02794,5.27,5.1,4.73,0.0,0.0,0.0,0.0,6.5,0.0,0.0,9.09,0.0,0.0,0.0,0.0,4.1,0.0,0.0,5.27,6.18,1
NP01730,9.09,0.0,0.0,6.18,0.0,0.0,0.0,3.33,0.0,9.09,7.45,5.27,0.0,4.5,0.0,0.0,0.0,0.0,4.73,0.0,1
NP06089,6.08,8.42,0.0,0.0,0.0,0.0,4.55,0.0,5.42,0.0,8.1,0.0,0.0,0.0,3.09,0.0,0.0,0.0,0.0,4.0,1
NP08299,5.27,4.73,6.18,4.55,0.0,0.0,0.0,6.18,0.0,4.73,7.45,0.0,0.0,0.0,5.27,0.0,0.0,0.0,6.5,9.09,1
NP11313,18.8,21.08,27.63,20.6,19.55,23.85,29.13,39.21,32.49,24.66,11.75,30.02,54.64,22.34,24.72,33.63,19.72,44.87,26.41,12.73,1
NP02909,6.08,7.08,7.08,4.73,0.0,0.0,10.08,10.08,0.0,0.0,4.18,0.0,0.0,6.0,0.0,0.0,5.42,0.0,0.0,0.0,1
NP07951,11.21,15.95,17.2,13.16,0.0,11.57,35.33,13.07,18.84,0.0,8.43,0.0,19.87,0.0,10.98,20.11,38.54,0.0,12.98,31.24,1
NP08778,0.0,7.45,0.0,0.0,0.0,0.0,0.0,5.27,9.09,4.1,4.73,0.0,0.0,5.27,4.1,6.18,0.0,0.0,0.0,7.45,1
NP00899,8.0,7.65,0.0,3.07,0.0,0.0,11.76,8.59,0.0,5.06,12.31,0.0,0.0,0.0,0.0,8.0,0.0,0.0,12.31,6.69,1
NP11107,21.41,0.0,26.05,23.19,6.65,31.35,32.09,11.64,29.34,17.48,43.23,76.3,35.04,32.46,17.09,24.57,31.39,0.0,69.35,20.57,1
NP01298,5.65,16.06,10.28,11.39,0.0,0.0,0.0,9.39,11.39,0.0,10.24,0.0,0.0,8.28,8.72,2.08,0.0,0.0,0.0,0.0,1
NP03495,8.56,14.28,0.0,0.0,0.0,12.72,12.72,11.65,0.0,0.0,5.18,0.0,0.0,7.53,5.53,5.19,0.0,8.06,0.0,0.0,1
NP05812,3.82,0.0,0.0,7.08,0.0,0.0,0.0,5.08,0.0,9.09,6.08,0.0,6.08,5.42,5.42,10.08,0.0,0.0,7.08,0.0,1
NP01756,0.0,5.27,0.0,6.18,0.0,0.0,0.0,5.3,7.45,0.0,9.09,0.0,7.45,3.3,0.0,3.5,0.0,0.0,0.0,0.0,1
NP00790,0.0,9.41,15.06,2.18,0.0,0.0,4.67,0.0,0.0,0.0,0.0,0.0,5.19,13.29,0.0,0.0,0.0,0.0,6.69,0.0,1
NP11255,12.91,13.15,17.21,0.0,0.0,11.09,11.1,29.15,23.79,0.0,12.3,0.0,16.15,13.03,7.18,9.91,22.5,0.0,0.0,10.09,1
NP04412,13.42,10.16,34.13,24.86,0.0,13.68,0.0,17.24,36.03,29.08,16.59,13.37,18.34,22.11,0.0,21.31,26.24,0.0,7.49,13.62,1
NP03780,5.73,0.0,8.56,0.0,0.0,0.0,0.0,4.36,14.06,0.0,4.21,0.0,0.0,0.0,9.56,7.81,10.81,12.31,5.6,0.0,1
NP06372,12.87,11.06,43.56,21.25,0.0,16.74,15.28,0.0,21.34,46.34,11.3,0.0,0.0,41.05,26.98,48.39,60.02,0.0,44.92,50.98,1
NP03668,6.67,4.46,0.0,5.21,0.0,0.0,0.0,0.0,0.0,9.87,8.67,0.0,6.53,13.07,4.36,6.36,7.73,0.0,0.0,0.0,1
NP09711,0.0,14.28,0.0,0.0,0.0,0.0,8.28,2.55,0.0,0.0,16.06,0.0,8.72,10.28,12.72,5.76,8.06,9.39,0.0,0.0,1
NP10371,16.06,10.84,19.32,21.32,17.7,18.67,11.16,8.41,17.79,0.0,0.0,12.84,0.0,20.09,13.78,30.15,25.64,22.5,0.0,18.0,1
NP06093,0.0,11.08,0.0,0.0,0.0,11.08,0.0,5.54,0.0,8.0,4.75,6.15,6.92,0.0,6.15,9.38,0.0,0.0,5.69,4.92,1
NP06692,23.84,11.02,0.0,11.96,17.43,0.0,48.02,19.63,18.16,22.19,29.6,20.73,24.02,31.3,21.43,11.79,22.82,48.02,0.0,44.26,1
NP09506,10.81,12.31,0.0,0.0,0.0,9.56,8.56,5.47,0.0,7.81,14.06,0.0,7.31,8.56,10.81,7.06,6.93,7.81,0.0,0.0,1
NP07891,9.09,2.7,0.0,0.0,0.0,0.0,7.08,0.0,0.0,0.0,4.91,0.0,0.0,10.08,5.08,3.82,0.0,0.0,0.0,0.0,1
NP09358,9.06,7.41,6.69,16.06,0.0,0.0,8.72,0.0,0.0,0.0,16.06,0.0,0.0,10.28,8.06,5.6,0.0,0.0,0.0,0.0,1
NP05226,8.56,7.06,0.0,9.56,0.0,0.0,13.07,7.07,0.0,0.0,7.31,6.67,0.0,12.31,7.81,9.87,0.0,8.56,10.81,0.0,1
NP09346,0.0,8.42,0.0,0.0,0.0,0.0,8.42,3.09,0.0,0.0,10.08,0.0,5.08,5.42,3.45,7.08,10.08,5.08,0.0,0.0,1
NP01622,8.52,13.04,0.0,26.04,12.22,10.59,12.37,8.96,13.46,7.88,0.0,14.44,24.18,0.0,9.2,0.0,14.46,24.18,15.56,26.04,1
NP05957,0.0,6.36,3.85,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.92,0.0,5.69,0.0,6.07,0.0,10.36,0.0,8.0,6.07,1
NP05059,43.44,14.92,33.54,16.18,16.68,23.43,23.73,16.64,33.97,35.61,29.46,30.19,49.79,16.11,26.93,16.83,29.1,0.0,21.31,21.72,1
NP10652,0.0,4.22,0.0,0.0,0.0,4.55,0.0,6.18,0.0,0.0,7.45,0.0,9.09,4.73,0.0,7.45,5.27,0.0,5.27,0.0,1
NP11150,26.13,21.12,46.01,30.83,6.84,34.92,24.16,11.33,68.92,33.7,28.04,33.48,0.0,39.34,14.2,18.85,42.84,0.0,46.05,45.27,1
NP01293,3.64,0.0,0.0,8.56,0.0,0.0,0.0,6.31,10.47,0.0,5.56,0.0,0.0,13.29,8.56,7.06,15.06,0.0,0.0,0.0,1
NP02527,6.07,10.36,0.0,10.36,0.0,0.0,0.0,0.0,0.0,12.07,6.93,4.15,0.0,8.0,8.93,6.15,6.07,0.0,0.0,7.79,1
NP01519,4.21,0.0,0.0,0.0,0.0,13.07,0.0,4.36,9.87,9.87,7.5,0.0,4.77,8.67,6.67,0.0,0.0,6.67,0.0,0.0,1
NP07284,8.1,5.27,4.73,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,2.9,3.5,0.0,4.73,0.0,0.0,0.0,0.0,1
NP04459,9.68,11.78,10.22,15.56,0.0,13.18,0.0,0.0,26.04,0.0,18.3,10.04,13.46,18.18,0.0,9.35,17.04,0.0,7.12,15.56,1
NP04693,6.36,12.07,12.07,6.93,0.0,0.0,0.0,6.07,8.93,5.69,6.36,0.0,0.0,7.79,4.42,0.0,0.0,0.0,6.93,0.0,1
NP03479,0.0,6.18,0.0,0.0,0.0,0.0,7.11,2.9,0.0,0.0,0.0,4.55,7.45,5.3,0.0,4.73,0.0,0.0,0.0,0.0,1
NP02862,3.64,0.0,0.0,8.0,0.0,15.06,7.65,0.0,10.47,0.0,0.0,0.0,0.0,11.76,8.0,8.67,0.0,11.76,13.29,4.81,1
