,SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y,y
peptide_pm_381,-0.255,-0.459,0.0,-0.16,0.0,-0.326,0.0,-0.255,-0.326,-0.16,0.0,-0.16,-0.255,0.0,0.0,-0.381,-0.16,-0.326,-0.16,-0.16,1
peptide_pm_382,-0.375,0.0,0.0,0.0,0.0,-0.25,0.0,-0.25,-0.375,-0.531,0.0,-0.25,0.0,0.0,0.0,-0.375,-0.25,0.0,0.0,0.0,1
peptide_pm_383,-0.26,0.0,0.0,0.0,-0.26,-0.26,0.0,-0.26,-0.464,-0.509,0.0,-0.26,0.0,0.0,0.0,-0.26,-0.26,-0.26,0.0,0.0,1
peptide_pm_384,0.0,-0.5,0.0,0.0,-0.25,-0.375,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,-0.524,0.0,0.0,-0.25,-0.25,-0.25,1
peptide_pm_385,0.0,0.0,0.0,0.0,-0.509,0.0,0.0,-0.528,0.0,0.0,0.0,0.0,0.0,0.0,-0.528,0.0,0.0,0.0,-0.26,0.0,1
peptide_pm_386,-0.464,0.0,0.0,0.0,-0.292,-0.367,-0.367,0.0,-0.423,-0.292,0.0,0.0,0.0,0.0,0.0,-0.186,-0.186,-0.292,-0.186,-0.186,1
peptide_pm_387,0.0,0.0,0.0,0.0,-0.392,-0.392,-0.447,-0.392,-0.314,-0.203,0.0,0.0,0.0,0.0,-0.203,0.0,-0.314,-0.392,0.0,0.0,1
peptide_pm_388,-0.363,0.0,-0.24,0.0,-0.24,-0.24,0.0,-0.527,-0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24,-0.24,0.0,0.0,1
peptide_pm_389,-0.224,0.0,0.0,0.0,-0.224,-0.473,0.0,-0.342,-0.224,-0.342,0.0,0.0,-0.224,0.0,-0.42,-0.224,0.0,-0.42,0.0,0.0,1
peptide_pm_390,0.0,0.0,0.0,0.0,-0.488,-0.285,0.0,-0.285,-0.285,-0.488,0.0,0.0,-0.285,0.0,-0.285,-0.285,0.0,0.0,-0.285,0.0,1
peptide_pm_391,-0.53,0.0,0.0,0.0,-0.363,0.0,0.0,0.0,-0.53,-0.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24,0.0,1
peptide_pm_392,-0.437,0.0,0.0,0.0,0.0,-0.168,0.0,-0.339,-0.495,-0.266,0.0,-0.266,0.0,-0.168,-0.168,-0.266,-0.266,-0.339,0.0,0.0,1
peptide_pm_393,-0.526,0.0,0.0,0.0,-0.292,0.0,-0.367,0.0,-0.423,-0.292,0.0,0.0,0.0,0.0,0.0,-0.186,-0.186,-0.292,-0.186,-0.186,1
peptide_pm_394,-0.25,0.0,0.0,0.0,0.0,-0.375,0.0,-0.25,-0.375,-0.531,0.0,0.0,0.0,0.0,0.0,-0.375,-0.25,0.0,-0.25,0.0,1
peptide_pm_395,-0.526,0.0,0.0,0.0,0.0,-0.172,0.0,0.0,-0.444,-0.476,0.0,-0.272,0.0,0.0,0.0,0.0,-0.172,-0.345,-0.172,0.0,1
peptide_pm_396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.285,-0.285,-0.415,0.0,0.0,-0.488,0.0,-0.415,0.0,0.0,0.0,-0.523,0.0,1
peptide_pm_397,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.524,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.25,-0.25,0.0,1
peptide_pm_398,-0.5,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,-0.25,-0.375,0.0,-0.375,0.0,0.0,0.0,0.0,0.0,-0.375,0.0,0.0,1
peptide_pm_399,-0.285,0.0,0.0,0.0,-0.285,-0.285,0.0,-0.415,0.0,-0.523,0.0,0.0,-0.285,0.0,-0.285,-0.285,0.0,-0.285,0.0,0.0,1
peptide_pm_400,0.0,0.0,-0.209,0.0,-0.209,-0.209,-0.209,0.0,-0.401,-0.323,-0.209,0.0,-0.323,0.0,-0.401,-0.209,-0.323,-0.209,0.0,-0.323,1
peptide_pm_401,-0.528,0.0,0.0,0.0,0.0,-0.191,0.0,0.0,-0.431,-0.471,0.0,-0.299,0.0,0.0,0.0,0.0,-0.191,-0.375,0.0,0.0,1
peptide_pm_402,0.0,0.0,0.0,0.0,-0.415,0.0,0.0,0.0,0.0,-0.285,0.0,0.0,-0.415,0.0,-0.523,0.0,0.0,-0.285,-0.488,0.0,1
peptide_pm_403,0.0,-0.232,-0.431,-0.232,-0.232,0.0,0.0,-0.232,-0.232,-0.352,0.0,0.0,0.0,0.0,-0.232,-0.352,0.0,-0.352,-0.431,0.0,1
peptide_pm_404,0.0,0.0,0.0,0.0,-0.285,-0.415,0.0,-0.415,-0.285,-0.53,0.0,0.0,-0.285,0.0,0.0,-0.285,0.0,0.0,0.0,0.0,1
peptide_pm_405,-0.342,0.0,0.0,-0.224,-0.224,-0.342,0.0,-0.224,-0.342,-0.473,0.0,-0.224,0.0,0.0,0.0,-0.342,-0.224,-0.342,0.0,0.0,1
peptide_pm_406,-0.285,0.0,0.0,0.0,-0.285,-0.415,0.0,-0.415,0.0,-0.488,0.0,0.0,-0.285,0.0,-0.285,-0.285,0.0,-0.285,0.0,0.0,1
peptide_pm_407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.528,-0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.482,0.0,1
peptide_pm_408,0.0,0.0,0.0,0.0,0.0,-0.26,0.0,-0.388,-0.528,-0.26,0.0,0.0,0.0,0.0,0.0,-0.388,0.0,-0.464,-0.26,0.0,1
peptide_pm_409,0.0,-0.482,0.0,0.0,-0.352,-0.232,0.0,0.0,-0.232,0.0,0.0,0.0,0.0,0.0,-0.528,0.0,0.0,-0.232,-0.232,-0.352,1
peptide_pm_410,-0.332,0.0,0.0,0.0,0.0,-0.411,0.0,-0.464,-0.216,-0.464,0.0,0.0,-0.216,0.0,0.0,-0.216,-0.332,-0.216,-0.216,0.0,1
peptide_pm_411,0.0,0.0,0.0,0.0,0.0,-0.232,-0.232,-0.528,-0.482,-0.232,0.0,-0.232,0.0,0.0,-0.431,0.0,0.0,0.0,0.0,-0.232,1
peptide_pm_412,0.0,0.0,0.0,0.0,-0.314,0.0,0.0,-0.314,-0.517,-0.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.314,0.0,0.0,1
peptide_pm_413,-0.323,0.0,0.0,0.0,-0.323,0.0,-0.209,0.0,-0.53,-0.401,0.0,-0.209,0.0,0.0,0.0,-0.209,0.0,-0.209,-0.323,0.0,1
peptide_pm_414,-0.176,0.0,0.0,0.0,-0.176,-0.408,-0.176,-0.278,-0.352,-0.482,0.0,0.0,-0.352,-0.278,-0.176,-0.176,0.0,-0.278,0.0,0.0,1
peptide_pm_415,0.0,-0.459,0.0,-0.16,-0.16,-0.326,0.0,-0.326,-0.255,-0.255,0.0,-0.255,-0.255,0.0,-0.16,-0.326,-0.16,-0.326,0.0,-0.16,1
peptide_pm_416,0.0,0.0,0.0,0.0,-0.431,0.0,0.0,0.0,-0.5,-0.431,0.0,0.0,0.0,-0.431,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_417,0.0,0.0,0.0,0.0,-0.299,0.0,0.0,0.0,0.0,-0.431,0.0,0.0,0.0,-0.431,-0.528,0.0,0.0,-0.299,0.0,-0.431,1
peptide_pm_418,-0.306,0.0,0.0,0.0,0.0,-0.383,0.0,-0.197,-0.53,-0.383,-0.306,-0.306,0.0,0.0,0.0,0.0,0.0,0.0,-0.306,0.0,1
peptide_pm_419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.517,-0.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.314,0.0,1
peptide_pm_420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.447,-0.314,-0.531,0.0,0.0,0.0,0.0,-0.314,-0.447,-0.314,0.0,0.0,0.0,1
peptide_pm_421,0.0,-0.482,0.0,0.0,-0.352,-0.232,0.0,0.0,-0.352,0.0,0.0,0.0,0.0,0.0,-0.513,0.0,0.0,-0.232,-0.232,-0.352,1
peptide_pm_422,-0.299,0.0,0.0,0.0,0.0,-0.299,-0.299,0.0,-0.431,-0.431,0.0,-0.299,0.0,0.0,0.0,0.0,0.0,0.0,-0.528,0.0,1
peptide_pm_423,-0.401,0.0,0.0,0.0,0.0,-0.172,0.0,-0.345,-0.5,-0.272,0.0,-0.272,0.0,-0.172,-0.172,-0.272,-0.272,-0.345,0.0,0.0,1
peptide_pm_424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.285,-0.285,-0.415,0.0,0.0,-0.488,0.0,-0.415,0.0,0.0,0.0,-0.523,0.0,1
peptide_pm_425,-0.12,-0.197,-0.257,-0.197,-0.257,-0.413,0.0,-0.383,-0.46,-0.197,-0.12,-0.12,-0.12,0.0,-0.12,0.0,-0.257,-0.306,0.0,0.0,1
peptide_pm_426,0.0,-0.232,-0.431,-0.232,-0.232,0.0,0.0,-0.232,-0.352,-0.352,0.0,0.0,0.0,0.0,-0.232,-0.352,0.0,-0.232,-0.431,0.0,1
peptide_pm_427,0.0,-0.516,0.0,0.0,-0.272,-0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.516,0.0,0.0,-0.401,-0.272,-0.272,1
peptide_pm_428,0.0,0.0,0.0,0.0,-0.482,0.0,0.0,-0.528,0.0,0.0,0.0,0.0,0.0,0.0,-0.528,0.0,0.0,0.0,-0.352,0.0,1
peptide_pm_429,0.0,-0.528,0.0,0.0,-0.299,0.0,0.0,0.0,0.0,-0.299,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.431,0.0,-0.299,1
peptide_pm_430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.528,-0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_431,-0.522,0.0,0.0,0.0,-0.197,-0.439,0.0,-0.197,0.0,-0.439,-0.306,0.0,0.0,0.0,-0.197,-0.306,-0.197,0.0,0.0,0.0,1
peptide_pm_432,-0.26,-0.464,0.0,-0.164,0.0,-0.26,0.0,-0.26,0.0,-0.26,0.0,-0.26,-0.26,0.0,-0.164,-0.332,-0.26,-0.332,0.0,-0.26,1
peptide_pm_433,-0.464,0.0,0.0,0.0,-0.292,-0.367,-0.367,0.0,-0.423,-0.292,0.0,0.0,0.0,0.0,0.0,-0.186,-0.186,-0.292,-0.186,-0.186,1
peptide_pm_434,-0.209,-0.323,0.0,0.0,0.0,-0.516,-0.209,-0.401,-0.209,-0.493,0.0,0.0,0.0,0.0,0.0,-0.323,0.0,0.0,0.0,0.0,1
peptide_pm_435,0.0,0.0,0.0,0.0,-0.299,-0.471,-0.518,-0.299,-0.191,-0.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.299,-0.191,0.0,1
peptide_pm_436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.529,-0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_437,-0.285,0.0,0.0,0.0,0.0,-0.359,0.0,-0.359,-0.359,-0.415,0.0,0.0,-0.181,-0.285,-0.285,-0.181,-0.285,-0.285,-0.181,0.0,1
peptide_pm_438,-0.25,0.0,-0.156,0.0,-0.25,-0.32,0.0,-0.25,-0.5,-0.32,0.0,0.0,-0.156,-0.156,0.0,-0.32,0.0,-0.453,0.0,0.0,1
peptide_pm_439,-0.216,0.0,0.0,0.0,-0.411,0.0,-0.216,-0.216,-0.53,-0.411,0.0,0.0,0.0,0.0,0.0,-0.411,0.0,0.0,-0.216,0.0,1
peptide_pm_440,0.0,0.0,0.0,0.0,-0.415,-0.181,-0.181,-0.181,-0.51,-0.457,0.0,0.0,-0.285,0.0,-0.359,-0.181,0.0,-0.181,0.0,0.0,1
peptide_pm_441,-0.294,-0.228,-0.141,0.0,-0.228,-0.426,0.0,-0.228,-0.426,-0.294,-0.141,-0.141,0.0,0.0,-0.228,-0.294,-0.141,-0.347,0.0,0.0,1
peptide_pm_442,-0.203,0.0,0.0,0.0,-0.392,-0.314,-0.447,-0.392,-0.203,-0.203,0.0,0.0,0.0,0.0,-0.314,0.0,-0.314,-0.392,0.0,0.0,1
